,HIOS ID,HIOS INPUTTED INSURANCE COMPANY NAME_2014,STATE_2014,REINSURANCE PAYMENT AMOUNT (OR NOT ELIGIBLE)_2014,"HHS RISK ADJUSTMENT TRANSFER AMOUNT (INDIVIDUAL MARKET, INCLUDING CATASTROPHIC)_2014",Not-For-Profit:_2014,HHS RISK ADJUSTMENT TRANSFERS AMOUNT (SMALL GROUP MARKET)_2014,7.4Membermonths2HealthInsuranceINDIVIDUALTotalasof3/31/15_2014,7.4Membermonths7HealthInsuranceSMALLGROUPTotalasof3/31/15_2014,1.1Directpremiumwritten2HealthInsuranceINDIVIDUALTotalasof3/31/15_2014,2.16Totalincurredclaims2HealthInsuranceINDIVIDUALTotalasof3/31/15_2014,IndPremiumPMM_2014,IndCostsPMM_2014,IndRTPMM_2014,IndPremiumMinusCostsPMM_2014,IndPremiumPlusTransferMinusCostsPMM_2014,TotalLossPMM,HIOS INPUTTED INSURANCE COMPANY NAME_2015,STATE_2015,REINSURANCE PAYMENT AMOUNT (OR NOT ELIGIBLE)_2015,"HHS RISK ADJUSTMENT TRANSFER AMOUNT (INDIVIDUAL MARKET, INCLUDING CATASTROPHIC)_2015",Not-For-Profit:_2015,HHS RISK ADJUSTMENT TRANSFERS AMOUNT (SMALL GROUP MARKET)_2015,7.4Membermonths2HealthInsuranceINDIVIDUALTotalasof3/31/15_2015,7.4Membermonths7HealthInsuranceSMALLGROUPTotalasof3/31/15_2015,1.1Directpremiumwritten2HealthInsuranceINDIVIDUALTotalasof3/31/15_2015,2.16Totalincurredclaims2HealthInsuranceINDIVIDUALTotalasof3/31/15_2015,IndPremiumPMM_2015,IndCostsPMM_2015,IndRTPMM_2015,IndPremiumMinusCostsPMM_2015,IndPremiumPlusTransferMinusCostsPMM_2015
448,17341,UnitedHealthcare Life Insurance Company,FL,7942642.06,6516021.26,No,,63489,,28607461.86,41159963.06,450.5892652,648.3006987,102.6322869,-197.7114335,-95.07914662,30.02350202,United Healthcare Life Insurance Company,FL,14736590.26,10189460.6,No,,197146,,81792203.05,116989596.1,414.8813724,593.4160272,51.68484575,-178.5346548,-126.849809
449,19898,"AvMed, Inc.",FL,1841557.61,1215541.75,Yes,-3118661.5,114237,380802,28608236,23869035,250.4288103,208.9431183,10.64052584,41.48569203,52.12621786,68.24671831,"AvMed, Inc.",FL,3804584.76,-148477.46,Yes,-3997943.28,168528,434149,55062372,50135453,326.7253631,297.4903458,-0.881025468,29.23501733,28.35399186
450,29698,Priority Health,MI,4982858.59,1058987.28,Yes,-1528301.43,69861,931577,28906595,33191899,413.7729921,475.1134252,15.15849014,-61.34043315,-46.181943,25.14338286,Priority Health,MI,14187510.7,-27447894.51,Yes,-2734798.34,497784,926042,171533872,159298734,344.594989,320.0157779,-55.14017025,24.57921106,-30.56095919
451,49375,Cigna Health and Life Insurance Company,CO,10847936.42,10208969.51,No,,73019,3932,29192161,43386898,399.7885619,594.1864172,139.8125078,-194.3978554,-54.58534751,93.97785412,Cigna Health and Life Insurance Company,CO,6431729.43,10417522.17,No,,90880,2771,35996954,46141581,396.0932438,507.7198614,114.6294253,-111.6266175,3.002807768
452,91237,"Healthfirst PHSP, Inc.",NY,4031460.89,-2649557.85,Yes,,66274,,29370655,29002425,443.1700969,437.613921,-39.97884314,5.556175876,-34.42266726,26.40753599,"Healthfirst PHSP, Inc.",NY,6632379.19,-48556174.15,Yes,,401015,,161272546.6,107590270.4,402.1608833,268.2948777,-121.0831868,133.8660055,12.78281872
453,65598,Coventry Health Care Of Kansas Inc,KS,6787834.35,-5910292.03,No,-713955.94,124536,142891,29541695.56,37457719.59,237.2141032,300.7782456,-47.4585022,-63.56414234,-111.0226445,-56.51764719,Coventry Health Care Of Kansas Inc.,KS,6205764.17,-1458451.11,No,-413025.79,165451,80281,45094200.14,55453253.69,272.5532039,335.1642099,-8.815003294,-62.61100598,-71.42600927
454,83761,Alliant Health Plans,GA,7265449.74,2745962.25,Yes,-1464662.42,68272,87967,29758360,37314070,435.8794235,546.550123,40.22091414,-110.6706996,-70.44978542,35.96938701,Alliant Health Plans,GA,10071727.5,4679043.57,Yes,22552.36,151336,65417,55822683.76,78554433,368.8658598,519.0730097,30.9182453,-150.2071499,-119.2889046
455,10091,PacificSource Health Plans,OR,10259771.48,3133280.74,Yes,359543.94,127744,427433,29970266,49756526.96,234.611927,389.5018706,24.5278114,-154.8899436,-130.3621322,-50.04703736,Pacific Source Health Plans,OR,8483371.78,6385295.65,Yes,-263011.36,94382,289647,35834863,54917003.46,379.678996,581.8588657,67.65374383,-202.1798697,-134.5261259
456,88806,"Fallon Community Health Plan, Inc. ***",MA,2543005,,Yes,,73650,456555,30270667.51,25925156.83,411.0070266,352.0048449,,59.00218167,,34.52824168,"Fallon Community Health Plan, Inc.",MA,2396568.39,,Yes,,83136,297977,36503435.74,32574554.69,439.0809726,391.8224919,,47.25848068,
457,48834,"Oxford Health Plans (NJ), Inc.",NJ,5793980.12,10751310.08,No,-120834.31,58243,519317,30857609.88,41148735.29,529.8080435,706.5009579,184.5940298,-176.6929143,7.901115499,107.38054,"Oxford Health Plans (NJ), Inc.",NJ,12200483.35,18952235,No,-185240.53,137784,209708,65906002.89,89863131.94,478.328419,652.2029549,137.5503324,-173.8745359,-36.32420346
458,17210,Aetna Life Insurance Company,NY,14885554.32,14975558.9,No,-62207250.53,57833,1109892,31466911.09,60811431.43,544.0995814,1051.500552,258.944874,-507.4009707,-248.4560967,8.932493213,Aetna Life Insurance Company,NY,4506213,9153245.87,No,-92687139.68,38982,1393628,23793093.93,36376276.41,610.3610366,933.1557234,234.8069845,-322.7946868,-87.98770227
459,27439,Time Insurance Company,MN,3434347.41,388993.92,No,-38513.1,133134,1427,31599168,30816363,237.3485962,231.4687683,2.921822525,5.879827843,8.801650367,34.59782122,Time Insurance Company,MN,3319642.29,1018837.12,No,-74883.14,87919,538,26449251,29740330,300.8365768,338.2696573,11.58836111,-37.43308045,-25.84471934
460,78079,GHMSI,DC,2071230.11,1803989.23,Yes,8238082.97,91636,491235,31714766.26,32975261,346.0950528,359.8505064,19.68646853,-13.75545353,5.931014994,28.53381422,GHMSI,DC,2537992.49,3510581.06,Yes,15545279.98,78795,468211,30954934.21,34339711.12,392.8540416,435.810789,44.55334806,-42.95674738,1.596600673
461,66105,Humana Insurance Company,AZ,1328793.1,1164384.91,No,27209.69,180110,70211,31945882.48,27091713.83,177.3687329,150.4175994,6.464854311,26.95113347,33.41598779,40.79366309,Humana Insurance Company,AZ,1778440.1,689053.89,No,900266.16,54591,53171,15798846,12122248.97,289.4038578,222.0558145,12.62211518,67.34804327,79.97015845
462,91604,Humana Insurance Company,WI,3869243.82,3660246.43,No,2267328.07,118386,307398,32154163.39,34500075.4,271.6044413,291.4202304,30.91789933,-19.81578911,11.10211022,43.78539895,Humana Insurance Company,WI,1895119.37,596881.13,No,1292326.01,56804,290896,21773912.09,16382088.94,383.3165286,288.3967492,10.50773062,94.91977942,105.42751
463,96601,"Coventry Health Care of Illinois, Inc.",IL,6155110.05,-3262695.3,No,-1048560.53,111531,84585,33218247.82,34897693.24,297.8386979,312.8968021,-29.25370794,-15.0581042,-44.31181214,10.87562498,"Coventry Health Care of Illinois, Inc.",IL,6783435.61,-5367684.26,No,127525.13,168861,61975,52262152.79,50920827.36,309.4980652,301.554695,-31.78759015,7.943370168,-23.84421998
464,67243,"Vantage Health Plan, Inc.",LA,5014154.17,-416149.3,No,-195880.47,80242,14426,33314451,29302045.98,415.1747339,365.1709327,-5.186178061,50.00380125,44.81762319,107.3055244,"Vantage Health Plan, Inc.",LA,2858301.9,-261974.85,No,-33096.77,84352,15385,36491283,35727199.9,432.6072055,423.5489366,-3.105733711,9.058268921,5.95253521
465,73836,"Moda Health Plan, Inc.",AK,13102419.34,-4806964.11,No,24371,78624,17725,33550284,46525522,426.7181013,591.7470747,-61.13863591,-165.0289733,-226.1676093,-59.52104663,"Moda Health Plan, Inc.",AK,26305543.39,-9415111.19,No,-683234.43,159592,26851,93990086,146808709,588.9398341,919.9001767,-58.99488189,-330.9603426,-389.9552245
466,65907,"Moda Health Plan, Inc.",WA,8479437.45,3727521.87,No,,93203,,33616324,42377538,360.6785618,454.6799781,39.9935825,-94.00141626,-54.00783376,36.97032628,"Moda Health Plan, Inc.",WA,15995097.81,6134914.63,No,-558678.76,204794,8352,78396175,108833405,382.8050382,531.4286796,29.95651547,-148.6236413,-118.6671258
467,90296,"Kaiser Foundation Health Plan of the Mid-Atlantic States, Inc.",MD,1405157.3,-2210325.79,Yes,773138.57,92214,92283,33642176,29825663,364.8272063,323.4396404,-23.96952513,41.38756588,17.41804075,32.65604474,"Kaiser Foundation Health Plan of the Mid-Atlantic States, Inc.",MD,4152560.34,-17702319.36,Yes,2987261.26,287296,90959,87409483,83733862,304.2488688,291.455022,-61.61700601,12.79384676,-48.82315925
468,67183,"Total Health Care USA, Inc.",MI,2025795.65,-1099668.46,Yes,-1225249.24,118609,96901,33847648,26440698,285.3716666,222.9232014,-9.271374516,62.44846512,53.17709061,70.25670219,"Total Health Care USA, Inc.",MI,1534183.55,1882988.25,Yes,192637.06,108034,93468,32834737,28529176,303.929661,264.075902,17.4295893,39.853759,57.2833483
469,37833,Unity Health Plans Insurance Corporation,WI,4934795.29,7490116.39,No,802161.46,101128,278357,34056627,41162595,336.7675322,407.0345997,74.06570277,-70.26706748,3.798635294,52.5961522,Unity Health Plans Insurance Corporation,WI,7185046.24,5592708.14,No,832440.01,194647,294566,67620965.18,89591632.45,347.403069,460.2774892,28.73256788,-112.8744202,-84.14185233
470,43839,UnitedHealthcare Insurance Company,FL,,,No,3844812.86,60049,1461398,34642096.64,42186280.01,576.8971447,702.5309332,,-125.6337886,,0,United Healthcare Insurance Company,FL,,,No,4051544.19,38845,1280849,21615308.07,17434902.57,556.4502013,448.8326057,,107.6175956,
471,80863,Time Insurance Company,AZ,13874351.63,5883719.72,No,784218.43,147996,44258,34843805,56760689,235.437478,383.5285346,39.75593746,-148.0910565,-108.3351191,-14.5869662,Time Insurance Company,AZ,12354851.1,11878587.57,No,355617.92,137808,32712,40988927,76820522,297.4350328,557.4460264,86.19664729,-260.0109936,-173.8143463
472,75729,Geisinger Quality Options,PA,2772466.89,490533.38,No,-2827499,136674,412989,34989246.05,37581147.08,256.0051367,274.9692486,3.58907605,-18.9641119,-15.37503585,4.910218769,Geisinger Quality Options,PA,1529545.49,1142253.34,No,-1613339.93,96868,280427,30600743.92,28845822.95,315.9014733,297.784851,11.79185428,18.11662231,29.90847659
473,99791,Humana Insurance Company,IN,15014843.87,12712802.22,No,28264.72,117992,143300,35065382.65,52271674.78,297.1844078,443.0103293,107.7429166,-145.8259215,-38.08300486,89.17006204,Humana Insurance Company,IN,9599228.21,8411678.81,No,-627510.77,105258,150375,36172211.59,57228856.87,343.6528491,543.7007816,79.91486452,-200.0479325,-120.133068
474,84251,Aetna Life Insurance Company,AZ,3503089.05,-437141.1,No,-3375392.32,146265,456985,37434147.38,32381578.1,255.9337325,221.3897932,-2.988692442,34.54393929,31.55524685,55.50553605,Aetna Life Insurance Company,AZ,1614307.95,-3663100.18,No,-4599781.33,127740,421935,33153017.92,25205733.12,259.5351332,197.3205975,-28.67621873,62.21453578,33.53831705
475,32225,Montana Health Cooperative,MT,10821501.27,3157443.9,Yes,297652.03,115466,8918,37692890,53910617,326.4414633,466.89603,27.3452263,-140.4545667,-113.1093404,-19.38910008,Montana Health Cooperative,MT,14667714.03,4282446.27,Yes,1822462.95,223233,17202,76503090,112773266,342.7051108,505.1818772,19.18375092,-162.4767664,-143.2930155
476,82483,North Shore-LIJ Insurance Company Inc,NY,5663264.35,434621.91,No,-735698.81,91082,12221,38127866,42091418,418.6103292,462.1266331,4.771765113,-43.51630399,-38.74453888,23.43310709,North Shore-LIJ Insurance Company Inc.,NY,8737682.64,2282312.43,No,-13302063.81,189964,114883,76546973,82818832,402.9551547,435.9711945,12.01444711,-33.01603988,-21.00159278
477,54235,"UnitedHealthcare of New York, Inc.",NY,9905407.05,4787190.35,No,,62352,,38450874.59,41822158.1,616.6742781,670.7428487,76.77685319,-54.06857054,22.70828265,181.5709823,"United Healthcare of New York, Inc.",NY,7508442.74,10564737.15,No,,102501,,55064189.41,62996690.7,537.206363,614.5958644,103.0696008,-77.38950147,25.68009932
478,66083,"Humana Health Plan of Ohio, Inc.",OH,8894210.03,-6379256.85,No,683165.75,127142,337804,38643605.76,47386987.32,303.9405213,372.7091545,-50.17426853,-68.76863318,-118.9429017,-48.9879692,"Humana Health Plan of Ohio, Inc.",OH,5155494.73,-1928407.65,No,-2483141.65,113702,337779,37209008.31,40856750.46,327.2502534,359.331854,-16.96019111,-32.08160059,-49.0417917
479,60536,"Avera Health Plans, Inc.",SD,10895393.31,-1014430.34,No,-359596.3,109609,52252,39298032.76,57305594.51,358.5292518,522.8183316,-9.254991287,-164.2890798,-173.5440711,-74.14171081,"Avera Health Plans, Inc.",SD,7492141.61,3672370.39,No,-81015.67,139552,48369,44433569,69065181,318.4015206,494.906422,26.31542644,-176.5049014,-150.189475
480,27619,Arches Mutual Insurance Company,UT,10242701.48,-3623028.92,Yes,-521777.35,149879,9108,39571614,56233518.96,264.0237391,375.1927819,-24.17302571,-111.1690428,-135.3420685,-67.00226449,Arches Mutual Insurance Company,UT,13281090.66,-13206183.16,Yes,250109,385348,44464,88767594,135527522,230.3569605,351.7016359,-34.2707972,-121.3446755,-155.6154727
481,20544,Time Insurance Company,GA,8301134.79,4104599.26,No,462396.82,165411,31215,39635958,44495926,239.621053,269.0022187,24.81454837,-29.3811657,-4.566617335,45.61828446,Time Insurance Company,GA,12630285.95,10590785.72,No,-237705.68,176902,23198,59247314,86145427,334.9160213,486.9669478,59.86809488,-152.0509265,-92.18283162
482,40025,Cigna Health and Life Insurance Company,CA,21440171.45,17743436.54,No,,104223,1428,40220929,71930149,385.9122171,690.1561939,170.2449223,-304.2439769,-133.9990545,71.71534105,Cigna Health and Life Insurance Company,CA,17586666.04,5953639.83,No,,294886,7695,101545360,116800407,344.354632,396.086647,20.18963203,-51.73201508,-31.54238306
483,56707,Providence Health Plan,OR,8094883.08,2963920.51,Yes,1673687.32,143417,330768,41152791,46363481,286.9449995,323.2774427,20.66645175,-36.33244316,-15.66599141,40.77699011,Providence Health Plan,OR,9861302.28,-4161991.69,Yes,3092137.34,332567,339014,88766690.5,103343329,266.9137061,310.7443883,-12.51474647,-43.83068224,-56.34542871
484,44648,Regence Blue Shield of Idaho,ID,282450.45,371605.98,Yes,1175263.46,359158,308078,42153596,31134872,117.3678325,86.68851035,1.034658785,30.67932219,31.71398098,32.50040492,Regence Blue Shield of Idaho,ID,643839.26,1002953.94,Yes,-831183.51,126390,272370,31416377,20804518,248.5669515,164.6057283,7.935389983,83.9612232,91.89661318
485,79509,Humana Insurance Company,CO,1268061.73,1264744.68,No,139778.65,195438,11126,42583478.25,31808594.15,217.8874029,162.7554219,6.471334541,55.13198099,61.60331553,68.09162246,Humana Insurance Company,CO,1442411.66,664060.25,No,-95294.25,87852,14273,23166217.33,18871983.99,263.6959583,214.8156444,7.558851819,48.88031394,56.43916576
486,14026,Time Insurance Company,MO,5677768.05,2064658.36,No,-12141.44,186785,16203,42701638,44326434,228.6138501,237.3126,11.05366255,-8.6987499,2.354912654,32.75225746,Time Insurance Company,MO,3138358.14,3559221.84,No,-166224.74,134182,10270,36013379,39018665,268.3920272,290.7891148,26.52533007,-22.39708754,4.128242536
487,49532,"BlueChoice HealthPlan of South Carolina, Inc.",SC,4157250.97,1402397.69,No,-182715.35,159284,226624,42995084,38950555,269.9271992,244.5352641,8.804385186,25.39193516,34.19632035,60.29593468,"Blue Choice Health Plan of South Carolina, Inc.",SC,18814117.01,3622506.76,No,-3934492.42,544809,244524,189594963,211322829,348.0026266,387.8842475,6.649131641,-39.8816209,-33.23248926
488,70525,"QCA Health Plan, Inc.",AR,4262438.76,-5943287.09,No,-55681.1,157507,188500,43191534.2,46343131.76,274.2197756,294.2290296,-37.73347908,-20.00925394,-57.74273302,-30.68083253,"QCA Health Plan, Inc.",AR,10580046,6656762.38,No,-272007.5,324884,172403,115427342.7,148306395.3,355.2878649,456.4903021,20.48965902,-101.2024372,-80.71277816
489,50816,"Physicians Health Plan of Northern Indiana, Inc.",IN,10350382.87,-4011882.59,Yes,115029.27,140344,312530,43942528,47020160,313.1058542,335.0350567,-28.58606417,-21.92920253,-50.5152667,23.234825,"Physicians Health Plan of Northern Indiana, Inc.",IN,7080052.99,-7085738.88,Yes,2912178.01,111408,267643,40754310,43521941.03,365.8113421,390.6536427,-63.60170616,-24.84230064,-88.4440068
490,46958,Humana Insurance Company,UT,4158821.94,2574546.01,No,-1107146.32,418934,89646,45384523.25,46358514.91,108.333349,110.6582777,6.145469239,-2.324928652,3.820540586,13.74769365,Humana Insurance Company,UT,4094943.28,3170521.45,No,-414144.63,304972,59382,36091117.17,47593149.03,118.3423959,156.0574382,10.39610669,-37.71504223,-27.31893554
491,53189,WINhealth Partners,WY,13488376.6,-6063477.37,Yes,,89500,14609,46238921,55870252,516.6359888,624.2486257,-67.7483505,-107.6126369,-175.3609874,-24.65286894,WINhealth Partners,WY,8575326.66,-2626798.16,Yes,-31069.24,96015,16403,51883227,69331174,540.3658491,722.0869031,-27.35820611,-181.721054,-209.0792601
492,94073,Time Insurance Company,WI,9155177.35,5745648.38,No,-145802.24,174728,39192,46309458,55624624,265.0374182,318.3498008,32.88338664,-53.31238267,-20.42899604,31.96774261,Time Insurance Company,WI,3360528.96,2979855.24,No,405231.13,120758,2971,35272430,40672616,292.0918697,336.8109442,24.67625532,-44.71907451,-20.04281919
493,74320,Humana Health Plan,CO,8822154.98,4731745.94,No,-2841602.51,205949,173854,47543279.95,55236205.29,230.8497732,268.2033187,22.97532855,-37.35354549,-14.37821694,28.45838329,Humana Health Plan,CO,7614421.26,6064407.53,No,3278864.95,138751,215339,41906992.59,49664673.44,302.0302022,357.9410126,43.70712665,-55.91081037,-12.20368372
494,60612,"Kaiser Foundation Health Plan, Inc.",HI,4687278.77,-10430372.26,Yes,-4366914.44,185604,321645,47878943,49630666,257.9628833,267.4008427,-56.19691526,-9.437959311,-65.63487457,-40.38068409,"Kaiser Foundation Health Plan, Inc.",HI,5420682.06,-15467100.5,Yes,-6719908.37,226746,325505,61802512,67622713,272.5627442,298.2311176,-68.21333342,-25.66837342,-93.88170684
495,92499,Sharp Health Plan,CA,10986209.85,10432568.53,Yes,-953791.37,122265,112929,48589226,63015430.38,397.4091195,515.4004039,85.32751425,-117.9912843,-32.66377009,57.19195191,Sharp Health Plan,CA,9640079.06,9791489.44,Yes,-5238158.44,230438,176700,105005537,105532273,455.6780436,457.9638471,42.490776,-2.285803557,40.20497244
496,38234,Aetna Life Insurance Company,VA,7604605.22,7863949.4,No,-1438865.46,177329,120318,49757615.84,53645894.85,280.5949159,302.5218371,44.34666298,-21.9269212,22.41974178,65.30390184,Aetna Life Insurance Company,VA,5895017.54,4680612.75,No,-3364075.44,183008,156276,59806820.06,62772402.77,326.7989381,343.0035997,25.57600078,-16.2046616,9.371339176
497,34996,Nevada Health CO-OP,NV,10078725.11,-3289885.24,Yes,-340005.25,157901,4630,49833390.46,62806959.22,315.5989542,397.7616305,-20.83511339,-82.16267636,-102.9977898,-39.16839596,Nevada Health CO-OP,NV,8846611.34,5244157.68,Yes,-711597.39,214706,9321,68155979,113125730,317.4386324,526.8866729,24.42483061,-209.4480406,-185.02321
498,76680,"HMO Colorado, Inc., dba HMO Nevada",CO,12493994.43,261875.8,No,-860371.91,139712,18150,49887492.56,54875780.77,357.0737844,392.7778628,1.874397332,-35.70407846,-33.82968113,55.59709989,HMO Colorado Inc.(Anthem BCBS),CO,9021034.94,29925.42,No,-1803127.62,193986,22133,61543183.63,65114183.23,317.2558001,335.6643429,0.154265875,-18.40854288,-18.25427701
499,29241,Priority Health Insurance Company (PHIC),MI,1980226.36,1869040.06,Yes,267097.25,260064,175745,50424136,51433723,193.8912575,197.7733289,7.186846545,-3.882071336,3.304775209,10.91915613,Priority Health Insurance Company (PHIC),MI,4303697.77,37908.56,Yes,124208.68,255090,144552,59195738,53108065,232.0582461,208.1934415,0.14860857,23.86480458,24.01341315
500,67807,Time Insurance Company,IL,6649598.67,4193476.5,No,20402.52,195256,15244,50670223,53969345,259.5066118,276.4030043,21.47681249,-16.89639243,4.580420064,38.63621692,Time Insurance Company,IL,3751122.34,5250022.24,No,-25545.56,117846,9287,36490055,37441924,309.6418631,317.719091,44.54985523,-8.077227908,36.47262733
501,85804,LifeWise Health Plan of Oregon,OR,8722377.76,2582812.5,No,550216.1,200231,124411,50863793,58185588,254.0255655,290.5923059,12.89916397,-36.56674041,-23.66757645,19.89399873,Life Wise Health Plan of Oregon,OR,17015844.5,-19940058.64,No,-1675210.84,491563,112496,129662987,153472918,263.7769462,312.2141374,-40.56460441,-48.43719116,-89.00179558
502,85654,HealthPartners Insurance Company,MN,10273153.62,-5217351.16,No,-820791.54,253562,200964,50895000,53127000,200.7201395,209.5227203,-20.57623445,-8.802580828,-29.37881528,11.13653647,HealthPartners Insurance Company,MN,9288091.28,-29118111.14,No,-3345685.38,507606,194406,109802000,100347000,216.31344,197.6867886,-57.36360709,18.62665138,-38.73695571
503,91842,Time Insurance Company,IN,15491452.97,8505433.96,No,-90416.73,176875,36418,51102791,69262776,288.9203731,391.5916664,48.08725914,-102.6712933,-54.58403415,33.00015225,Time Insurance Company,IN,12099166.58,15394607.15,No,472972.29,150303,20912,55542965,84176799,369.5399626,560.0473643,102.4238182,-190.5074017,-88.08358349
504,25768,"Group Health Options, Inc.",WA,9932982.42,-1364790.9,No,997685.2,166734,79175,52360996,43701177,314.0391042,262.1011731,-8.185438483,51.93793108,43.75249259,103.3263193,"Group Health Options, Inc.",WA,5545446.72,84523.22,No,734961.44,105901,52334,37454117.04,36403961.6,353.6710422,343.7546539,0.798134295,9.916388325,10.71452262
505,22013,Regence BlueCross BlueShield of Utah,UT,4866764.79,524047.97,Yes,1299608.61,405320,512345,53408218,51268997,131.7680302,126.4901732,1.292924035,5.277857002,6.570781037,18.57799704,Regence BlueCross BlueShield of Utah,UT,4740413.21,1629776.02,Yes,-1352263.41,234400,429542,54021852,56735020,230.4686519,242.0436007,6.952969369,-11.57494881,-4.621979437
506,11269,Blue Cross Blue Shield of Wyoming,WY,7922982.99,6093726.2,Yes,-490054.01,124364,176808,53463568,56230763,429.8958541,452.146626,48.99911711,-22.25077193,26.74834518,90.45635546,Blue Cross Blue Shield of Wyoming,WY,12716956.74,1438732.96,Yes,-735310.56,211926,180632,106424294.1,112604550,502.1766753,531.3390051,6.788845918,-29.16232978,-22.37348386
507,20472,"Colorado Health Insurance Cooperative, Inc.",CO,19571825.5,-4393875.95,Yes,-97502.97,144312,1277,53792423.77,67902479.91,372.7508715,470.5255274,-30.4470588,-97.77465588,-128.2217147,7.399893356,"Colorado Health Insurance Cooperative, Inc.",CO,38664334.67,-41180913.97,Yes,-819602.44,890026,26597,239276326,322392216.6,268.8419507,362.2278637,-46.26933817,-93.385913,-139.6552512
508,92120,"Coventry Health Plan of Florida, Inc.",FL,1838893.01,824165.75,No,,183541,,53843141.34,43602103.04,293.3575677,237.5605616,4.490363189,55.79700612,60.28736931,70.30634605,"Coventry Health Plan of Florida, Inc.",FL,489538.37,-1502492.36,No,,41870,,15021291.46,13064460.97,358.760245,312.0243843,-35.88469931,46.73586076,10.85116145
509,59830,HealthPlus Insurance Company,MI,8257698.56,-3647377.54,No,-322954.15,244364,64372,55921142,59101063,228.8436185,241.8566687,-14.92600195,-13.0130502,-27.93905215,5.8535628,Health Plus Insurance Company,MI,9028543.74,-4117248.29,No,469960.22,306867,26843,83682650,92279790,272.7000622,300.7159128,-13.41704481,-28.01585052,-41.43289533
510,26002,SelectHealth,ID,22446618.57,5450923.74,Yes,-1392526.68,205994,64205,56856522,108593032,276.0105731,527.1659951,26.46156558,-251.155422,-224.6938564,-115.7265148,Select Health,ID,19459263.73,9855840.04,Yes,-1382800.26,278361,116813,81043959,154031972,291.1469602,553.3532787,35.40668427,-262.2063184,-226.7996341
511,74289,Oscar Insurance Corporation,NY,17524068.75,-8073821.58,No,,150231,,58141826.09,69112720.36,387.016169,460.0430028,-53.74271342,-73.02683381,-126.7695472,-10.12205936,Oscar Insurance Corporation,NY,19771125.4,-30977083.32,No,,416880,,161499087,176497659.2,387.3994603,423.3776127,-74.30695481,-35.97815247,-110.2851073
512,83198,"Sierra Health and Life Ins Company, Inc.",NV,6624972.17,6879575.41,No,2637752.16,308590,167244,58679798.88,58742830.01,190.1545704,190.3588257,22.29357857,-0.204255258,22.08932331,43.55784844,"Sierra Health and Life Ins Company, Inc.",NV,10119419.06,4132272.63,No,72611.26,377613,239448,102774924.9,96883579.81,272.1699859,256.5684439,10.94314187,15.60154203,26.5446839
513,18350,Hawaii Medical Service Association,HI,13001803.35,10430372.28,Yes,5740424.58,207688,1093845,58730826,70996892,282.7839163,341.8439775,50.22135261,-59.06006125,-8.83870864,53.76386517,Hawaii Medical Service Association,HI,16197585.19,15467100.5,Yes,7322488.29,308670,736432,91329533,125172066,295.8808209,405.5206726,50.10885574,-109.6398516,-59.53099589
514,15411,"Humana Health Plan, Inc.",KY,7877805.71,1152387.48,No,-1929958.7,301919,547482,59580665.13,64919042.08,197.3398995,215.0213868,3.816876315,-17.68148725,-13.86461094,12.22783674,"Humana Health Plan, Inc.",KY,6821351.04,3404519.29,No,-1964729.71,189064,624026,51957088.49,55892517.14,274.812172,295.6274972,18.00723189,-20.81532523,-2.808093344
515,47579,Chinese Community Health Plan,CA,1824095.22,-16711278.79,No,-3067299.35,141014,21332,60268718.32,29949706.93,427.3952822,212.3881808,-118.507941,215.0071014,96.49916037,109.4347215,Chinese Community Health Plan,CA,2569834.4,-28712244.96,No,-1540479.6,155023,23217,70273738.3,24778424.54,453.3116912,159.8370857,-185.2128069,293.4746054,108.2617986
516,36046,Harvard Pilgrim Health Care Inc. ***,MA,9694228.25,,Yes,,115286,1292301,60568181,59975447.18,525.3732543,520.2318337,,5.141420641,,84.08851248,Harvard Pilgrim Health Care Inc.,MA,8132224.47,,Yes,,135389,1323837,63734606.67,72589175.31,470.7517351,536.1526809,,-65.40094572,
517,64844,Aetna Health Inc. (a PA corp.),PA,1280386.05,-1144736.65,No,-3059493.02,187327,987408,61051891.6,51999516.87,325.9107956,277.5868768,-6.110900457,48.32391876,42.2130183,49.04805036,Aetna Health Inc. (a PA corp.),PA,6959835.96,-25852344.53,No,-1628024.96,324022,619199,105458417.2,77700405.68,325.4668424,239.7997842,-79.78576927,85.66705816,5.881288894
518,20129,"Health Alliance Medical Plans, Inc.",IL,4523529.04,2597374.35,No,-998963.73,200255,251994,61942668,64550679,309.3189583,322.3424084,12.97033457,-13.0234501,-0.053115528,22.5357289,"Health Alliance Medical Plans, Inc.",IL,9489886.93,-1326442.96,No,-1104554.13,275330,221076,92073345,102635610,334.4108706,372.7730723,-4.817647768,-38.36220172,-43.17984949
520,31616,Medica Insurance Company,MN,8295441.04,-11637872.8,No,-4213354.17,271330,551537,62080064.95,48327689.36,228.799119,178.1140654,-42.89195002,50.68505359,7.793103564,38.36635768,Medica Insurance Company,MN,4415250.76,-5042829.16,No,9261067.53,138388,192529,36796777.05,35785272.13,265.8957211,258.5865258,-36.4397864,7.309195306,-29.13059109
521,95865,"Health Plan of Nevada, Inc.",NV,5762413.99,-3030918.47,No,2092880.93,189134,214966,63247361.96,54264833.96,334.4050354,286.9121044,-16.02524385,47.49293094,31.46768709,61.9350488,"Health Plan of Nevada, Inc.",NV,8222371.58,230274.9,No,-166538.16,357716,201550,118703087.1,102375682.3,331.8361133,286.1926285,0.643736651,45.64348478,46.28722143
