,HIOS ID,HIOS INPUTTED INSURANCE COMPANY NAME_2014,STATE_2014,Not-For-Profit:_2014,HHS RISK ADJUSTMENT TRANSFERS AMOUNT (SMALL GROUP MARKET)_2014,7.4Membermonths7HealthInsuranceSMALLGROUPTotalasof3/31/15_2014,1.1Directpremiumwritten7HealthInsuranceSMALLGROUPTotalasof3/31/15_2014,2.16Totalincurredclaims7HealthInsuranceSMALLGROUPTotalasof3/31/15_2014,SGPremiumPMM_2014,SGCostsPMM_2014,SGRTPMM_2014,SGLossAPMM_2014,SGLossBPMM_2014,HIOS INPUTTED INSURANCE COMPANY NAME_2015,STATE_2015,Not-For-Profit:_2015,HHS RISK ADJUSTMENT TRANSFERS AMOUNT (SMALL GROUP MARKET)_2015,7.4Membermonths7HealthInsuranceSMALLGROUPTotalasof3/31/15_2015,1.1Directpremiumwritten7HealthInsuranceSMALLGROUPTotalasof3/31/15_2015,2.16Totalincurredclaims7HealthInsuranceSMALLGROUPTotalasof3/31/15_2015,SGPremiumPMM_2015,SGCostsPMM_2015,SGRTPMM_2015,SGLossAPMM_2015,SGLossBPMM_2015,HIOS INPUTTED INSURANCE COMPANY NAME,STATE,Not-For-Profit:,HHS RISK ADJUSTMENT TRANSFERS AMOUNT (SMALL GROUP MARKET),7.4Membermonths7HealthInsuranceSMALLGROUPTotalasof3/31/15,1.1Directpremiumwritten7HealthInsuranceSMALLGROUPTotalasof3/31/15,2.16Totalincurredclaims7HealthInsuranceSMALLGROUPTotalasof3/31/15,SGPremiumPMM,SGCostsPMM,SGRTPMM,SGLossAPMM,SGLossBPMM
285,43839,UnitedHealthcare Insurance Company,FL,No,3844812.86,1461398,663423655.1,460505640,453.9650767,315.1130903,2.630914275,138.8519863,141.4829006,United Healthcare Insurance Company,FL,No,4051544.19,1280849,597499688.1,404031373.6,466.4872191,315.440285,3.163170827,151.0469341,154.2101049,UnitedHealthcare Insurance Company,FL,No,5443321.07,1279514,608065129.4,428711735.3,475.2313217,335.0582606,4.254209856,140.1730611,144.427271
122,59158,UnitedHealthcare Insurance Company,WI,No,2979572.04,1086472,427517191.7,332616870.8,393.491219,306.1439879,2.742428742,87.34723113,90.08965987,United Healthcare Insurance Company,WI,No,11297157.89,1103277,449328622.5,341659464.4,407.2672797,309.6769573,10.23963872,97.59032238,107.8299611,UnitedHealthcare Insurance Company,WI,No,12017109.32,1060819,452412154.8,349369867.5,426.4744078,329.3397531,11.32814299,97.13465473,108.4627977
443,17575,Anthem Ins Companies Inc(Anthem BCBS),IN,No,5862596.41,2119317,832048058.5,605614823.6,392.6019838,285.7594327,2.766266873,106.8425511,109.608818,Anthem Ins Companies Inc.(Anthem BCBS),IN,No,6782799.4,1731779,720643767.8,524940371.5,416.1291757,303.1220332,3.916665695,113.0071425,116.9238082,Anthem Ins Companies Inc(Anthem BCBS),IN,No,11000596.02,1118153,492154784.1,372120225.1,440.1497685,332.7990222,9.838184953,107.3507463,117.1889312
255,23371,Kaiser Foundation Healthplan of the NW,WA,Yes,294987.75,105858,44646110,32457936,421.7547091,306.6176954,2.786636343,115.1370137,117.9236501,Kaiser Foundation Healthplan of the NW,WA,Yes,465626.66,91245,38198337,27287370,418.6348512,299.0560579,5.103037536,119.5787934,124.6818309,Kaiser Foundation Health Plan of the Northwest,WA,Yes,773316.38,87527,33804701,27572915,386.2202635,315.0218218,8.835175203,71.19844162,80.03361683
249,52664,"Summa Insurance Company, Inc.",OH,No,1182289.72,419640,155055763,141956681,369.4970999,338.2820537,2.81739043,31.21504623,34.03243666,"Summa Insurance Company, Inc.",OH,No,2820322.62,375458,148083456,140794513,394.407513,374.9940419,7.511686047,19.41347101,26.92515706,"Summa Insurance Company, Inc.",OH,No,1457619.05,310061,131476524,110060407,424.0343803,354.9637233,4.701071886,69.07065706,73.77172895
420,36239,Anthem Health Plans of KY(Anthem BCBS),KY,No,2798476.94,990852,344455627.4,250442798.6,347.6357997,252.7550014,2.824313762,94.88079834,97.70511211,Anthem Health Plans of KY(Anthem BCBS),KY,No,4368115.21,809561,297902039.2,218716697.7,367.9797312,270.1670383,5.395659141,97.81269293,103.2083521,Anthem Health Plans of KY(Anthem BCBS),KY,No,7952464.11,745083,285564570.2,223410797,383.2654485,299.8468587,10.67325937,83.41858988,94.09184924
64,98805,UnitedHealthcare Insurance Company,MS,No,266871.28,93571,14211575.62,10444234.43,151.8801297,111.6182838,2.852072544,40.26184598,43.11391852,United Healthcare Insurance Company,MS,No,41343.2,80617,14734740.07,9478795.55,182.7746018,117.5781231,0.512834762,65.19647866,65.70931342,UnitedHealthcare Insurance Company,MS,No,544325.88,71504,16088054.77,10640099.47,224.9951719,148.8042553,7.612523495,76.19091659,83.80344009
284,37833,Unity Health Plans Insurance Corporation,WI,No,802161.46,278357,112152418,98442360,402.9085599,353.6550545,2.881772185,49.25350539,52.13527758,Unity Health Plans Insurance Corporation,WI,No,832440.01,294566,124441442,115158965.3,422.4569095,390.9445262,2.825988098,31.5123833,34.3383714,Unity Health Plans Insurance Corporation,WI,No,839649.69,153286,69533775,61367753.93,453.6211722,400.3480679,5.477667171,53.27310433,58.7507715
437,53901,"Blue Cross Blue Shield of Arizona, Inc.",AZ,Yes,1494667.03,518338,185536630.6,142491703.5,357.9452608,274.901133,2.883576026,83.04412777,85.9277038,"Blue Cross Blue Shield of Arizona, Inc.",AZ,Yes,-837227.17,534916,195866820.1,145270378.1,366.1636969,271.576057,-1.565156342,94.58763993,93.02248359,Blue Cross Blue Shield of Arizona,AZ,Yes,-1968495.77,566367,216217391.7,164400720.1,381.7619877,290.2724207,-3.475654072,91.48956701,88.01391294
406,87269,"Rocky Mountain Hospital and Medical Service, Inc., dba Anthem Blue Cross and Blue Shield",CO,No,2272512.47,722035,255605677.7,207341006.9,354.0073233,287.1619892,3.147371623,66.84533409,69.99270571,Rocky Mountain Hos & Med Svc(Anthem BCBS),CO,No,-1239886.17,677758,276031266.3,193714092.1,407.2711297,285.8160171,-1.829393633,121.4551126,119.625719,Rocky Mountain Hos&Med Svc(Anthem BCBS),CO,No,947344.48,687016,300298888.2,222258814,437.1061055,323.513301,1.378926371,113.5928045,114.9717309
389,70194,Highmark Health Insurance Company,PA,No,5446786.21,1710639,614308044.7,565974696,359.1102767,330.8557188,3.184065259,28.25455792,31.43862318,Highmark Health Insurance Company,PA,No,777889.23,1156811,451685156,358274068,390.4571758,309.7083862,0.672442802,80.74878956,81.42123236,Highmark Health Insurance Company,PA,No,-437219.75,804211,332749961,256598644,413.7595246,319.0688066,-0.543662981,94.69071798,94.147055
338,20507,Optima Health Plan,VA,Yes,1872934.03,546331,191462530,159841619,350.4515211,292.5728524,3.428203836,57.87866879,61.30687263,Optima Health Plan,VA,Yes,6375531.18,389074,158068855,129936769.5,406.2693858,333.9641546,16.3864231,72.30523114,88.69165424,Optima Health,VA,Yes,7394826.9,376152,154703351,137557130,411.2788208,365.6955965,19.65914551,45.58322433,65.24236984
462,55103,Humana Wisconsin Health Org. Ins. Copr,WI,No,540251.68,156416,56860785.72,47405788.87,363.522822,303.0750618,3.453941285,60.44776014,63.90170142,Humana Wisconsin Health Org. Ins. Corp.,WI,No,707127.26,163547,62690525.82,53973046.49,383.3181032,330.0155092,4.323694473,53.30259393,57.62628841,Humana Wisconsin Health Org. Ins. Copr,WI,No,-408112.82,80407,33624638.27,30093782.79,418.1804852,374.2681954,-5.075588195,43.91228973,38.83670153
439,72160,Wellmark Inc.,IA,No,3535403.52,960142,323965281,259435804,337.4139252,270.2056612,3.682167346,67.20826399,70.89043133,Wellmark Inc.,IA,No,3724624.74,1180164,411892821,338490052,349.0132058,286.8161137,3.15602301,62.1970921,65.35311511,"Wellmark, Inc",IA,No,4987083.29,1275866,466388319,391143221,365.5464751,306.5707692,3.908782968,58.97570591,62.88448888
297,44648,Regence Blue Shield of Idaho,ID,Yes,1175263.46,308078,89493715,75331478,290.490444,244.5207967,3.814824363,45.9696473,49.78447166,Regence Blue Shield of Idaho,ID,Yes,-831183.51,272370,83378368,66432363,306.1217021,243.9048463,-3.051670558,62.21685575,59.16518519,Regence Blue Shield of Idaho,ID,Yes,-1115977.31,284710,95314426,73301706,334.777233,257.4609462,-3.919698325,77.31628675,73.39658842
232,20393,McLaren Health Plan,MI,Yes,480378.3,123749,40385465,39760938.56,326.3498291,321.30311,3.881876217,5.046719085,8.928595302,McLaren Health Plan,MI,Yes,-1125261.52,44208,15569414,12913516.29,352.1854415,292.1081318,-25.45379841,60.07730976,34.62351136,McLaren Health Plan,MI,Yes,-305892.99,15247,5370087.01,5748633.83,352.2061396,377.033766,-20.06250344,-24.82762642,-44.89012986
435,87571,Blue Cross Blue Shield of Oklahoma,OK,Yes,5538080.47,1415200,507396632,424069142,358.5335161,299.6531529,3.913284674,58.8803632,62.79364787,Blue Cross Blue Shield of Oklahoma,OK,Yes,4443491.14,1475972,560272782,487020291.8,379.5958067,329.9658068,3.010552463,49.62999989,52.64055235,Blue Cross Blue Shield of Oklahoma,OK,Yes,9258058.89,1565060,623589834,510948774.8,398.444682,326.4723236,5.91546579,71.97235838,77.88782417
68,97462,UnitedHealthcare Insurance Company,UT,No,1548121.19,394224,110441419.8,86500603.99,280.1488996,219.4199338,3.927008985,60.72896579,64.65597478,United Healthcare Insurance Company,UT,No,463611.69,296556,84636482.3,69267349.39,285.3979764,233.5725778,1.563319204,51.82539861,53.38871781,UnitedHealthcare Insurance Company,UT,No,-1104558.88,270228,79873934.96,63345548.05,295.579788,234.4151903,-4.087507142,61.16459771,57.07709057
456,11512,Blue Cross and Blue Shield of NC,NC,Yes,9263138.01,2352381,897954876,741007129,381.7217007,315.0030242,3.937771139,66.71867652,70.65644766,Blue Cross and Blue Shield of NC,NC,Yes,15759733.78,1960188,828522906,671555233,422.675226,342.5973595,8.039909325,80.07786651,88.11777584,Blue Cross Blue Shield of North Carolina,NC,Yes,20320343.9,1792683,791209137,616874517,441.3547387,344.1068594,11.33515736,97.2478793,108.5830367
471,66966,Capital Health Plan,FL,Yes,635267.48,158719,63788638,58223242,401.8966727,366.8322129,4.002466497,35.06445983,39.06692633,Capital Health Plan,FL,Yes,3951692.24,154324,64407849,63645859,417.3547148,412.4171159,25.60646588,4.937598818,30.5440647,Capital Health Plan,FL,Yes,1417443.48,163756,71562665,64467693,437.0078959,393.6814101,8.655826229,43.32648575,51.98231198
378,75605,Blue Cross Blue Shield of New Mexico,NM,Yes,1212948.58,300717,135959597,112643504,452.1180944,374.5830931,4.033521816,77.53500135,81.56852316,Blue Cross Blue Shield of New Mexico,NM,Yes,4123735.82,245781,112951255,96191057.46,459.5605641,391.3689726,16.77809033,68.19159146,84.96968179,Blue Cross Blue Shield of New Mexico,NM,Yes,8888567.76,189199,92858680,85301596.72,490.799,450.8564882,46.97999334,39.94251175,86.92250509
50,23671,"UnitedHealthcare of Kentucky, Ltd.",KY,No,312802.38,77434,28514379.3,27902545.14,368.2410737,360.3397105,4.039599917,7.901363225,11.94096314,"United Healthcare of Kentucky, Ltd.",KY,No,-331779.58,65556,25347819.05,19429415.86,386.6590251,296.3789105,-5.061010129,90.28011456,85.21910443,"UnitedHealthcare of Kentucky, Ltd.",KY,No,-2631108.88,96730,37718225.9,26204615.56,389.9330704,270.9047406,-27.20054668,119.0283298,91.82778311
145,56726,UnitedHealthcare Insurance Company,OH,No,2231396.77,552184,233412943.4,167674097.5,422.7086323,303.6562043,4.04103844,119.052428,123.0934664,United Healthcare Insurance Company,OH,No,1775202.4,402846,179961781.4,121826431.9,446.725998,302.4144013,4.406652666,144.3115967,148.7182494,UnitedHealthcare Insurance Company,OH,No,926423.44,365188,166847177,112674873.8,456.8802288,308.5393655,2.536839765,148.3408633,150.8777031
117,57860,UnitedHealthcare Insurance Company,SC,No,359514.77,86417,38117267.3,25068269.24,441.0852876,290.0849282,4.160232015,151.0003594,155.1605914,United Healthcare Insurance Company,SC,No,472850.3,66954,30442703.73,23671532.62,454.6808814,353.5491923,7.062315918,101.1316891,108.194005,UnitedHealthcare Insurance Company,SC,No,181519.45,57007,26424917.89,21444539.38,463.538125,376.1737923,3.184160717,87.36433263,90.54849334
70,69461,UnitedHealthcare Insurance Company,AL,No,206168.06,48846,16240047.87,11239814.84,332.4744681,230.1071703,4.220776727,102.3672978,106.5880746,United Healthcare Insurance Company,AL,No,-724205.96,43907,15441009.62,10064562.75,351.6753506,229.2245599,-16.49408887,122.4507908,105.9567019,UnitedHealthcare Insurance Company,AL,No,-51436.04,38560,14239165.24,10247714.28,369.2729575,265.7602251,-1.333922199,103.5127324,102.1788102
151,58326,"MercyCare HMO, Inc.",WI,No,176359.16,40296,14295013.47,13748115.32,354.7501854,341.1781646,4.376592218,13.5720208,17.94861301,"Mercy Care HMO, Inc.",WI,No,224237.16,17819,7075859,6963173.73,397.0963017,390.7724188,12.58416073,6.323882934,18.90804366,"MercyCare HMO, Inc.",WI,No,405777.06,18343,8460390,7325997.578,461.2326228,399.3892808,22.12163005,61.84334198,83.96497203
101,64146,UnitedHealthcare Ins Co of River Valley,SC,No,448146.55,101664,36984171.84,30890771.13,363.7882814,303.8516203,4.408114475,59.93666106,64.34477554,United Healthcare Ins Co of River Valley,SC,No,16395.03,84509,33250378.44,27886995.64,393.4536965,329.9884703,0.194003361,63.46522619,63.65922955,UnitedHealthcare Insurance Company of the River Valley,SC,No,775157.13,71031,30006914.33,23911856.03,422.448147,336.6397211,10.91294125,85.8084259,96.72136715
314,85804,LifeWise Health Plan of Oregon,OR,No,550216.1,124411,40048559,27564522,321.9052897,221.5601675,4.42256794,100.3451222,104.7676902,Life Wise Health Plan of Oregon,OR,No,-1675210.84,112496,36812851,27911723,327.2369773,248.1130262,-14.89129249,79.12395107,64.23265858,Lifewise Health Plan of Oregon,OR,No,-756294.72,92253,31102579,24731004,337.1443639,268.0780462,-8.198050145,69.06631763,60.86826748
387,15287,Blue Cross & Blue Shield of Rhode Island,RI,Yes,2903419.54,633682,297500185,237567982,469.4786738,374.9009472,4.581824227,94.57772668,99.15955091,Blue Cross & Blue Shield of Rhode Island,RI,Yes,5753305.59,586445,278686222.3,206720168.7,475.2128883,352.4971117,9.810477692,122.7157766,132.5262543,Blue Cross & Blue Shield of Rhode Island,RI,Yes,7448774.01,564385,275356148,218263536,487.8870771,386.7280952,13.19803682,101.1589819,114.3570187
3,23458,Cigna Health and Life Insurance Company,NJ,No,67014.8,14472,7637519,6082180,527.7445412,420.2722499,4.630652294,107.4722913,112.1029436,Cigna Health and Life Insurance Company,NJ,No,177415.53,6611,3831181,3136199,579.5161095,474.391015,26.83641355,105.1250945,131.9615081,Cigna Health and Life Insurance Company,NJ,No,57146.87,6214,3769814,3439717,606.6646283,553.5431284,9.196470872,53.12149984,62.31797071
441,16064,"Anthem Health Plans of Virginia, Inc.",VA,No,6936085.85,1383390,562196808.1,415185181.1,406.3906838,300.1215717,5.013832578,106.2691121,111.2829447,"Anthem Health Plans of Virginia, Inc.",VA,No,27889957.52,1416206,493894037.8,376634883,348.744489,265.9463969,19.69343268,82.79809209,102.4915248,Anthem Health Plans of VA(Anthem BCBS),VA,No,27940259.33,1167953,528122814.4,419423492.7,452.1781394,359.1099066,23.92241754,93.0682328,116.9906503
296,56707,Providence Health Plan,OR,Yes,1673687.32,330768,134398788,105811604,406.3234291,319.8967373,5.060003749,86.42669182,91.48669557,Providence Health Plan,OR,Yes,3092137.34,339014,137340729.3,114660623,405.1181641,338.2179586,9.120972408,66.9002056,76.021178,Providence Health Plan,OR,Yes,-5563412.11,599682,241317707,209166249.5,402.4094553,348.7952773,-9.27727047,53.61417801,44.33690754
254,45127,Capital Advantage Assurance Company,PA,No,5977678.07,1178312,510758104,440818430,433.4659275,374.1101084,5.073085965,59.35581917,64.42890514,Capital Advantage Assurance Company,PA,No,-3297707.87,1002856,459343408,368551923,458.0352593,367.5023363,-3.288316438,90.53292297,87.24460653,Capital Advantage Assurance Company,PA,No,-6125098.38,722751,353038828,283257509,488.4653608,391.9157621,-8.474700665,96.54959869,88.07489802
323,18350,Hawaii Medical Service Association,HI,Yes,5740424.58,1093845,430654359,376460841,393.706932,344.1628759,5.247932367,49.54405606,54.79198843,Hawaii Medical Service Association,HI,Yes,7322488.29,736432,321417485,290955924,436.4523608,395.0886491,9.943196779,41.36371179,51.30690857,Hawaii Medical Service Association,HI,Yes,11809305.09,754141,336703831,294289470.1,446.4733133,390.2313627,15.65928002,56.24195064,71.90123066
444,15560,Blue Cross Blue Shield of Michigan Mutual Insurance Company,MI,Yes,13529304.35,2504910,988292695.9,744599050.2,394.5421975,297.2558097,5.401113952,97.28638781,102.6875018,Blue Cross Blue Shield of Michigan Mutual Insurance Company,MI,Yes,11876518.15,2089156,911421681.7,649984503.4,436.2631042,311.1230102,5.684840266,125.140094,130.8249343,Blue Cross Blue Shield of Michigan Mutual Insurance Company,MI,Yes,27642465.18,2130923,907113347.5,689680454,425.6903452,323.6533906,12.97206196,102.0369546,115.0090166
459,27603,Blue Cross of California(Anthem BC),CA,No,23364909.92,4307547,1908263332,1541940567,443.0046456,357.9625636,5.424179915,85.04208196,90.46626187,Blue Cross of California (Anthem BC),CA,No,98210694.17,3947887,1750753489,1458397206,443.4659576,369.4120946,24.87677438,74.05386299,98.93063737,Blue Cross of California(Anthem BC),CA,No,216503893.6,4829405,2321335455,1858404979,480.6669673,384.8103398,44.83034527,95.85662747,140.6869727
211,67879,UnitedHealthcare Insurance Company,CO,No,3694826.77,648310,280237562.9,198285158.1,432.2585845,305.8492976,5.69916671,126.4092869,132.1084536,United Healthcare Insurance Company,CO,No,979323.74,553156,249754757,171622606.2,451.5087191,310.2607695,1.770429571,141.2479496,143.0183792,UnitedHealthcare Insurance Company,CO,No,18066220.34,815709,358216073.8,255612228.4,439.1468941,313.3620303,22.14787423,125.7848637,147.9327379
503,68524,"Prominence Preferred Health Insurance Company, Inc.",NV,No,419362.27,73375,29829347,29823463,406.5328382,406.4526474,5.715329063,0.080190801,5.795519864,"Prominence Preferred Health Insurance Company, Inc.",NV,No,1300037.3,37751,17526003.32,22351894.13,464.2526905,592.0874713,34.43716193,-127.8347808,-93.39761887,"Prominence Preferred Health Insurance Company, Inc.",NV,No,-61193.17,29500,12987806.72,13881524,440.2646346,470.5601356,-2.074344746,-30.29550102,-32.36984576
394,34762,Blue Cross and Blue Shield of Kansas City,MO,Yes,2682326.2,442946,152863208.2,117290420,345.1057425,264.7962054,6.055650576,80.30953705,86.36518763,Blue Cross and Blue Shield of Kansas City,MO,Yes,-325653.6,349948,163231345.8,120657267.3,466.4445741,344.7862748,-0.930577114,121.6582992,120.7277221,Blue Cross and Blue Shield of Kansas City,MO,Yes,1407580.23,401885,176119953.1,131972387,438.2347017,328.3834604,3.502445302,109.8512413,113.3536866
164,82011,UnitedHealthcare Insurance Company,AZ,No,2961325.69,486523,165553635.3,125030828,340.2791549,256.9885247,6.086712632,83.29063025,89.37734288,United Healthcare Insurance Company,AZ,No,4970157.33,455517,159280216.5,118616677.7,349.6690936,260.4001117,10.9110249,89.26898184,100.1800067,UnitedHealthcare Insurance Company,AZ,No,5204264.49,610625,218139483.3,174813085.5,357.2396861,286.2855034,8.522848704,70.95418268,79.47703139
494,97624,PreferredOne Community Health Plan,MN,Yes,637606.26,104384,33047806,32545755,316.5983867,311.788732,6.108275789,4.809654736,10.91793053,Preferred One Community Health Plan,MN,Yes,522092.71,38552,18065944,16106929,468.6123677,417.7974943,13.54255836,50.81487342,64.35743178,PreferredOne Community Health Plan,MN,Yes,-861378.17,26257,10607245,9789816,403.9777964,372.8459458,-32.8056583,31.13185055,-1.673807747
102,65635,MAMSI Life and Health Insurance Company,MD,No,860842.04,138627,58346556.75,46736999.42,420.8888366,337.142111,6.209771834,83.7467256,89.95649744,MAMSI Life and Health Insurance Company,MD,No,-282416.8,118325,49965339.23,31772594.96,422.2720408,268.5197123,-2.386788929,153.7523285,151.3655396,MAMSI Life and Health Insurance Company,MD,No,-2805605,144132,59599356.98,38019399.42,413.5053769,263.7818071,-19.46552466,149.7235698,130.2580451
362,39159,Aetna Life Insurance Company,CT,No,2719970.89,430042,137672108.2,112159752,320.1364243,260.811158,6.324895917,59.32526637,65.65016229,Aetna Life Insurance Company,CT,No,-610884.79,433610,201107330.2,163056111.6,463.7977219,376.0432453,-1.408834644,87.7544766,86.34564196,Aetna Life Insurance Company,CT,No,5293151.42,402628,187958460.6,174427257.4,466.8290844,433.2218758,13.14650601,33.60720864,46.75371464
525,59772,THP Insurance Company,WV,No,16747.8,2432,1855372,2255615,762.8996711,927.473273,6.886430921,-164.573602,-157.6871711,THP Insurance Company,WV,No,-62874.74,2413,1041644,906959,431.6800663,375.8636552,-26.05666805,55.81641111,29.75974306,THP Insurance Company,WV,No,328797.79,4651,2160395,2296418,464.5011825,493.7471512,70.69399914,-29.24596861,41.44803053
26,51889,UnitedHealthcare Insurance Company,NH,No,31436.05,4540,2212796.36,1420718.82,487.4000793,312.9336608,6.924240088,174.4664185,181.3906586,United Healthcare Insurance Company,NH,No,-233115.68,6801,3495334.2,2589525.6,513.9441553,380.7565946,-34.27667696,133.1875607,98.91088369,UnitedHealthcare Insurance Company,NH,No,-178154.7,6033,3381496.32,3174758.36,560.4999702,526.2321167,-29.53003481,34.26785347,4.737818664
333,71287,Kaiser Foundation Healthplan of the NW,OR,Yes,2516711.91,358876,136736095,112560436,381.0120905,313.6471539,7.012761817,67.36493664,74.37769845,Kaiser Foundation Healthplan of the NW,OR,Yes,2707325.99,327712,128702651,100702051,392.730968,307.2882623,8.261296474,85.44270579,93.70400226,Kaiser Foundation Health Plan of the Northwest,OR,Yes,1489329.65,310060,124272586,102688242,400.8017351,331.1882926,4.803359511,69.61344256,74.41680207
165,48161,Aetna Life Insurance Company,MO,No,228766.81,31802,11642898.7,9344417.41,366.1058644,293.8311241,7.193472423,72.27474027,79.46821269,Aetna Life Insurance Company,MO,No,258345.46,21933,8744061.24,5818977.37,398.6714649,265.3069516,11.7788474,133.3645133,145.1433607,Aetna Life Insurance Company,MO,No,-208051.89,42638,17834056.17,13062406.35,418.2667144,306.3559818,-4.879494582,111.9107327,107.0312381
353,68303,Humana Insurance Company,IL,No,4255065.52,590776,236438054,193063081.5,400.2160785,326.7957424,7.202502336,73.42033613,80.62283847,Humana Insurance Company,IL,No,1632766.92,397474,175214321.6,131272620.1,440.8195796,330.2671875,4.107858426,110.5523921,114.6602505,Humana Insurance Company,IL,No,2376088.32,312274,144619158.9,110419158.7,463.1162341,353.5970292,7.608985442,109.5192049,117.1281904
337,57173,"Presbyterian Health Plan, Inc.",NM,No,748544,103447,41247211.81,31503608.1,398.7279651,304.5386343,7.236014578,94.18933087,101.4253454,Presbyterian Health Plan,NM,No,620026.82,88730,36447510,26110763,410.7687366,294.2720951,6.987792404,116.4966415,123.4844339,Presbyterian Health Plan,NM,No,-786361.4,62198,25078107,19728457,403.1979646,317.1879642,-12.64287276,86.01000032,73.36712756
396,50305,Wellmark of South Dakota,SD,No,2519007.76,346867,130419577,110981259,375.9930377,319.953351,7.262171841,56.03968668,63.30185852,Wellmark of South Dakota,SD,No,1566498.82,353553,139174788,119715256,393.6461803,338.6062514,4.430732648,55.03992895,59.4706616,"Wellmark of South Dakota, Inc",SD,No,-351961.4,423868,166397095,144147007,392.5681934,340.0752286,-0.830356149,52.49296479,51.66260864
278,91604,Humana Insurance Company,WI,No,2267328.07,307398,115175854,88617463.24,374.6799068,288.2824977,7.375871248,86.39740909,93.77328034,Humana Insurance Company,WI,No,1292326.01,290896,115116603.2,86630883.16,395.7311314,297.8070622,4.442570575,97.92406922,102.3666398,Humana Insurance Company,WI,No,779525.6,196188,84068226.18,62963148.69,428.508503,320.9327211,3.973360246,107.5757819,111.5491421
397,33653,Maine Community Health Options,ME,Yes,97813.31,13093,5284384,4427345,403.6037577,338.1459559,7.47065684,65.45780188,72.92845872,Maine Community Health Options,ME,Yes,-3768993.96,48898,19372229,13366652.88,396.1763058,273.3578649,-77.07869361,122.8184408,45.73974723,Maine Community Health Options,ME,Yes,-1592009.09,128401,50735550,45866036,395.1336049,357.2093364,-12.39872813,37.9242685,25.52554038
23,61671,Aetna Health Inc. (a PA corp.),NC,No,207989.26,26228,8938134.6,6969566.33,340.7859768,265.7299958,7.930046515,75.05598101,82.98602753,Aetna Health Inc. (a PA corp.),NC,No,-322190.74,7216,3209173.71,2429609.89,444.7302813,336.6976012,-44.64949279,108.0326802,63.38318736,Aetna Health Inc. (a PA corp.),NC,No,-93039.81,300328,128312669.3,97456924.15,427.24178,324.5016254,-0.309793992,102.7401546,102.4303606
169,95677,UnitedHealthcare Insurance Company,CA,No,4029609.65,503041,208876000.5,164250781.5,415.2265929,326.5156945,8.010499442,88.71089832,96.72139776,United Healthcare Insurance Company,CA,No,3006738.38,492637,221185666,159934797.1,448.9830565,324.6503959,6.103354762,124.3326606,130.4360153,UnitedHealthcare Insurance Company,CA,No,-6770926.79,840398,396508256.6,286806596.8,471.8100907,341.2747255,-8.056809738,130.5353651,122.4785554
418,29678,Blue Cross and Blue Shield of Nebraska,NE,Yes,3588744.99,434242,145676985,116848474,335.4741941,269.0860718,8.264389419,66.38812229,74.65251171,Blue Cross and Blue Shield of Nebraska,NE,Yes,3977257.76,361056,142059830,108324352,393.4564998,300.0209164,11.01562572,93.4355834,104.4512091,Blue Cross and Blue Shield of Nebraska,NE,Yes,-3814395.91,457235,174582436,144424533,381.8221177,315.8649994,-8.342309556,65.95711833,57.61480877
508,98810,THP Insurance Company,OH,No,65903.79,7940,2984012,2679308,375.8201511,337.4443325,8.300225441,38.37581864,46.67604408,THP Insurance Company,OH,No,218531.1,6615,2657274,2190633,401.7043084,331.1614512,33.03569161,70.54285714,103.5785488,THP Insurance Company,OH,No,90449.77,6648,3233426,2974007,486.3757521,447.3536402,13.60556107,39.02211191,52.62767298
75,13535,UnitedHealthcare Insurance Company,GA,No,2602799.56,312624,114204152.3,79656773.09,365.308333,254.800569,8.325654972,110.507764,118.833419,United Healthcare Insurance Company,GA,No,4168453.84,341405,127246568.5,94144926.94,372.7144257,275.7573174,12.20970355,96.9571083,109.1668119,UnitedHealthcare Insurance Company,GA,No,2215054.29,397153,146252385.2,112684133.6,368.2519966,283.7297807,5.577332388,84.52221587,90.09954826
282,90296,"Kaiser Foundation Health Plan of the Mid-Atlantic States, Inc.",MD,Yes,773138.57,92283,33455652,30524689,362.5332076,330.7726125,8.377908932,31.76059513,40.13850406,"Kaiser Foundation Health Plan of the Mid-Atlantic States, Inc.",MD,Yes,2987261.26,90959,33289986,27942861,365.9889181,307.2028167,32.84184369,58.78610143,91.62794512,"Kaiser Foundation Health Plan of the MidAtlantic States, Inc.",MD,Yes,2554219.07,91151,35126927,28503648,385.3707255,312.708012,28.02184364,72.66271352,100.6845572
457,70285,CA Physician's Service dba Blue Shield of CA,CA,Yes,13755875.29,1599976,696601136,512106882,435.3822407,320.0716023,8.59755102,115.3106384,123.9081894,CA Physician's Service dba Blue Shield of CA,CA,Yes,19822043.9,2367193,1138115945,860075290,480.7871369,363.3312915,8.373649255,117.4558454,125.8294946,CA Physician's Service dba Blue Shield of CA,CA,Yes,105943814.6,5418248,2611049575,2051146352,481.8992366,378.5626557,19.55314976,103.3365809,122.8897307
352,94248,Blue Cross and Blue Shield of Kansas City,KS,Yes,1450193.47,167621,55667325.25,45188128.18,332.1023335,269.5851247,8.651621635,62.51720888,71.16883052,Blue Cross and Blue Shield of Kansas City,KS,Yes,827921.82,114221,52489052.65,38424728.43,459.5394249,336.4068641,7.248420343,123.1325607,130.3809811,Blue Cross and Blue Shield of Kansas City,KS,Yes,1720681.91,102731,47457261.04,33751408.56,461.9565763,328.5416141,16.74939317,133.4149622,150.1643554
