,HIOS ID,HIOS INPUTTED INSURANCE COMPANY NAME_2014,STATE_2014,REINSURANCE PAYMENT AMOUNT (OR NOT ELIGIBLE)_2014,"HHS RISK ADJUSTMENT TRANSFER AMOUNT (INDIVIDUAL MARKET, INCLUDING CATASTROPHIC)_2014",Not-For-Profit:_2014,HHS RISK ADJUSTMENT TRANSFERS AMOUNT (SMALL GROUP MARKET)_2014,7.4Membermonths2HealthInsuranceINDIVIDUALTotalasof3/31/15_2014,7.4Membermonths7HealthInsuranceSMALLGROUPTotalasof3/31/15_2014,1.1Directpremiumwritten2HealthInsuranceINDIVIDUALTotalasof3/31/15_2014,2.16Totalincurredclaims2HealthInsuranceINDIVIDUALTotalasof3/31/15_2014,1.1Directpremiumwritten7HealthInsuranceSMALLGROUPTotalasof3/31/15_2014,2.16Totalincurredclaims7HealthInsuranceSMALLGROUPTotalasof3/31/15_2014,IndPremiumPMM_2014,IndCostsPMM_2014,IndRTPMM_2014,IndLossAPMM_2014,IndLossBPMM_2014,SGPremiumPMM_2014,SGCostsPMM_2014,SGRTPMM_2014,SGLossAPMM_2014,SGLossBPMM_2014,HIOS INPUTTED INSURANCE COMPANY NAME_2015,STATE_2015,REINSURANCE PAYMENT AMOUNT (OR NOT ELIGIBLE)_2015,"HHS RISK ADJUSTMENT TRANSFER AMOUNT (INDIVIDUAL MARKET, INCLUDING CATASTROPHIC)_2015",Not-For-Profit:_2015,HHS RISK ADJUSTMENT TRANSFERS AMOUNT (SMALL GROUP MARKET)_2015,7.4Membermonths2HealthInsuranceINDIVIDUALTotalasof3/31/15_2015,7.4Membermonths7HealthInsuranceSMALLGROUPTotalasof3/31/15_2015,1.1Directpremiumwritten2HealthInsuranceINDIVIDUALTotalasof3/31/15_2015,2.16Totalincurredclaims2HealthInsuranceINDIVIDUALTotalasof3/31/15_2015,1.1Directpremiumwritten7HealthInsuranceSMALLGROUPTotalasof3/31/15_2015,2.16Totalincurredclaims7HealthInsuranceSMALLGROUPTotalasof3/31/15_2015,IndPremiumPMM_2015,IndCostsPMM_2015,IndRTPMM_2015,IndLossAPMM_2015,IndLossBPMM_2015,SGPremiumPMM_2015,SGCostsPMM_2015,SGRTPMM_2015,SGLossAPMM_2015,SGLossBPMM_2015,HIOS INPUTTED INSURANCE COMPANY NAME,STATE,REINSURANCE PAYMENT AMOUNT (OR NOT ELIGIBLE),"HHS RISK ADJUSTMENT TRANSFER AMOUNT (INDIVIDUAL MARKET, INCLUDING CATASTROPHIC)",Not-For-Profit:,HHS RISK ADJUSTMENT TRANSFERS AMOUNT (SMALL GROUP MARKET),7.4Membermonths2HealthInsuranceINDIVIDUALTotalasof3/31/15,7.4Membermonths7HealthInsuranceSMALLGROUPTotalasof3/31/15,1.1Directpremiumwritten2HealthInsuranceINDIVIDUALTotalasof3/31/15,2.16Totalincurredclaims2HealthInsuranceINDIVIDUALTotalasof3/31/15,1.1Directpremiumwritten7HealthInsuranceSMALLGROUPTotalasof3/31/15,2.16Totalincurredclaims7HealthInsuranceSMALLGROUPTotalasof3/31/15,IndPremiumPMM,IndCostsPMM,IndRTPMM,IndLossAPMM,IndLossBPMM,SGPremiumPMM,SGCostsPMM,SGRTPMM,SGLossAPMM,SGLossBPMM
495,40411,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cigna Health and Life Insurance Company,NC,574641.37,-717206.52,No,,13889,,5578645,5479908,,,401.6592267,394.5502196,-51.63845633,7.109007128,-44.5294492,,,,,
496,74189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UnitedHealthcare Life Insurance Company,GA,380604.01,368431.18,No,,11570,,5593409.77,5380630.1,,-0.01,483.4407753,465.0501383,31.84366292,18.39063699,50.23429991,,,,,
497,23340,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Consumers Life Insurance Company,OH,10111.86,-1964185.4,No,,16186,,5732502,2569708.45,,,354.164216,158.7611794,-121.3508835,195.4030366,74.0521531,,,,,
498,34620,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Harbor Health Plan, Inc.",MI,97137.52,-2957260.83,No,,30978,,6021758,5248426,,,194.388211,169.4243011,-95.46325876,24.96390987,-70.49934889,,,,,
499,31234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CeltiCare Health Plan of Massachusetts,MA,1877.17,,No,,15471,74,6035656.62,3246383.453,35487,31017.62,390.1271165,209.8366914,,180.2904251,,479.5540541,419.157027,,60.39702703,
500,37873,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UnitedHealthcare Benefits Plan of California,CA,790860.23,425818.57,No,,12585,,6212695.1,8948337.27,1,,493.6587286,711.0319642,33.83540485,-217.3732356,-183.5378308,,,,,
501,66593,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UnitedHealthcare Life Insurance Company,LA,105487.33,-1690229.4,No,,15496,,6390599.57,4246815.26,,,412.4031731,274.0588061,-109.0752065,138.3443669,29.26916043,,,,,
502,50328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CareSource West Virginia Co.,WV,357970.72,-2281060.6,Yes,,14999,,6474663.42,5564449.936,,,431.6730062,370.9880616,-152.0808454,60.6849446,-91.39590079,,,,,
503,41446,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UnitedHealthcare Life Insurance Company,KS,92547.1,-134489.36,No,,19766,,7130573.36,5227058.28,,2.35,360.7494364,264.4469432,-6.804075686,96.30249317,89.49841748,,,,,
504,63474,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BridgeSpan Health Company (OR),OR,170709.72,-597610.71,No,,15167,,7171780,6881098,,,472.854223,453.688798,-39.40203798,19.16542494,-20.23661304,,,,,
505,67190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aetna Health Inc. (a PA corp.),DE,343162.44,-1048438.16,No,89309,17224,82891,7435683.86,5513011.15,39891461.02,28706891.21,431.7048223,320.0772846,-60.87077102,111.6275377,50.75676672,481.252018,346.3209662,1.077426982,134.9310517,136.0084787
506,50727,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Humana Insurance Company,VA,686239.96,-329364.82,No,,19761,,7698364.02,10145325.44,,26.86,389.5736056,513.401419,-16.66741663,-123.8278134,-140.49523,,,,,
507,32754,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Managed Health Services Insurance Corporation,WI,916473.84,3858801.53,No,,18280,,7975509.354,11152575.95,,,436.2970106,610.0971526,211.0941756,-173.800142,37.29403359,,,,,
508,42261,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,University of Utah Health Insurance Plans,UT,1125715.23,11236007.43,Yes,,22604,,8117349.57,19828725.11,,,359.1112002,877.2219567,497.0804915,-518.1107565,-21.030265,,,,,
509,93078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Medica Insurance Company,IA,559351.02,-59528.99,No,,15054,,8175571.48,9872189.995,,,543.0829999,655.785173,-3.954363624,-112.7021732,-116.6565368,,,,,
510,72034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHRISTUS Health Plan,NM,22380.16,-3546966.8,Yes,,33015,,9044258,5807818,,,273.9439043,175.9145237,-107.4350083,98.02938058,-9.405627745,,,,,
511,45404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UnitedHealthcare Life Insurance Company,PA,264047.29,-300893.24,No,,29116,,9133722.57,10832316.79,,,313.7011461,372.0400052,-10.3342918,-58.33885905,-68.67315084,,,,,
512,58594,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Meridian Health Plan of Michigan, Inc.",MI,0,-4071093.14,No,,31334,,9350089,4877603,,,298.4007468,155.6648688,-129.9257401,142.735878,12.81013787,,,,,
513,37204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Piedmont Community HealthCare HMO, Inc.",VA,956194.7,-1362.57,No,-15028.23,25737,373,10003125,11454812,127613,87326,388.6670941,445.0717644,-0.052942068,-56.40467032,-56.45761239,342.1260054,234.1179625,-40.29016086,108.0080429,67.71788204
514,32536,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ATRIO Health Plans,OR,565037.28,-2249966.76,No,-86927.73,24978,635,10015117.31,12039165.51,264448.21,136727.94,400.957535,481.9907723,-90.07793899,-81.03323725,-171.1111762,416.453874,215.3195906,-136.894063,201.1342835,64.24022047
515,32237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Humana Insurance Company,NC,454507.19,-1766155.71,No,,36040,,11018852.23,9552219.98,4360.2,-23647,305.739518,265.0449495,-49.00543036,40.69456853,-8.31086182,,,,,
516,17255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Golden Rule Insurance Company,NV,204415.47,-1071172.33,No,,45693,,11213653.76,8871499.43,,,245.4129464,194.1544532,-23.44281028,51.2584932,27.81568293,,,,,
517,40047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Molina Healthcare of Michigan, Inc.",MI,103321.22,-1474611.65,No,,42348,,11597704,7390148.76,,,273.8666289,174.509983,-34.821282,99.35664589,64.53536389,,,,,
518,23671,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"UnitedHealthcare of Kentucky, Ltd.",KY,925945.86,3445308.96,No,-2631108.88,25688,96730,11788231.83,16251510.63,37718225.9,26204615.56,458.900336,632.6499,134.1213391,-173.749564,-39.62822485,389.9330704,270.9047406,-27.20054668,119.0283298,91.82778311
519,39481,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UnitedHealthcare Life Insurance Company,SC,1189967.63,1009347.25,No,,25048,,11876645.34,13232655.76,,,474.1554352,528.2919099,40.29652068,-54.13647477,-13.83995409,,,,,
520,74917,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,McLaren Health Plan,MI,397952.91,1946788.76,No,-788901.32,26154,15915,11939257.43,12795652.03,6494745.09,5284011.1,456.4983341,489.2426409,74.43560297,-32.7443068,41.69129617,408.0895438,332.0145209,-49.56967138,76.07502293,26.50535156
521,60829,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Physicians Health Plan,MI,188284.13,-3011163.79,Yes,-1332750.39,40538,55961,11973670.85,8934064.584,21911773.88,17520859.07,295.3690574,220.387404,-74.28002837,74.98165341,0.701625043,391.5543661,313.0905286,-23.81570004,78.46383749,54.64813745
522,45002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UnitedHealthcare Life Insurance Company,MI,402490.39,-1058410.43,No,-1115.68,35903,5,12108813.3,10161339.15,2031,402.48,337.2646659,283.0220079,-29.47972119,54.242658,24.7629368,406.2,80.496,-223.136,325.704,102.568
523,98704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UnitedHealthcare Life Insurance Company,OK,515261.49,-666540.06,No,,32232,,12269610.86,8541960.63,,,380.6655144,265.0149116,-20.67945086,115.6506028,94.97115196,,,,,
524,71667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"UnitedHealthcare Community Plan, Inc.",MI,352525.33,167256.82,No,,41018,,12756227.3,10187764.01,,,310.9909625,248.3730072,4.077644449,62.61795529,66.69559974,,,,,
525,66303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UnitedHealthcare Life Insurance Company,IL,660431.6,904689.42,No,,34017,,12912117.97,12629904,,,379.5783864,371.2821236,26.59521475,8.296262751,34.8914775,,,,,
526,92036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HealthSpan Incorporated,OH,950538.26,1093298.18,No,-971964.91,29277,7400,13289139.06,15290479.52,2651523.5,2985951.656,453.9105462,522.2693418,37.34324487,-68.35879564,-31.01555077,358.3139865,403.5069805,-131.3466095,-45.19299405,-176.5396035
527,37392,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Prominence HealthFirst of Texas, Inc.",TX,720093.17,598698.13,No,-25501.41,36058,120,13439969,16127021,35838.64,62619,372.7319596,447.2522325,16.60375312,-74.52027289,-57.91651977,298.6553333,521.825,-212.51175,-223.1696667,-435.6814167
528,49650,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UnitedHealthcare Insurance Company,CT,1599327.73,2483964.33,No,-125543.67,27478,9082,13602441.52,18958398.21,4136607.52,3912631.84,495.0302613,689.9482572,90.39829427,-194.9179959,-104.5197016,455.4731909,430.8116979,-13.82335058,24.66149306,10.83814248
529,15668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Piedmont Community Health Plan,VA,1135083.82,-213248.62,No,522159.06,32710,8885,13619735,13443639,3610763,4153723,416.3783247,410.9947722,-6.519370835,5.38355243,-1.135818404,406.3886325,467.498368,58.76860551,-61.10973551,-2.341129994
530,10544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oscar Health Plan of California,CA,270244.26,-4894494.13,No,,49187,,13994688.41,10996857.35,,,284.5200644,223.5724348,-99.50788074,60.94762966,-38.56025108,,,,,
531,38949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Keystone Health Plan West,PA,0,232540.31,Yes,-18946.25,29592,126,14384084,12302391,156185,96325,486.0801568,415.733678,7.858215396,70.34647878,78.20469417,1239.563492,764.484127,-150.3670635,475.0793651,324.7123016
532,97667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cigna HealthCare of Arizona, Inc",AZ,1135299.23,-1946342.41,No,-107879.38,45447,646,14402982,14006163,303814,69059,316.9182124,308.186745,-42.82664224,8.731467424,-34.09517482,470.3003096,106.9024768,-166.9959443,363.3978328,196.4018885
533,42754,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UnitedHealthcare Life Insurance Company,NC,891856.39,-3588674.3,No,,37599,,16443289.8,12811120.52,,,437.3331684,340.7303524,-95.44600388,96.60281603,1.156812149,,,,,
534,66663,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UnitedHealthcare Life Insurance Company,VA,2207260.9,4297345.9,No,,37979,,16815742.47,24991003.68,,,442.7642242,658.0216351,113.1505806,-215.2574109,-102.1068304,,,,,
535,84014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Valley Health Plan,CA,315872.69,-2983496.65,Yes,,36673,385,17269187,13356316,237487,201864,470.8964906,364.2002563,-81.35403839,106.6962343,25.34219589,616.8493506,524.3220779,,92.52727273,
536,43861,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"UnitedHealthcare of Washington, Inc.",WA,1629247.66,4943888.94,No,-654964.49,41820,14133,17737283.49,25380039.56,4568288.42,4962807.54,424.1339907,606.8876031,118.2182912,-182.7536124,-64.53532114,323.2355777,351.1503248,-46.34292012,-27.91474705,-74.25766716
537,46224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Community First Health Plans,TX,895127.51,2895968.79,Yes,,59016,111,18741688,22905902,72272,40743,317.5696082,388.1303714,49.07090941,-70.56076318,-21.48985377,651.0990991,367.0540541,,284.045045,
538,40591,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Golden Rule Insurance Company,CT,721248.97,-418099.6,No,,42488,,18882951.75,15509827.5,,,444.4302332,365.0401878,-9.840416117,79.39004542,69.54962931,,,,,
539,63509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Allegian Insurance Company,TX,3690911.19,212479.07,No,-244378.85,66085,9436,19011152,29201322.42,3172784,2501056.989,287.6772641,441.8751974,3.21523901,-154.1979333,-150.9826943,336.2424756,265.054789,-25.89856401,71.18768663,45.28912262
540,90169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UnitedHealthcare Life Insurance Company,AZ,822635.08,-819920.79,No,,55822,,19215156.59,18384841.95,,,344.2219302,329.347604,-14.68812995,14.87432625,0.186196303,,,,,
541,56764,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Humana Medical Plan of Utah, Inc.",UT,521649.44,-5105680.26,No,,75653,,19984930.07,16416733.2,,,264.1657313,217.0004256,-67.48814006,47.16530567,-20.32283439,,,,,
542,76589,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cigna HealthCare of Texas, Inc.",TX,3142869.57,5195337.43,No,,51585,,20194133,37603137,,,391.4729669,728.9548706,100.7141113,-337.4819037,-236.7677924,,,,,
543,68389,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UnitedHealthcare Life Insurance Company,NE,1343802.98,-1689164.64,No,,58140,,20711331,24252853.01,,,356.2320433,417.1457346,-29.05339938,-60.91369126,-89.96709064,,,,,
544,26734,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Premier Health Plan,OH,1287548.66,-3009733.85,No,,64803,,21777720.83,25095970.38,,,336.0603804,387.2655646,-46.44435983,-51.20518417,-97.649544,,,,,
545,92291,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UnitedHealthcare Life Insurance Company,CO,1059369.38,1604316.11,No,,65010,,22453450.1,21889130.32,,,345.3845578,336.7040505,24.67798969,8.680507307,33.358497,,,,,
546,41892,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Golden Rule Insurance Company,VA,20405.87,43730.3,No,,92724,,23368892.85,16831139.4,,,252.026367,181.5186942,0.47161792,70.50767277,70.97929069,,,,,
547,40586,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bluegrass Family Health,KY,945747.27,-9882852.36,Yes,-1696866.11,85598,54787,24338285,23590509,23108711,19904326,284.3324026,275.5964976,-115.4565803,8.735905045,-106.7206752,421.7918667,363.3038129,-30.97205742,58.48805374,27.51599631
548,53732,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BridgeSpan Health Company (WA),WA,2003386.23,5119648.78,No,,65169,,25453606,28458860,,,390.5784345,436.693213,78.5595725,-46.1147785,32.444794,,,,,
549,59036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"UnitedHealthcare of Colorado, Inc.",CO,1537280.69,6746077.39,No,-8152391.81,66639,148383,26572408.43,35061697.98,52438101.56,33409139.55,398.7516084,526.1438194,101.2331726,-127.392211,-26.1590384,353.396963,225.1547654,-54.94154863,128.2421976,73.300649
550,59765,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BridgeSpan Health Company (ID),ID,1020878.6,-6574515.53,No,,86364,,26986002,25756225,,,312.4681812,298.228718,-76.12564877,14.2394632,-61.88618556,,,,,
551,30609,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Memorial Hermann Health Insurance Company,TX,1800624.38,-704433.24,No,-6534006.97,69838,101057,27658787,29372014.62,28882609,37658317,396.0420831,420.5735362,-10.08667545,-24.53145308,-34.61812853,285.8051298,372.6443195,-64.65664892,-86.83918976,-151.4958387
552,65817,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"UnitedHealthcare of Arkansas, Inc.",AR,878465.85,-3066401.15,No,-602953.44,77542,36280,27965799.21,27667235.53,14402452.69,12342709.48,360.6535711,356.8032232,-39.54503559,3.85034794,-35.69468765,396.9805041,340.2069868,-16.61944432,56.77351736,40.15407304
553,19304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Maine Community Health Options,NH,3738551.04,8228830,Yes,-2828659.52,62314,74309,28535161,44274744,29851504,28989646,457.9253619,710.5103829,132.0542735,-252.585021,-120.5307475,401.7212451,390.1229461,-38.06617664,11.59829899,-26.46787765
554,73751,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Medica Health Plans,ND,1374734.61,-1809702.29,Yes,129354.14,76021,2498,29935799.47,27173036.06,875386.5,981363.8741,393.7832897,357.4411815,-23.80529446,36.34210823,12.53681378,350.434948,392.8598375,51.78308247,-42.42488955,9.358192914
555,89106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UnitedHealthcare Life Insurance Company,WI,1593125.58,-1255163.33,No,,66356,,30442418.01,27912439.39,,,458.7741577,420.646805,-18.91559663,38.12735276,19.21175613,,,,,
556,20305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Medica Insurance Company,NE,2937716.48,11059909.41,No,,69051,,31017932.99,50345949.62,,,449.2032409,729.1125345,160.1701555,-279.9092936,-119.739138,,,,,
557,45480,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"UnitedHealthcare of Oklahoma, Inc.",OK,2459539.83,5010932.12,No,-179056.7,73034,10441,31070203.21,45624557.28,3893450.59,5613317.95,425.4210807,624.7029778,68.61094997,-199.2818971,-130.6709471,372.9001619,537.6226367,-17.14938224,-164.7224749,-181.8718571
558,16724,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"UnitedHealthcare of the Midwest, Inc.",IL,2237882.2,-2438597.21,No,,93420,,34930483.84,36656823.82,,,373.9079837,392.3873241,-26.1035882,-18.4793404,-44.5829286,,,,,
559,41047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Buckeye Community Health Plan,OH,1056417.74,-9939903.66,No,,109311,,35356283.7,23613412.35,,,323.4467135,216.0204586,-90.93232758,107.4262549,16.49392733,,,,,
560,78611,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aetna Health Inc. (a PA corp.),AZ,1544043.36,-8516682.29,No,-7293.51,145994,6122,35531324,27961319.73,2519579,1342281.19,243.3752346,191.5237594,-58.33583771,51.8514752,-6.484362508,411.5614178,219.2553398,-1.191360666,192.3060781,191.1147174
561,66252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHRISTUS Health Plan,TX,1195743.02,-3411685.14,Yes,,127109,,35693594,35830308,,,280.8109103,281.8864754,-26.84062608,-1.075565066,-27.91619114,,,,,
562,41341,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Golden Rule Insurance Company,CO,798771.78,-2721557.27,No,,121338,,36391880.64,31886953.97,,,299.9215468,262.7944582,-22.42955439,37.12708855,14.69753416,,,,,
563,95852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Harken Health Insurance Company,GA,3731952.84,-280650.18,No,-1041.78,109504,571,37615447.14,63306860.86,234652.94,131880.5,343.507517,578.1237294,-2.56292172,-234.6162124,-237.1791341,410.9508581,230.9640981,-1.824483363,179.9867601,178.1622767
564,45636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CareSource Kentucky Co.,KY,954253.69,-6276507.5,Yes,,141477,,39691002.07,37233255.36,,,280.5473828,263.1753243,-44.3641546,17.37205843,-26.99209617,,,,,
565,70239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Health Choice Insurance Co,AZ,3438514.98,-9159037.15,No,,124255,,40067897.67,49551786.7,,,322.4650732,398.7910885,-73.71161845,-76.32601529,-150.0376337,,,,,
566,64353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Molina Healthcare of Ohio, Inc.",OH,1263877.19,-576660.23,No,,115024,,40929119,32923621,,,355.8311222,286.232621,-5.01339051,69.59850118,64.58511067,,,,,
567,14162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UnitedHealthcare Life Insurance Company,MO,1399839.02,-4769647.33,No,,115362,,42211608.14,35676448.69,,,365.9056547,309.2565029,-41.34504716,56.6491518,15.30410464,,,,,
568,57165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Affinity Health Plan, Inc.",NY,1183456.71,-9261635.02,Yes,,108233,,42411050,37863365,,,391.8495283,349.8319829,-85.57126773,42.01754548,-43.55372225,,,,,
569,92815,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Local Initiative Health Authority for Los Angeles County,CA,24557.63,-12354890.24,Yes,,127728,,44046851.51,27395497.21,,,344.8488312,214.4830985,-96.72812727,130.3657327,33.63760538,,,,,
570,38408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aetna Health Inc. (a PA corp.),SC,3570997.22,6317313.74,No,198929.47,127045,37602,49116665.34,60039482.23,16876321.75,13892912.43,386.6084091,472.5843774,49.72500878,-85.97596828,-36.2509595,448.8144713,369.4726991,5.29039599,79.34177225,84.63216824
571,99129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aetna Health Inc. (a PA corp.),IL,1221767.25,-15976640.99,No,6614.37,153974,5749,49256300.55,37855144.19,2755492.16,2111142.04,319.9001166,245.8541325,-103.7619403,74.04598413,-29.71595614,479.2993842,367.2190016,1.150525309,112.0803827,113.230908
572,38599,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UnitedHealthcare of the Mid-Atlantic Inc,VA,2221844.66,-3803967.28,No,-185983.78,151409,2223,49873980.35,49411387.54,833796.21,461584.45,329.3990473,326.3437942,-25.12378577,3.055253056,-22.06853272,375.0770175,207.6403284,-83.6634188,167.4366892,83.77327036
573,54235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"UnitedHealthcare of New York, Inc",NY,3719122.63,5932308.11,No,,96007,,50763996.72,58879212.87,,,528.7530776,613.2804157,61.7903706,-84.52733811,-22.73696751,,,,,
574,96667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Harvard Pilgrim Health Care Inc.,ME,2922966.87,-532477.48,Yes,-3013138,134469,177915,51736741.92,57226267.41,66290063.59,54273869,384.7484693,425.5721944,-3.959853052,-40.8237251,-44.78357815,372.5940117,305.0550488,-16.93582891,67.53896293,50.60313402
575,50274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"UnitedHealthcare of the Midwest, Inc.",KS,2190404.93,-6918671.85,No,,144524,,52004071.79,45814454.71,,7761.17,359.830006,317.002399,-47.87213093,42.82760704,-5.044523885,,,,,
