,HIOS ID,HIOS INPUTTED INSURANCE COMPANY NAME_2014,STATE_2014,REINSURANCE PAYMENT AMOUNT (OR NOT ELIGIBLE)_2014,"HHS RISK ADJUSTMENT TRANSFER AMOUNT (INDIVIDUAL MARKET, INCLUDING CATASTROPHIC)_2014",7.4Membermonths2HealthInsuranceINDIVIDUALTotalasof3/31/15_2014,1.1Directpremiumwritten2HealthInsuranceINDIVIDUALTotalasof3/31/15_2014,2.16Totalincurredclaims2HealthInsuranceINDIVIDUALTotalasof3/31/15_2014,1.11FederalRiskCorridorsProgramnetpayments/(charges)2HealthInsuranceINDIVIDUALTotalasof3/31/15_2014,IndPremiumPMM_2014,IndCostsPMM_2014,IndRTPMM_2014,IndReinsPMM_2014,IndRCPMM_2014,TotalPA_2014,TotalPB_2014,TotalPC_2014,TotalPD_2014,TotalPE_2014,HIOS INPUTTED INSURANCE COMPANY NAME_2015,STATE_2015,REINSURANCE PAYMENT AMOUNT (OR NOT ELIGIBLE)_2015,"HHS RISK ADJUSTMENT TRANSFER AMOUNT (INDIVIDUAL MARKET, INCLUDING CATASTROPHIC)_2015",7.4Membermonths2HealthInsuranceINDIVIDUALTotalasof3/31/15_2015,1.1Directpremiumwritten2HealthInsuranceINDIVIDUALTotalasof3/31/15_2015,2.16Totalincurredclaims2HealthInsuranceINDIVIDUALTotalasof3/31/15_2015,1.11FederalRiskCorridorsProgramnetpayments/(charges)2HealthInsuranceINDIVIDUALTotalasof3/31/15_2015,IndPremiumPMM_2015,IndCostsPMM_2015,IndRTPMM_2015,IndReinsPMM_2015,IndRCPMM_2015,TotalPA_2015,TotalPB_2015,TotalPC_2015,TotalPD_2015,TotalPE_2015,HIOS INPUTTED INSURANCE COMPANY NAME,STATE,REINSURANCE PAYMENT AMOUNT (OR NOT ELIGIBLE),"HHS RISK ADJUSTMENT TRANSFER AMOUNT (INDIVIDUAL MARKET, INCLUDING CATASTROPHIC)",7.4Membermonths2HealthInsuranceINDIVIDUALTotalasof3/31/15,1.1Directpremiumwritten2HealthInsuranceINDIVIDUALTotalasof3/31/15,2.16Totalincurredclaims2HealthInsuranceINDIVIDUALTotalasof3/31/15,1.11FederalRiskCorridorsProgramnetpayments/(charges)2HealthInsuranceINDIVIDUALTotalasof3/31/15,IndPremiumPMM,IndCostsPMM,IndRTPMM,IndReinsPMM,IndRCPMM,TotalPA,TotalPB,TotalPC,TotalPD,TotalPE
413,80519.0,"Empire HealthChoice HMO, Inc.",NY,38100183.86,-4215356.78,768128.0,339233913.0,281690007.2,,441.63721801574735,366.7227430844859,-5.48783116876354,49.60134750979003,,74.91447493126145,69.42664376249792,119.02799127228795,,,"Empire HealthChoice HMO, Inc.",NY,40523011.28,31931835.18,869392.0,370877634.4,351976595.8,,426.59425713602144,404.85373203342107,36.728926859230356,46.61074783296833,,21.740525102600373,58.46945196183073,105.08019979479906,,,"Empire HealthChoice HMO, Inc.",NY,25247614.68,36682245.97,734880.0,358456700.6,390195765.3,,487.77582816242113,530.9652804539517,49.91596719192249,34.35610532331809,,-43.18945229153053,6.726514900391962,41.08262022371005,,
414,91762.0,AmeriHealth Ins Company of New Jersey,NJ,62373022.13,-27270588.68,796319.0,341756592.0,281115769.3,-3197410.0,429.1704605817518,353.0190404850318,-34.24580938041162,78.32667829098641,-4.015237612062503,76.15142009672002,41.905610716308395,120.23228900729481,37.890373104245896,116.2170513952323,AmeriHealth Ins Company of New Jersey,NJ,49658797.4,38267701.25,543379.0,273822437.0,328425555.0,8431835.0,503.92532100062755,604.4134112654335,70.42543280104678,91.38887848076573,15.517410499853693,-100.48809026480598,-30.062657463759194,61.32622101700653,-14.545246963905502,76.84363151686023,AmeriHealth Ins Company of New Jersey,NJ,41759162.3,36425250.15,632759.0,312164428.0,442082699.0,,493.33858230384715,698.6588875069339,57.56575591971035,65.99536679841772,,-205.32030520308672,-147.75454928337638,-81.75918248495866,,
415,30252.0,"Health Options, Inc.",FL,61800974.07,32115302.73,866970.0,342910967.3,389540888.0,3252639.2860000003,395.52806590770155,449.3129958360728,37.043153430914565,71.28386688120696,3.7517322237216977,-53.78492992837124,-16.741776497456677,54.542090383750285,-12.990044273734979,58.29382260747198,"Health Options, Inc.",FL,49987278.15,81745567.9,1110889.0,481493023.5,549283125.5,-3152502.395,433.43036387973956,494.4536542354817,73.58572089560704,44.997545344314325,-2.8378194356051774,-61.02329035574212,12.56243053986492,57.559975884179245,9.724611104259743,54.72215644857407,"Health Options, Inc.",FL,38308523.89,-6728057.44,2717429.0,1038344661.0,1055850578.0,,382.1055346800229,388.5476227713769,-2.4758907923629283,14.097341233202414,,-6.44208809135398,-8.91797888371691,5.179362349485505,,
416,49831.0,Premera Blue Cross,WA,58409390.63,-7124602.23,894365.0,344483991.0,303743793.0,-5476090.21,385.17159213520205,339.61949875051016,-7.966101345647471,65.30822497526178,-6.122880714249775,45.55209338469189,37.58599203904441,102.8942170143062,31.46311132479464,96.77133630005642,Premera Blue Cross,WA,60171189.8,18747955.38,1100658.0,418268282.0,462242211.0,,380.0165737222643,419.9689740137263,17.033406725794933,54.66838000541494,,-39.95240029146203,-22.918993565667094,31.749386439747845,,,Premera Blue Cross,WA,32382313.37,48645541.56,1101801.0,454395716.0,519514520.0,,412.4117839791396,471.51393037399674,44.15093248236297,29.39034668692441,,-59.10214639485713,-14.951213912494161,14.439132774430249,,
417,32753.0,Healthy Alliance Life Co(Anthem BCBS),MO,31718277.28,-5335441.08,1207878.0,344950109.3,306199466.2,,285.5835682908373,253.5019813259286,-4.4172019690730355,26.25950408898912,,32.08158696490872,27.66438499583569,53.92388908482481,,,Healthy Alliance Life Co(Anthem BCBS),MO,19470609.22,7298221.08,1037701.0,337688912.1,277405688.6,-2741767.6780000003,325.4202434998136,267.32718634751245,7.033067405736334,18.763217169492947,-2.6421557635580966,58.09305715230113,65.12612455803746,83.88934172753041,62.48396879447937,81.24718596397231,Healthy Alliance Life Co(Anthem BCBS),MO,13135205.16,-2324559.37,1093488.0,406461787.7,332851974.2,,371.7112466712026,304.3947205639202,-2.1258206491520713,12.012207870593915,,67.31652610728241,65.19070545813034,77.20291332872425,,
418,44240.0,Coventry Health and Life,MO,36558693.78,-16394921.63,1281780.0,352041892.0,390260376.3,30679513.87,274.6507918675592,304.46751884098677,-12.790745393125185,28.52181636474278,23.935085482688137,-29.816726973427592,-42.60747236655278,-14.085656001809998,-18.67238688386464,9.84942948087814,Coventry Health and Life,MO,31011926.25,-20980901.39,1752758.0,534928354.9,554088580.7,,305.19236249385256,316.12383495040393,-11.970221439582646,17.693216205545774,,-10.931472456551376,-22.90169389613402,-5.208477690588246,,,Coventry Health and Life,MO,12224324.59,-4108462.62,1195467.0,462009094.1,493023312.0,,386.4674592439608,412.4106411971221,-3.4367009879821024,10.225564227201588,,-25.943181953161343,-29.379882941143446,-19.15431871394186,,
419,98185.0,Blue Care Network of Michigan,MI,54508071.26,-47134095.64,1191387.0,355726508.0,341579271.0,,298.58182773523635,286.707233669664,-39.56237195806233,45.75177608954941,,11.874594065572353,-27.687777892489976,18.063998197059433,,,Blue Care Network of Michigan,MI,46831049.28,-40004463.16,1596397.0,519788391.0,452587896.8,,325.60095703011217,283.50585524778614,-25.059219705374037,29.33546560160161,,42.095101782326026,17.03588207695199,46.3713476785536,,,Blue Care Network of Michigan,MI,19430303.42,-58286413.44,1508670.0,525672869.2,443706331.6,,348.4346273207527,294.1042982229381,-38.6343026904492,12.879094447427205,,54.33032909781463,15.696026407365423,28.57512085479263,,
420,80627.0,Medical Mutual of Ohio,OH,36995018.15,9369568.4,1367356.0,365229244.0,363715144.9,,267.1061844903595,265.9988656209502,6.852325509962292,27.055878754325867,,1.107318869409312,7.959644379371604,35.01552313369747,,,Medical Mutual of Ohio,OH,28206438.29,6545046.13,1180859.0,346011949.3,348902504.4,,293.01715894954435,295.46499997036057,5.542614427294029,23.886372793026094,,-2.447841020816213,3.094773406477816,26.98114619950391,,,Medical Mutual of Ohio,OH,18051088.44,7611488.99,1094601.0,369339159.2,371252404.8,,337.4189857308736,339.16687889011615,6.95366529904504,16.49102133106036,,-1.747893159242551,5.205772139802489,21.69679347086285,,
421,29276.0,Community Insurance Company(Anthem BCBS),OH,29350337.77,4108227.93,1263641.0,369264093.2,304745986.1,-1755615.638,292.222310925334,241.16500343056296,3.2511036995475773,23.226800784399998,-1.3893310188574128,51.05730749477104,54.308411194318616,77.53521197871862,52.919080175461204,76.1458809598612,Community Insurance Company(Anthem BCBS),OH,19003555.17,19027175.55,941870.0,313395095.8,251590989.9,-5779070.576,332.73710363425954,267.1185937549768,20.201488050367885,20.17640987609755,-6.135741212693897,65.61850987928273,85.81999792965061,105.99640780574816,79.68425671695671,99.86066659305426,Community Insurance Company(Anthem BCBS),OH,16021049.52,23234667.9,906565.0,336684023.9,288594174.3,,371.3843176164974,318.338094124525,25.62934582738138,17.672256837623337,,53.0462234919724,78.67556931935377,96.3478261569771,,
422,87571.0,Blue Cross Blue Shield of Oklahoma,OK,58988045.78,-912836.76,1530042.0,373873715.0,447090987.7,47373632.18,244.35519743902455,292.2083104254654,-0.596608955832585,38.55321996389642,30.96230834186251,-47.85311298644086,-48.44972194227345,-9.896501978377032,-17.48741360041094,21.06580636348548,Blue Cross Blue Shield of Oklahoma,OK,84233897.4,-4417436.82,2028437.0,563366273.0,783660741.0,,277.7341731589396,386.3372345308235,-2.1777540145442034,41.526504101433765,,-108.60306137188388,-110.78081538642809,-69.25431128499432,,,Blue Cross Blue Shield of Oklahoma,OK,34729150.38,-3948818.13,2028674.0,710450871.0,793783820.4,,350.20455282613176,391.2820987502181,-1.9465020648955917,17.11913810696051,,-41.07754592408634,-43.02404798898193,-25.904909882021418,,
423,39424.0,"Moda Health Plan, Inc.",OR,110546514.1,-31157398.15,1185822.0,388355657.0,470752445.0,73169287.0,327.4991162248634,396.98407096511954,-26.274936837063233,93.22353110331905,61.70343188100744,-69.48495474025611,-95.75989157731935,-2.536360474000304,-34.05645969631191,59.167071407007136,"Moda Health Plan, Inc.",OR,62768010.24,-10916304.04,1155876.0,358676896.0,485000522.0,84610879.27,310.30741705857724,419.59563309559155,-9.444182628586457,54.30341164623195,73.20065410995643,-109.28821603701431,-118.73239866560077,-64.42898701936882,-45.53174455564434,8.771667090587613,Moda Health Plan Inc,OR,21536686.44,33462328.92,652354.0,256991904.0,338079047.2,,393.9454713238518,518.2447677181408,51.29474015641814,33.01380299653256,,-124.299296394289,-73.00455623787086,-39.9907532413383,,
424,53901.0,"Blue Cross Blue Shield of Arizona, Inc.",AZ,43210443.35,14331092.97,1649769.0,425888273.0,447234457.3,8575530.317,258.15024588290845,271.0891387218453,8.686727032693668,26.191814338855927,5.19801882384746,-12.938892838936852,-4.252165806243184,21.939648532612743,0.9458530176042759,27.137667356460202,"Blue Cross Blue Shield of Arizona, Inc.",AZ,51821293.19,20131634.31,1857597.0,542138872.7,597086526.7,,291.84956301070685,321.42952787929784,10.837460606364028,27.896951378582113,,-29.57996486859099,-18.742504262226966,9.154447116355147,,,Blue Cross Blue Shield of Arizona,AZ,27506938.31,29716531.05,1672386.0,566217459.2,551785277.1,,338.5686433634341,329.93894776684334,17.768942726140974,16.44772098666217,,8.62969559659075,26.398638322731724,42.84635930939389,,
425,33871.0,"Keystone Health Plan East, Inc",PA,56237853.67,-61020486.2,1365965.0,453789098.0,419745377.2,4997633.0,332.2113655913585,307.2885302332051,-44.672071539168286,41.17078671122613,3.658683055568774,24.922835358153407,-19.74923618101488,21.42155053021125,-16.090553125446107,25.08023358578002,"Keystone Health Plan East, Inc.",PA,49296370.95,-12386830.58,1291544.0,482068666.0,469929005.0,9864367.0,373.2498977967456,363.85055793685694,-9.590715128559307,38.168557130070674,7.637654621135633,9.399339859888642,-0.19137526867066512,37.97718186140001,7.446279352464968,45.614836482535644,Keystone Health Plan East,PA,23860951.77,-53397058.27,1592335.0,573518907.0,502166813.0,,360.1747791764924,315.36505383603327,-33.533809324043,14.984881805650193,,44.809725340459124,11.275916016416126,26.26079782206632,,
426,72160.0,Wellmark Inc.,IA,13566797.89,4605847.67,1679290.0,468125938.0,429710822.0,,278.7642027285341,255.88839450005656,2.7427351261545057,8.078889226994741,,22.875808228477524,25.61854335463203,33.69743258162677,,,Wellmark Inc.,IA,15298546.8,16573829.24,1505991.0,466896242.0,470969260.0,,310.02591781756996,312.73046120461544,11.005264467051928,10.158458317479985,,-2.704543387045476,8.300721080006452,18.459179397486437,,,"Wellmark, Inc",IA,10380245.12,18333352.61,1261457.0,442903170.0,439553282.0,,351.10445302535084,348.44888252235313,14.533474077990768,8.228774440983718,,2.655570502997705,17.189044580988472,25.417819021972193,,
427,97176.0,Louisiana Health Service & Indemnity Company,LA,59187419.01,22005546.46,1596020.0,498116444.0,526706837.0,20994692.0,312.09912407112694,330.0126796656684,13.787763599453642,37.08438428716432,13.154404080149371,-17.913555594541435,-4.125791995087793,32.958592292076524,9.028612085061578,46.11299637222589,Louisiana Health Service & Indemnity Company,LA,59752232.01,67544981.11,1471589.0,545121264.0,646659307.0,,370.43037424172104,439.4292883406984,45.899351727962085,40.60388601029227,,-68.99891409897737,-23.09956237101528,17.50432363927699,,,Louisiana Health Service & Indemnity Company,LA,27115074.86,102587361.7,1035653.0,461204220.0,554404207.0,,445.32697727906935,535.3184966393184,99.05572783548158,26.181621508362355,,-89.99151936024901,9.064208475232562,35.245829983594916,,
428,16064.0,"Anthem Health Plans of Virginia, Inc.",VA,,,2049418.0,514362915.0,412288187.5,,250.97999285650852,201.17330261566943,,,,49.80669024083909,,,,,"Anthem Health Plans of Virginia, Inc.",VA,,,985484.0,217477958.0,165992563.8,,220.68136874875697,168.43760406054284,,,,52.24376468821413,,,,,Anthem Health Plans of VA(Anthem BCBS),VA,,,441046.0,190445438.3,139200562.5,,431.8040256571877,315.61461276148066,,,,116.18941289570705,,,,
429,49316.0,"BCBSM, INC.",MN,109644843.7,7616924.44,1830768.0,540553106.0,673696651.0,6955635.0,295.26029841028463,367.9858130576894,4.160507743198483,59.89008093870988,3.7992989827220054,-72.7255146474048,-68.56500690420631,-8.674925965496435,-64.7657079214843,-4.875626982774429,"BCBSM, INC.",MN,125759129.4,29086945.86,2462520.0,782721397.0,1073087950.0,165567725.0,317.85382331920147,435.768217110927,11.811861775741923,51.06928244237611,67.23507829378036,-117.91439379172556,-106.10253201598364,-55.033249573607534,-38.86745372220328,12.201828720172827,BCBSMN INC,MN,53825959.36,109756214.5,1239218.0,543956372.0,745732721.0,131138734.0,438.95131607190984,601.7768633121856,88.56893177794383,43.435424081961365,105.8237808037004,-162.82554724027574,-74.25661546233191,-30.821191380370543,31.567165341368494,75.00258942332985
430,17575.0,Anthem Ins Companies Inc(Anthem BCBS),IN,63611127.93,-35299047.7,1656793.0,586730639.5,473768725.8,812580.1795,354.1363583139233,285.95529181979884,-21.305647537139524,38.394131270472535,0.49045365323247986,68.18106649412448,46.87541895698496,85.2695502274575,47.36587261021744,85.76000388068998,Anthem Ins Companies Inc.(Anthem BCBS),IN,57453698.83,-13429318.84,1348881.0,538041022.9,494138475.3,,398.8795326644826,366.3321488700634,-9.955895916689464,42.59360079206394,,32.547383794419204,22.59148787772974,65.18508866979369,,,Anthem Ins Companies Inc(Anthem BCBS),IN,24145897.47,23453648.5,936386.0,394474929.9,395473402.1,,421.273844226633,422.3401482935456,25.04698756709306,25.786264927070672,,-1.0663040669126076,23.98068350018045,49.76694842725112,,
431,15560.0,Blue Cross Blue Shield of Michigan Mutual Insurance Company,MI,104173592.8,67492960.02,2056894.0,595126565.1,647127004.9,,289.3326370245623,314.6136868987901,32.81304725474429,50.64606771180236,,-25.28104987422779,7.531997380516501,58.17806509231886,,,Blue Cross Blue Shield of Michigan Mutual Insurance Company,MI,79301872.92,84043000.54,1553522.0,627863417.5,680168155.8,,404.1548285122451,437.8233174683075,54.09836522430967,51.046507819007395,,-33.66848895606239,20.429876268247277,71.47638408725467,,,Blue Cross Blue Shield of Michigan Mutual Insurance Company,MI,45860204.98,117279775.3,1363121.0,609751133.1,678988028.2,,447.31988803635187,498.1128074470279,86.03768506244127,33.64353199752626,,-50.79291941067601,35.24476565176526,68.88829764929153,,
432,35783.0,"Humana Medical Plan, Inc.",FL,119899412.3,-80860989.32,1990616.0,614620857.2,646221477.6,28586273.0,308.75912642116816,324.6339211580737,-40.621088808690374,60.23231617750485,14.360516041265619,-15.874794736905528,-56.4958835455959,3.736432631908947,-42.13536750433028,18.096948673174566,"Humana Medical Plan, Inc.",FL,136834264.8,-135056370.8,3470273.0,1188746061.0,1144224614.0,,342.55116557112365,329.7217867297472,-38.918082467863485,39.43040354462027,,12.829378841376467,-26.088703626487018,13.341699918133251,,,"Humana Medical Plan, Inc.",FL,73556881.87,-1588085.51,2637265.0,1022259090.0,1117504369.0,,387.62092167453784,423.7360936424667,-0.602171382094708,27.89135027007146,,-36.11517196792886,-36.71734335002357,-8.82599307995211,,
433,33709.0,Highmark Inc.,PA,97340297.04,-44238595.47,2556433.0,629234955.1,808307387.0,148588912.9,246.13786283466064,316.1856332632226,-17.304813179144535,38.0766079298773,58.12353106848488,-70.04777042856196,-87.35258360770649,-49.275975677829194,-29.229052539221613,8.847555390655685,Highmark Inc.,PA,106807043.5,-46784130.23,2659756.0,792882593.0,1082562250.0,,298.1035076149842,407.0156247415176,-17.589632368533053,40.15670741977836,,-108.91211712653342,-126.50174949506646,-86.3450420752881,,,Highmark Inc.,PA,8120535.88,-3929579.78,552745.0,167251940.0,185011072.0,,302.58426580068567,334.7132439008946,-7.109209092800477,14.691287809025862,,-32.12897810020894,-39.238187193009416,-24.546899383983554,,
434,46944.0,Blue Cross and Blue Shield of Alabama,AL,97314734.65,993113.39,2190059.0,631740397.0,695885393.0,354763.0,288.45816345587036,317.74732689849907,0.4534642171740579,44.43475479427723,0.16198787338605947,-29.289163442628706,-28.835699225454647,15.599055568822585,-28.673711352068587,15.761043442208646,Blue Cross and Blue Shield of Alabama,AL,96845673.52,13434646.95,2535110.0,803165836.0,1033752425.0,,316.81695705511794,407.77418928567204,5.2994335354284425,38.2017638366777,,-90.9572322305541,-85.65779869512565,-47.45603485844795,,,Blue Cross and Blue Shield of Alabama,AL,48065429.7,24939398.79,2156818.0,846364917.0,973600832.0,,392.4136932277086,451.40611400683787,11.563052047043376,22.285343362305028,,-58.99242077912925,-47.42936873208587,-25.14402536978084,,
435,57451.0,"Coventry Health Care of Florida, Inc.",FL,63556095.78,-160958367.1,2194518.0,632137574.4,505332831.5,40316166.62,288.0530368855484,230.27053389400314,-73.34565818097641,28.9613007412106,18.37130824171868,57.78250299154527,-15.563155189431143,13.398145551779457,2.808153052287537,31.769453793498137,"Coventry Health Care of Florida, Inc.",FL,56919893.68,-110567546.0,2827355.0,798433547.1,727386476.9,,282.39593086117594,257.2674732744915,-39.10635417200882,20.131852448666688,,25.12845758668442,-13.977896585324402,6.153955863342286,,,"Coventry Health Care of Florida, Inc.",FL,28788522.6,-112203006.2,2554014.0,866170700.0,721852379.9,,339.14093658061387,282.6344647680083,-43.93202472656767,11.271873450967771,,56.50647181260558,12.574447086037914,23.846320537005685,,
436,14002.0,BlueCross BlueShield of Tennessee,TN,116386840.7,-1824896.38,2515002.0,638213294.0,816101770.0,78721051.0,253.76253935384545,324.49348748032804,-0.7256043454438604,46.27703703615345,31.300591808674508,-70.73094812648259,-71.45655247192644,-25.17951543577299,-40.15596066325193,6.121076372901516,BlueCross BlueShield of Tennessee,TN,125248680.0,22571330.93,2916902.0,856845692.0,1134323885.0,,293.75196424151375,388.8796692518295,7.738117677590814,42.938940012383,,-95.12770501031576,-87.38958733272496,-44.45064732034196,,,BlueCross BlueShield of Tennessee,TN,67460123.57,40053163.35,2648394.0,983115944.0,1143858370.0,,371.21211723029126,431.9064195131087,15.123566716281642,25.472087449979117,,-60.69430228281743,-45.57073556653579,-20.09864811655667,,
437,67138.0,"Health Net of California, Inc.",CA,48731305.15,-100186993.9,2002237.0,653074515.0,476139478.0,,326.1724336329815,237.80375549947385,-50.03752997272551,24.338430040999143,,88.36867813350764,38.331148160782135,62.66957820178128,,,"Health Net of California, Inc.",CA,41900195.93,-125635855.9,2736915.0,895993865.0,681419303.0,,327.37365427863125,248.97349862893074,-45.904186246193255,15.309279217659299,,78.40015564970051,32.49596940350725,47.805248621166555,,,"Health Net of California, Inc.",CA,24670172.12,-53862013.99,2083374.0,732748701.6,608224981.5,,351.71251133977864,291.9422924064522,-25.8532620595246,11.841451472467257,,59.77021893332642,33.91695687380182,45.75840834626908,,
438,91661.0,"Horizon Healthcare Services, Inc.",NJ,68139576.15,-9536368.03,1725900.0,695259495.0,554523604.0,-27523172.0,402.83880584043106,321.29532649632074,-5.525446451126948,39.48060498870155,-15.947141781099717,81.54347934411032,76.01803289298337,115.49863788168491,60.070891111883654,99.5514961005852,"Horizon Healthcare Services, Inc.",NJ,85563520.22,-62882998.27,2105500.0,938578431.0,702371782.0,-11570169.0,445.77460508192826,333.589067679886,-29.866064246022326,40.6381003182142,-5.49521206364284,112.18553740204226,82.31947315601994,122.95757347423414,76.8242610923771,117.4623614105913,"Horizon Healthcare Services, Inc.",NJ,50155766.06,-84325185.2,2466929.0,1150123086.0,966427849.0,,466.2165331876191,391.75341041432483,-34.18225056335225,20.33125641637842,,74.46312277329429,40.28087220994204,60.612128626320455,,
439,75293.0,USAble Mutual Insurance Company,AR,64727145.97,14435474.74,2575654.0,726204889.8,808308852.6,,281.9497066764402,313.8266446502519,5.604586151711371,25.130373089708478,,-31.87693797381172,-26.27235182210035,-1.1419787323918733,,,Arkansas Blue Cross and Blue Shield,AR,64811130.09,8441174.73,3088102.0,942571978.7,1148724126.0,,305.22695775592905,371.9838677608447,2.733450750655257,20.987367026736813,,-66.75691000491565,-64.0234592542604,-43.03609222752359,,,USAble Mutual Insurance Company,AR,37164216.31,-1661548.73,3252818.0,1119572863.0,1346911505.0,,344.18552252231757,414.0752741161663,-0.5108028577067638,11.425236920725354,,-69.88975159384876,-70.40055445155552,-58.97531753083017,,
440,93332.0,"Humana Employers Health Plan of Georgia, Inc.",GA,194926953.8,64808.72,2871577.0,816862196.8,1037291728.0,83361309.0,284.46466760250553,361.2272030316443,0.02256903436683049,67.88149988664766,29.029801046602614,-76.76253542913878,-76.73996639477195,-8.858466508124295,-47.71016534816934,20.17133453847832,"Humana Employers Health Plan of Georgia, Inc.",GA,213566269.9,68541368.02,3442073.0,1157687890.0,1574761849.0,,336.3344966826677,457.50390796476427,19.9128164975002,62.045828168083595,,-121.16941128209658,-101.25659478459637,-39.21076661651278,,,"Humana Employers Health Plan of Georgia, Inc.",GA,91484441.32,143941804.7,2245359.0,895686097.9,1304791602.0,,398.90551929557813,581.1060066563966,64.10636548543016,40.743792560566035,,-182.2004873608185,-118.09412187538834,-77.3503293148223,,
441,36096.0,Blue Cross Blue Shield of Illinois,IL,277754457.9,-10823647.68,5537415.0,1644254990.0,1902696433.0,155748633.8,296.93548162816046,343.6073389839844,-1.954639065340055,50.1595885264153,28.126595857453346,-46.67185735582393,-48.626496421163985,1.5330921052513133,-20.49990056371064,29.65968796270466,Blue Cross Blue Shield of Illinois,IL,283514429.0,23056950.67,6478135.0,2068327690.0,2620797653.0,,319.2782629568541,404.5605182664455,3.5591957669915804,43.76482259168727,,-85.28225530959139,-81.72305954259981,-37.95823695091254,,,Blue Cross Blue Shield of Illinois,IL,108205116.6,36348043.52,4887859.0,1823781516.0,1870843246.0,,373.12482131747254,382.753112559098,7.436393627557588,22.137528230662955,,-9.628291241625448,-2.1918976140678597,19.945630616595096,,
442,16842.0,Blue Cross and Blue Shield of Florida,FL,265367761.3,221628751.9,5946938.0,1964556922.0,2007392657.0,,330.3476380618059,337.5506280711183,37.26770850814318,44.622587506377236,,-7.202990009312373,30.064718498830807,74.68730600520804,,,Blue Cross and Blue Shield of Florida,FL,203698387.5,368933330.5,6204216.0,2399215803.0,2407327473.0,-339964.5718,386.70732982217254,388.0147746306705,59.46493972808168,32.832252697198165,-0.054795734352253364,-1.3074448084979622,58.15749491958372,90.98974761678188,58.102699185231465,90.93495188242963,Blue Cross Blue Shield of FL Inc.,FL,126761966.5,464434259.9,7012969.0,2855099437.0,3072017634.0,,407.1170765192317,438.04808405683815,66.22505530824391,18.075363872277205,,-30.931007537606433,35.294047770637476,53.369411642914685,,
443,11512.0,Blue Cross and Blue Shield of NC,NC,263657626.5,21858789.45,6260187.0,2015642630.0,2231132906.0,94716810.0,321.9780223817595,356.4003608837883,3.491715095731166,42.11657359436707,15.13002886335504,-34.42233850202882,-30.930623406297656,11.185950188069413,-15.800594542942616,26.315979051424453,Blue Cross and Blue Shield of NC,NC,222234005.6,67566338.19,6595736.0,2458601688.0,2480964788.0,,372.75623038884515,376.14676936736095,10.243942175672283,33.69358712962435,,-3.3905389785157922,6.85340319715649,40.546990326780836,,,Blue Cross Blue Shield of North Carolina,NC,94120592.05,150165052.9,5019015.0,2240222009.0,2208536078.0,,446.3469443705588,440.03376718340155,29.919227756840737,18.752801505873165,,6.313177187157237,36.23240494399798,54.98520644987114,,
444,70285.0,CA Physician's Service dba Blue Shield of CA,CA,363050264.5,135212707.6,5746687.0,2103117282.0,1938962494.0,-99936765.0,365.9703898959522,337.40527263795644,23.528810182284158,63.17557655393447,-17.39032680916848,28.56511725799578,52.09392744027994,115.2695039942144,34.703600631111456,97.87917718504592,CA Physician's Service dba Blue Shield of CA,CA,282147399.1,181516599.0,6984408.0,2658951422.0,2638243806.0,,380.6981811486385,377.73334633371934,25.988830978946247,40.39675217999865,,2.964834814919186,28.953665793865433,69.35041797386408,,,CA Physician's Service dba Blue Shield of CA,CA,200597192.9,265442825.1,8342490.0,3331546180.0,3407583852.0,,399.3467394027443,408.46124502396765,31.818177198893856,24.04524223583127,,-9.114505621223373,22.703671577670484,46.74891381350176,,
445,40513.0,"Kaiser Foundation Health Plan, Inc.",CA,240031290.8,98811448.39,5935591.0,2273510519.0,2044153218.0,-66415400.0,383.0301850312799,344.38916326950425,16.647280513431603,40.43932454240867,-11.189349131367036,38.641021761775676,55.28830227520728,95.72762681761594,44.09895314384024,84.5382776862489,"Kaiser Foundation Health Plan, Inc.",CA,193662847.0,-82078859.73,7551901.0,2864002080.0,2536678058.0,,379.2425350914955,335.8992733088,-10.868635556795567,25.644251295137476,,43.34326178269549,32.474626225899925,58.118877521037405,,,"Kaiser Foundation Health Plan, Inc.",CA,99483995.87,-182807948.2,7386281.0,2899936689.0,2664433592.0,,392.61120569336583,360.72735277739906,-24.749660647895737,13.468753202051209,,31.88385291596677,7.134192268071033,20.602945470122243,,
446,27603.0,Blue Cross of California(Anthem BC),CA,401126393.3,-181692588.0,6902480.0,2473401722.0,2027689771.0,-7659783.783,358.3352247308214,293.76249855124536,-26.322798182682167,58.1133727732641,-1.1097147377464331,64.57272617957602,38.24992799689386,96.36330077015796,37.14021325914743,95.25358603241153,Blue Cross of California (Anthem BC),CA,324481782.2,-26380560.05,7358067.0,2764613657.0,2568707977.0,,375.7255345731426,349.10092242976316,-3.5852568412328947,44.098780590065296,,26.624612143379466,23.03935530214657,67.13813589221186,,,Blue Cross of California(Anthem BC),CA,210252593.5,49496966.88,7425788.0,2934404826.0,2952584864.0,,395.16409921748374,397.6123293581772,6.665550764444124,28.313842719452804,,-2.448230140693454,4.21732062375067,32.531163343203474,,
