HIOS ID,HIOS INPUTTED INSURANCE COMPANY NAME_2014,STATE_2014,REINSURANCE PAYMENT AMOUNT (OR NOT ELIGIBLE)_2014,"HHS RISK ADJUSTMENT TRANSFER AMOUNT (INDIVIDUAL MARKET, INCLUDING CATASTROPHIC)_2014",7.4Membermonths2HealthInsuranceINDIVIDUALTotalasof3/31/15_2014,1.1Directpremiumwritten2HealthInsuranceINDIVIDUALTotalasof3/31/15_2014,2.16Totalincurredclaims2HealthInsuranceINDIVIDUALTotalasof3/31/15_2014,1.11FederalRiskCorridorsProgramnetpayments/(charges)2HealthInsuranceINDIVIDUALTotalasof3/31/15_2014,PremiumPerMemberMonth2014,CostsPerMemberMonth2014,RiskTransfersPerMemberMonth2014,ReinsurancePerMemberMonth2014,RiskCorridorsPerMemberMonth2014,TotalPA_2014,TotalPA_2014_Quintile,TotalPB_2014,TotalPB_2014_Quintile,TotalLossPerMemberMonth2014,TotalPC_2014_Quintile,TotalPC_2014_Quintile1,TotalPC_2014_Quintile2,TotalPC_2014_Quintile3,TotalPC_2014_Quintile4,TotalPC_2014_Quintile5,TotalPD_2014,TotalPD_2014_Quintile,TotalPE_2014,TotalPE_2014_Quintile,HIOS INPUTTED INSURANCE COMPANY NAME_2015,STATE_2015,REINSURANCE PAYMENT AMOUNT (OR NOT ELIGIBLE)_2015,"HHS RISK ADJUSTMENT TRANSFER AMOUNT (INDIVIDUAL MARKET, INCLUDING CATASTROPHIC)_2015",7.4Membermonths2HealthInsuranceINDIVIDUALTotalasof3/31/15_2015,1.1Directpremiumwritten2HealthInsuranceINDIVIDUALTotalasof3/31/15_2015,2.16Totalincurredclaims2HealthInsuranceINDIVIDUALTotalasof3/31/15_2015,1.11FederalRiskCorridorsProgramnetpayments/(charges)2HealthInsuranceINDIVIDUALTotalasof3/31/15_2015,PremiumPerMemberMonth2015,CostsPerMemberMonth2015,RiskTransfersPerMemberMonth2015,ReinsurancePerMemberMonth2015,RiskCorridorsPerMemberMonth2015,TotalPA_2015,TotalPA_2015_Quintile,TotalPB_2015,TotalPB_2015_Quintile,TotalLossPerMemberMonth2015,TotalPC_2015_Quintile,TotalPC_2015_Quintile1,TotalPC_2015_Quintile2,TotalPC_2015_Quintile3,TotalPC_2015_Quintile4,TotalPC_2015_Quintile5,TotalPD_2015,TotalPD_2015_Quintile,TotalPE_2015,TotalPE_2015_Quintile,HIOS INPUTTED INSURANCE COMPANY NAME,STATE,REINSURANCE PAYMENT AMOUNT (OR NOT ELIGIBLE),"HHS RISK ADJUSTMENT TRANSFER AMOUNT (INDIVIDUAL MARKET, INCLUDING CATASTROPHIC)",Transfers16,ChangeTransfers1614,7.4Membermonths2HealthInsuranceINDIVIDUALTotalasof3/31/15,LogMM16,LogChangeMM1614,1.1Directpremiumwritten2HealthInsuranceINDIVIDUALTotalasof3/31/15,2.16Totalincurredclaims2HealthInsuranceINDIVIDUALTotalasof3/31/15,1.11FederalRiskCorridorsProgramnetpayments/(charges)2HealthInsuranceINDIVIDUALTotalasof3/31/15,PremiumPerMemberMonth2016,CostsPerMemberMonth2016,RiskTransfersPerMemberMonth2016,ReinsurancePerMemberMonth2016,RiskCorridorsPerMemberMonth2016,TotalPA,TotalPB,TotalPC,TotalPD,TotalPE,ExitedMarketIn2016,TotalPC_2015_Quintile
66663,United Healthcare Life Insurance Company,VA,726662.22,428044.47,8062,2907863.63,4495865.09,,360.6876247,557.6612615,53.09407963,90.13423716,,-196.9736368,0,-143.8795572,0,-53.74532002,0,1,0,0,0,0,,2,,0,United Healthcare Life Insurance Company,VA,2604337.93,2658704.33,37231,14784988.32,18449770.37,,397.1149934,495.5486119,71.41103731,69.95079181,,-98.43361849,1,-27.02258118,2,42.92821063,3,0,0,0,1,0,,2,,0,UnitedHealthcare Life Insurance Company,VA,2207260.9,4297345.9,113.1505806,60.05650095,37979,4.579543525,0.673100732,16815742.47,24991003.68,,442.7642242,658.0216351,113.1505806,58.11793096,,-215.2574109,-102.1068304,-43.98889939,,,0,3
20507,Optima Health Plan,VA,14833380.88,19660297.48,199052,70503942,103007596,,354.1986114,517.4908868,98.76965557,74.52012982,,-163.2922754,0,-64.52261982,1,9.997509997,1,0,1,0,0,0,,2,,0,Optima Health Plan,VA,17769218.56,42170520.55,412840,152207789,216307264.6,,368.6846938,523.9493862,102.1473708,43.04141692,,-155.2646924,0,-53.1173216,1,-10.07590468,1,0,1,0,0,0,,2,,0,Optima Health,VA,10066985.84,48470286.14,117.9572517,19.18759617,410914,5.613750938,0.314784393,162154869,236325046,,394.6199667,575.1204534,117.9572517,24.49900914,,-180.5004867,-62.54323498,-38.04422585,,,0,1
36677,All Savers Insurance Company,MD,266389.22,272660.9,2215,660327.37,1553516.26,138564,298.1161941,701.3617427,123.0974718,120.2660135,62.55711061,-403.2455485,0,-280.1480767,0,-159.8820632,0,1,0,0,0,0,-217.5909661,0,-97.3249526,0,All Savers Insurance Company,MD,496194.53,596980.74,6662,2650550.76,3724009.19,,397.8611168,558.9926734,89.60983789,74.48131642,,-161.1315566,0,-71.5217187,1,2.959597718,2,0,0,1,0,0,,2,,0,All Savers Insurance Company,MD,576817.2,1316533.03,118.0217866,-5.075685141,11155,4.047469575,0.702095844,4610816.65,6571803.34,,413.3408023,589.1352165,118.0217866,51.70929628,,-175.7944142,-57.77262752,-6.063331242,,,0,2
61724,UnitedHealthcare Life Insurance Company,OH,907441.89,1149383.33,8881,3625969.39,5007633.02,,408.2839083,563.8591397,129.4204853,102.1778955,,-155.5752314,0,-26.15474609,2,76.02314942,4,0,0,0,0,1,,2,,0,United Healthcare Life Insurance Company,OH,2327012.2,2965356.57,39475,14906016.34,19732630.09,,377.6064937,499.8766331,75.11986244,58.94901077,,-122.2701393,0,-47.15027688,1,11.79873388,2,0,0,1,0,0,,2,,0,UnitedHealthcare Life Insurance Company,OH,1737137.87,4086573.63,118.8406558,-10.57982953,34387,4.536394289,0.587932419,14667975.92,18567660.21,,426.5558473,539.9616195,118.8406558,50.51728473,,-113.4057722,5.434883532,55.95216826,,,0,2
34541,BridgeSpan Health Company,UT,1994102.22,-938474.23,27049,6509773,11549848,1665994,240.6659396,426.9972273,-34.6953392,73.72184628,61.59170394,-186.3312877,0,-221.0266269,0,-147.3047806,0,1,0,0,0,0,-159.4349229,0,-85.71307664,0,Bridge Span Health Company,UT,3262555.12,-2946127.55,91739,21116576,33499438,,230.1810135,365.1602699,-32.11423222,35.56344761,,-134.9792564,0,-167.0934886,0,-131.530041,0,1,0,0,0,0,,2,,0,BridgeSpan Health Company (UT),UT,84736.66,90156.55,120.5301471,155.2254863,748,2.873901598,-1.558249616,253479,468218,,338.8756684,625.959893,120.5301471,113.2843048,,-287.0842246,-166.5540775,-53.26977273,,,1,0
94788,CDPHP,NY,5393821.37,8365330.23,45111,21946640,28267684,-1382552,486.5030702,626.6250804,185.4388116,119.5677633,-30.64777992,-140.1220102,0,45.31680145,4,164.8845647,4,0,0,0,0,1,14.66902152,3,134.2367848,4,CDPHP,NY,3850329.69,8189242.42,53205,26813056,33639246,,503.9574476,632.2572315,153.9186622,72.36781675,,-128.2997839,0,25.6188783,3,97.98669505,4,0,0,0,0,1,,2,,0,"Capital District Physicians' Health Plan, Inc.",NY,2063700.29,7154086.73,126.4218617,-59.01694993,56589,4.752732019,0.098449565,28776102.84,35336606.36,1128625.23,508.5105381,624.4430253,126.4218617,36.46822333,19.94425118,-115.9324872,10.48937444,46.95759777,30.43362562,66.90184895,0,4
96601,"Coventry Health Care of Illinois, Inc.",IL,6155110.05,-3262695.3,111531,33218247.82,34897693.24,3537495.65,297.8386979,312.8968021,-29.25370794,55.18743713,31.71760004,-15.0581042,2,-44.31181214,1,10.87562498,1,0,1,0,0,0,-12.5942121,2,42.59322502,2,"Coventry Health Care of Illinois, Inc.",IL,6783435.61,-5367684.26,168861,52262152.79,50920827.36,,309.4980652,301.554695,-31.78759015,40.17171289,,7.943370168,3,-23.84421998,2,16.32749291,2,0,0,1,0,0,,2,,0,"Coventry Health Care of Illinois, Inc.",IL,14270273.67,35950670.67,130.0449657,159.2986736,276448,5.441613452,0.394217856,125142353.1,156932333.4,-2130434.86,452.6795386,567.6739691,130.0449657,51.62010096,-7.706457851,-114.9944304,15.05053525,66.67063621,7.344077403,58.96417836,0,2
18029,Independent Health Benefits Corporation,NY,2847602.18,6203465.48,37626,16703292,18421973,-2870470,443.9295168,489.607532,164.871777,75.68176739,-76.28953383,-45.6780152,2,119.1937618,4,194.8755292,4,0,0,0,0,1,42.90422793,4,118.5859953,4,Independent Health Benefits Corporation,NY,2216885.52,7655906.8,45191,19640713,23502144,,434.6155872,520.0624903,169.4122015,49.05590759,,-85.44690314,1,83.9652984,4,133.021206,4,0,0,0,0,1,,2,,0,Independent Health Benefits Corporation,NY,1614058.33,9237924.35,145.3257878,-19.54598921,63567,4.803231716,0.227743665,23367811,33489709,,367.6091525,526.8411125,145.3257878,25.39145044,,-159.23196,-13.90617223,11.48527821,,,0,4
31609,Independence Blue Cross (QCC Ins. Co.),PA,67630617.15,50795145.81,631413,247916140,317529349,-1308106,392.6370537,502.8869361,80.44678493,107.1099536,-2.071712176,-110.2498824,1,-29.80309748,2,77.30685615,4,0,0,0,0,1,-31.87480966,1,75.23514397,4,Independence Blue Cross (QCC Ins. Co.),PA,43123145.04,64851297.02,525833,250472344,323221752,4197133,476.3343951,614.6851795,123.3305955,82.00920262,7.981874473,-138.3507844,0,-15.02018888,2,66.98901374,4,0,0,0,0,1,-7.038314408,2,74.97088821,3,Independence Blue Cross (QCC Ins Co.),PA,23746836.95,74118152.98,149.3552757,68.90849076,496254,5.69570402,-0.104609499,244714245,328272799,,493.1229673,661.5015677,149.3552757,47.85218245,,-168.3786005,-19.02332479,28.82885766,,,0,4
70194,Highmark Health Insurance Company,PA,59657176.61,42359592.09,374925,150328937.3,258954771,29499415,400.9573576,690.6841928,112.9815085,159.1176278,78.68084284,-289.7268352,0,-176.7453267,0,-17.62769887,1,0,1,0,0,0,-98.06448386,0,61.05314396,3,Highmark Health Insurance Company,PA,37266490.45,51852279.7,330905,144478467,261705910,,436.6161497,790.8792856,156.6983868,112.6199074,,-354.2631359,0,-197.5647491,0,-84.94484172,0,1,0,0,0,0,,2,,0,Highmark Health Insurance Company,PA,19268231.33,49750020.05,153.9361855,40.95467697,323186,5.509452539,-0.064491861,152485135.2,230087842,,471.8185045,711.9362906,153.9361855,59.61963492,,-240.117786,-86.18160053,-26.56196562,,,0,0
87354,Cigna Health and Life Insurance Company**,CT,1443523.59,-45977.45,7558,3024212,4941316,,400.1338979,653.7861868,-6.083282614,190.992801,,-253.652289,0,-259.7355716,0,-68.74277057,0,1,0,0,0,0,,2,,0,Cigna Health and Life Insurance Company,CT,949866.36,1551767.81,7637,3105679,5626276,,406.662171,736.7128454,203.1907568,124.3768967,,-330.0506743,0,-126.8599175,0,-2.48302082,1,0,1,0,0,0,,2,,0,Cigna Health and Life Insurance Company,CT,535710.84,1027304.78,154.0418024,160.125085,6669,3.824060717,-0.05434617,2992995,5399617,,448.7921727,809.6591693,154.0418024,80.32851102,,-360.8669966,-206.8251942,-126.4966832,,,0,1
74320,Humana Health Plan,CO,8822154.98,4731745.94,205949,47543279.95,55236205.29,3183618,230.8497732,268.2033187,22.97532855,42.83660023,15.45828336,-37.35354549,2,-14.37821694,2,28.45838329,2,0,0,1,0,0,1.080066424,2,43.91666665,2,Humana Health Plan,CO,7614421.26,6064407.53,138751,41906992.59,49664673.44,,302.0302022,357.9410126,43.70712665,54.87831626,,-55.91081037,1,-12.20368372,2,42.67463254,3,0,0,0,1,0,,2,,0,Humana Health Plan,CO,4384982.12,19133063.67,177.9985456,155.0232171,107490,5.031368063,-0.282391625,38473280.96,55122389.97,,357.924281,512.814122,177.9985456,40.79432617,,-154.889841,23.10870462,63.90303079,,,0,3
10091,PacificSource Health Plans,OR,10259771.48,3133280.74,127744,29970266,49756526.96,2816746,234.611927,389.5018706,24.5278114,80.31509488,22.04992798,-154.8899436,0,-130.3621322,0,-50.04703736,0,1,0,0,0,0,-108.3122043,0,-27.99710937,0,Pacific Source Health Plans,OR,8483371.78,6385295.65,94382,35834863,54917003.46,,379.678996,581.8588657,67.65374383,89.88336526,,-202.1798697,0,-134.5261259,0,-44.64276059,1,0,1,0,0,0,,2,,0,PacificSource Health Plans,OR,2561569.74,9211343.15,197.7744101,173.2465987,46575,4.668152864,-0.438187647,19072646.02,34439156.23,,409.5039403,739.4343796,197.7744101,54.99881353,,-329.9304393,-132.1560292,-77.15721567,,,0,1
99110,Health Net Life Insurance Company,CA,96305759.81,53801059.26,670834,229515619,341244349,,342.1347442,508.6867228,80.20025708,143.5612384,,-166.5519786,0,-86.3517215,1,57.20951691,3,0,0,0,1,0,,2,,0,Health Net Life Insurance Company,CA,94347305.12,53436905.52,444015,187024958,479433200,,421.2131527,1079.768026,120.349325,212.4867518,,-658.5548731,0,-538.2055482,0,-325.7187963,0,1,0,0,0,0,,2,,0,Health Net Life Insurance Company,CA,23086888.56,65553512.41,199.4059585,119.2057014,328744,5.516857835,-0.309757231,169810875.1,280252072.4,,516.5444087,852.4933456,199.4059585,70.22755871,,-335.9489369,-136.5429784,-66.31541969,,,0,0
55409,Cigna Health and Life Insurance Company,TX,82305987.68,32778811.09,501401,181597360,311394311,7672885.624,362.1798919,621.0484443,65.37444299,164.1520214,15.30289254,-258.8685523,0,-193.4941093,0,-29.34208793,0,1,0,0,0,0,-178.1912168,0,-14.03919539,0,Cigna Health and Life Insurance Company,TX,42003359.11,53407229.68,365755,144781224,266079574,,395.842091,727.4803461,146.0191376,114.8401501,,-331.6382551,0,-185.6191175,0,-70.77896737,0,1,0,0,0,0,,2,,0,Cigna Health and Life Insurance Company,TX,11089728.05,30080696.33,202.4654466,137.0910036,148572,5.17193697,-0.528248226,64402634,131526282,,433.4776001,885.269647,202.4654466,74.64211325,,-451.792047,-249.3266004,-174.6844871,,,0,0
88102,PreferredOne Insurance Company,MN,51337471.78,5422835.32,880297,186382394,293227598,52920388,211.7267172,333.100758,6.160233785,58.31835367,60.11651522,-121.3740408,1,-115.213807,0,-56.89545335,0,1,0,0,0,0,-55.0972918,1,3.221061869,0,Preferred One Insurance Company,MN,4222933.09,5753591.46,78619,55169518,32466576,,701.7326346,412.9609382,73.18321856,53.71389982,,288.7716964,4,361.954915,4,415.6688148,4,0,0,0,0,1,,2,,0,PreferredOne Insurance Company,MN,1189854.34,4665798.89,214.5786833,208.4184495,21744,4.337339439,-1.607289782,9103900,13548366,,418.6856144,623.0852649,214.5786833,54.72104213,,-204.3996505,10.17903284,64.90007496,,,0,4
84251,Aetna Life Insurance Company,AZ,3503089.05,-437141.1,146265,37434147.38,32381578.1,54873.24,255.9337325,221.3897932,-2.988692442,23.9502892,0.375163163,34.54393929,3,31.55524685,3,55.50553605,3,0,0,0,1,0,31.93041001,4,55.88069921,3,Aetna Life Insurance Company,AZ,1614307.95,-3663100.18,127740,33153017.92,25205733.12,,259.5351332,197.3205975,-28.67621873,12.63745068,,62.21453578,4,33.53831705,4,46.17576773,3,0,0,0,1,0,,2,,0,Aetna Life Insurance Company,AZ,0,41466.11,217.1000524,220.0887448,191,2.281033367,-2.884107048,39627.09,4340745.04,,207.4716754,22726.41382,217.1000524,0,,-22518.94215,-22301.84209,-22301.84209,,,1,3
86830,Cigna Health and Life Insurance Company,AZ,4060861.27,1978320.29,16576,5021387,11070817,69352.184,302.9311655,667.8822997,119.3484731,244.9843913,4.183891409,-364.9511342,0,-245.6026611,0,-0.618269788,1,0,1,0,0,0,-241.4187697,0,3.565621622,0,Cigna Health and Life Insurance Company,AZ,1431522.46,2978136.23,11908,4425413,6759424,,371.6336077,567.6372187,250.0954174,120.2151881,,-196.003611,0,54.09180635,4,174.3069945,4,0,0,0,0,1,,2,,0,Cigna Health and Life Insurance Company,AZ,576234.39,1169118.87,217.7130112,98.36453808,5370,3.729974286,-0.489505452,2334374,4529617,,434.7065177,843.5040968,217.7130112,107.3062179,,-408.7975791,-191.084568,-83.77835009,,,0,4
10940,"Health Net Health Plan of Oregon, Inc.",OR,3230190.41,2794804.37,38452,11359633,19496468,2110419,295.4237231,507.0339124,72.68293899,84.00578409,54.88450536,-211.6101893,0,-138.9272503,0,-54.92146624,0,1,0,0,0,0,-84.04274498,0,-0.036960886,0,"Health Net Health Plan of Oregon, Inc.",OR,1855731.14,3408186.75,19103,8270658,14324515,,432.9507407,749.8568288,178.4110742,97.1434403,,-316.906088,0,-138.4950139,0,-41.35157357,1,0,1,0,0,0,,2,,0,"Health Net Plan of Oregon, Inc.",OR,550910.97,2480143.2,248.8604455,176.1775065,9966,3.998520883,-0.586398051,4221764.73,10920805.29,,423.61677,1095.80627,248.8604455,55.27904576,,-672.1895003,-423.3290548,-368.050009,,,0,1
26420,"Oxford Health Plans (NY), Inc.",NY,37810243.67,51416066.7,218868,136455382.8,182681607.2,,623.4597237,834.6656761,234.9181548,172.75364,,-211.2059524,0,23.71220233,3,196.4658423,4,0,0,0,0,1,,2,,0,"Oxford Health Plans (NY), Inc.",NY,37053494.34,75516356.91,259030,159105636,239192567.1,,614.2363278,923.4164657,291.535177,143.0471155,,-309.1801378,0,-17.64496078,2,125.4021548,4,0,0,0,0,1,,2,,0,"Oxford Health Plans (NY), Inc.",NY,19094756.11,79007342.63,315.3406665,80.42251173,250546,5.398887474,0.058705204,142709646.3,238892350.5,,569.5945906,953.4869864,315.3406665,76.21257617,,-383.8923958,-68.5517293,7.66084687,,,0,4
77263,"Oxford Health Insurance, Inc.",NJ,14105003.88,32851467.14,135146,73111581.68,103775430.1,,540.9822095,767.8764455,243.0813131,104.3686375,,-226.894236,0,16.18707709,3,120.5557146,4,0,0,0,0,1,,2,,0,"Oxford Health Insurance, Inc.",NJ,16261309.29,44955766,94349,51681556.7,81121203.77,,547.7700527,859.7992959,476.4837571,172.3527466,,-312.0292432,0,164.4545139,4,336.8072605,4,0,0,0,0,1,,2,,0,"Oxford Health Insurance, Inc.",NJ,9589590.25,53596343.52,625.818448,382.7371349,85642,4.932686801,-0.198116395,52549728.11,94329280.26,,613.5976286,1101.437148,625.818448,111.9729835,,-487.8395197,137.9789282,249.9519117,,,0,4
18581,Community Health Plan of Washington,WA,9099895.43,11449602.2,30774,13542943,30333327,-753547,440.0774355,985.680347,372.0544031,295.7007679,-24.4864821,-545.6029115,0,-173.5485085,0,122.1522594,4,0,0,0,0,1,-198.0349906,0,97.66577728,4,Community Health Plan of Washington,WA,3148779.12,6748059.74,15402,7049384.53,17799756.45,1078919,457.6928016,1155.678253,438.1287976,204.439626,70.05057785,-697.9854512,0,-259.8566537,0,-55.41702766,0,1,0,0,0,0,-189.8060758,0,14.63355019,1,Community Health Plan of Washington,WA,181597.37,570276.74,643.6532054,271.5988024,886,2.947433722,-1.540750228,472973,1924278,492043,533.8295711,2171.871332,643.6532054,204.9631716,555.3532731,-1638.041761,-994.3885553,-789.4253837,-439.0352822,-234.0721106,1,0
89217,Aetna Life Insurance Company,NJ,6801229.68,8273636.8,20206,8379737.33,25868635.87,,414.7152989,1280.245267,409.4643571,336.59456,,-865.5299683,0,-456.0656112,0,-119.4710512,0,1,0,0,0,0,,2,,0,Aetna Life Insurance Company,NJ,3126673.44,5290240.82,8849,5334473.55,20176352.38,,602.8334897,2280.071463,597.8348763,353.3363589,,-1677.237974,0,-1079.403098,0,-726.0667386,0,1,0,0,0,0,,2,,0,Aetna Life Insurance Company,NJ,1890405.94,6356361.63,1083.778624,674.3142669,5865,3.768268016,-0.537212332,4309686.4,19951863.47,,734.8143905,3401.852254,1083.778624,322.3198534,,-2667.037864,-1583.25924,-1260.939386,,,0,0
66699,"Denver Health Medical Plan, Inc.",CO,426657.77,2412384.6,5526,1886324,4647051,243950,341.354325,840.9429967,436.551683,77.20915128,44.14585595,-499.5886717,0,-63.03698878,1,14.1721625,1,0,1,0,0,0,-18.89113283,2,58.31801846,3,"Denver Health Medical Plan, Inc.",CO,90456.8,2379976.29,2857,1259820.15,2795911.49,161479.39,440.9591005,978.6179524,833.0333532,31.66146307,56.52061253,-537.6588519,0,295.3745012,4,327.0359643,4,0,0,0,0,1,351.8951138,4,383.5565768,4,"Denver Health Medical Plan, Inc.",CO,297354.64,2810015.23,1128.520173,691.9684897,2490,3.396199347,-0.346211533,1167062.43,3274884,-688815.529,468.6997711,1315.214458,1128.520173,119.4195341,-276.6327426,-846.5146867,282.0054859,401.4250201,5.372743373,124.7922775,0,4
27619,Arches Mutual Insurance Company,UT,10242701.48,-3623028.92,149879,39571614,56233518.96,10285619,264.0237391,375.1927819,-24.17302571,68.33980398,68.62615176,-111.1690428,1,-135.3420685,0,-67.00226449,0,1,0,0,0,0,-66.71591671,1,1.623887269,0,Arches Mutual Insurance Company,UT,13281090.66,-13206183.16,385348,88767594,135527522,,230.3569605,351.7016359,-34.2707972,34.46518643,,-121.3446755,0,-155.6154727,0,-121.1502862,0,1,0,0,0,0,,2,,0,,,,,,,,,,,,,,,,,,,,,,,1,0
20472,"Colorado Health Insurance Cooperative, Inc.",CO,19571825.5,-4393875.95,144312,53792423.77,67902479.91,14951733.74,372.7508715,470.5255274,-30.4470588,135.621608,103.6070025,-97.77465588,1,-128.2217147,0,7.399893356,1,0,1,0,0,0,-24.61471222,2,111.0068958,4,"Colorado Health Insurance Cooperative, Inc.",CO,38664334.67,-41180913.97,890026,239276326,322392216.6,,268.8419507,362.2278637,-46.26933817,43.44180358,,-93.385913,1,-139.6552512,0,-96.21344758,0,1,0,0,0,0,,2,,0,,,,,,,,,,,,,,,,,,,,,,,1,0
65122,Consumers' Choice Health Insurance Company,SC,33097630.23,-6160779.32,463294,167110785,190598293.5,12425229.72,360.7013797,411.3981478,-13.29777489,71.43979898,26.81931931,-50.69676814,1,-63.99454303,1,7.44525595,1,0,1,0,0,0,-37.17522372,1,34.26457526,2,Consumers' Choice Health Insurance Company,SC,36699256.4,-14555844.07,810658,271084672,361029515.6,,334.4007855,445.3536702,-17.95559172,45.27094829,,-110.9528847,1,-128.9084764,0,-83.63752812,0,1,0,0,0,0,,2,,0,,,,,,,,,,,,,,,,,,,,,,,1,0
41895,Consumers Mutual Insurance of Michigan,MI,252541.02,122480.23,2011,765761,1646935.31,369324,380.786176,818.9633565,60.90513675,125.579821,183.6519145,-438.1771805,0,-377.2720438,0,-251.6922228,0,1,0,0,0,0,-193.6201293,0,-68.0403083,0,Consumers Mutual Insurance of Michigan,MI,2288287.67,-7071364.84,66465,26023019,33438912,,391.5296622,503.1055744,-106.3923093,34.42846114,,-111.5759121,1,-217.9682215,0,-183.5397603,0,1,0,0,0,0,,2,,0,,,,,,,,,,,,,,,,,,,,,,,1,0
71268,CoOportunity Health,IA,24918368.43,7585020.87,202033,77581782.78,146939182.5,37129935,384.005498,727.3028787,37.54347493,123.3381103,183.7815357,-343.2973807,0,-305.7539058,0,-182.4157955,0,1,0,0,0,0,-121.9723701,0,1.365740151,0,CoOportunity Health,IA,504598.26,-1753954.62,10554,4079846.93,5848206.17,,386.5687825,554.1222446,-166.1886128,47.81109153,,-167.5534622,0,-333.742075,0,-285.9309835,0,1,0,0,0,0,,2,,0,,,,,,,,,,,,,,,,,,,,,,,1,0
43198,CoOportunity Health,NE,46800412.98,-3258008.03,319601,95231501.03,196290044.8,51080793,297.969972,614.1721859,-10.19398572,146.4338753,159.8267621,-316.2022139,0,-326.3961996,0,-179.9623243,0,1,0,0,0,0,-166.5694375,0,-20.13556222,0,CoOportunity Health,NE,2009586.78,-10205123.79,53942,15877797.06,21803023.04,,294.349432,404.19382,-189.1869747,37.25458418,,-109.844388,1,-299.0313628,0,-261.7767786,0,1,0,0,0,0,,2,,0,,,,,,,,,,,,,,,,,,,,,,,1,0
83808,Coventry Health and Life,MS,0,-132911.3,4736,766827,1076537.61,,161.9144848,227.3094616,-28.06404139,0,,-65.39497677,1,-93.45901816,1,-93.45901816,0,1,0,0,0,0,,2,,0,Coventry Health and Life,MS,62611.94,-199659.48,2953,647952.86,526416.9,,219.4218964,178.2651202,-67.61242127,21.20282425,,41.15677616,3,-26.45564511,2,-5.25282086,1,0,1,0,0,0,,2,,0,Coventry Health and Life,MS,,,,,,,,,,,,,,,,,,,,,1,1
41614,"Coventry Health Care of the Carolinas, Inc.",SC,18857060.88,-3828066.52,306629,86779779.41,96820132.31,5705139.8,283.0123028,315.7566059,-12.48435901,61.49796947,18.60600204,-32.74430305,2,-45.22866206,1,16.2693074,1,0,1,0,0,0,-26.62266002,2,34.87530945,2,"Coventry Health Care of the Carolinas, Inc.",SC,16573921.48,-3234564.95,377602,118212881,132898521.8,,313.0621157,351.9539669,-8.566069433,43.89256805,,-38.89185121,2,-47.45792064,1,-3.565352593,1,0,1,0,0,0,,2,,0,"Coventry Health Care of the Carolinas, Inc.",SC,0,34289.95,,,,,,,,,,,,,,,,,,,1,1
56346,"Coventry Health Care of the Carolinas, Inc.",NC,24984866.8,-22133565.21,744212,200682299.7,189674366.9,11761595.43,269.6574359,254.8660421,-29.74094104,33.57224393,15.80409269,14.79139385,3,-14.94954719,2,18.62269675,2,0,0,1,0,0,0.854545506,2,34.42678944,2,"Coventry Health Care of the Carolinas, Inc.",NC,38747450.73,-47680707.29,1258611,398670798.6,394678419.4,,316.7545799,313.5825282,-37.88359333,30.78588279,,3.17205173,3,-34.7115416,2,-3.92565881,1,0,1,0,0,0,,2,,0,"Coventry Health Care of the Carolinas, Inc.",NC,34304.97,464269.47,,,,,,,,,,,,,,,,,,,1,1
92120,"Coventry Health Plan of Florida, Inc.",FL,1838893.01,824165.75,183541,53843141.34,43602103.04,,293.3575677,237.5605616,4.490363189,10.01897674,,55.79700612,4,60.28736931,4,70.30634605,3,0,0,0,1,0,,2,,0,"Coventry Health Plan of Florida, Inc.",FL,489538.37,-1502492.36,41870,15021291.46,13064460.97,,358.760245,312.0243843,-35.88469931,11.69186458,,46.73586076,4,10.85116145,3,22.54302603,2,0,0,1,0,0,,2,,0,,,,,,,,,,,,,,,,,,,,,,,1,2
71644,Freelancers Health Service Corporation d/b/a Health Republic Insurance of New York,NY,58217806.98,-28222332.5,827785,273028679.5,380720596.2,89568960.58,329.8304264,459.9269088,-34.09379549,70.32962301,108.2031694,-130.0964824,0,-164.1902779,0,-93.8606549,0,1,0,0,0,0,-55.98710851,1,14.34251449,1,Freelancers Health Service Corporation d/b/a Health Republic I f N Y k,NY,51763635.04,-37496765.22,1358859,413183595.4,597117146,173675807.5,304.0665701,439.42539,-27.5943017,38.09345564,127.8100285,-135.3588199,0,-162.9531216,0,-124.8596659,0,1,0,0,0,0,-35.14309308,1,2.950362562,0,,,,,,,,,,,,,,,,,,,,,,,1,0
91303,"HealthAmerica Pennsylvania, Inc.",PA,2150140.52,-1253464.22,50625,13714710.99,12172534.64,2042728.72,270.9078714,240.4451287,-24.75978706,42.47191151,40.35019694,30.46274272,3,5.702955654,3,48.17486716,3,0,0,0,1,0,46.05315259,4,88.5250641,4,"Health America Pennsylvania, Inc.",PA,2391915.15,-2527671.54,76021,21208977.19,19608073.02,,278.9884004,257.9296907,-33.24964865,31.4638738,,21.0587097,3,-12.19093895,2,19.27293485,2,0,0,1,0,0,,2,,0,,,,,,,,,,,,,,,,,,,,,,,1,2
59830,HealthPlus Insurance Company,MI,8257698.56,-3647377.54,244364,55921142,59101063,,228.8436185,241.8566687,-14.92600195,33.79261495,,-13.0130502,2,-27.93905215,2,5.8535628,1,0,1,0,0,0,,2,,0,Health Plus Insurance Company,MI,9028543.74,-4117248.29,306867,83682650,92279790,,272.7000622,300.7159128,-13.41704481,29.42168347,,-28.01585052,2,-41.43289533,1,-12.01121186,1,0,1,0,0,0,,2,,0,,,,,,,,,,,,,,,,,,,,,,,1,1
