,HIOS ID,HIOS INPUTTED INSURANCE COMPANY NAME_2014,STATE_2014,REINSURANCE PAYMENT AMOUNT (OR NOT ELIGIBLE)_2014,"HHS RISK ADJUSTMENT TRANSFER AMOUNT (INDIVIDUAL MARKET, INCLUDING CATASTROPHIC)_2014",HHS RISK ADJUSTMENT TRANSFERS AMOUNT (SMALL GROUP MARKET)_2014,7.4Membermonths2HealthInsuranceINDIVIDUALTotalasof3/31/15_2014,7.4Membermonths7HealthInsuranceSMALLGROUPTotalasof3/31/15_2014,1.1Directpremiumwritten2HealthInsuranceINDIVIDUALTotalasof3/31/15_2014,2.16Totalincurredclaims2HealthInsuranceINDIVIDUALTotalasof3/31/15_2014,HIOS INPUTTED INSURANCE COMPANY NAME_2015,STATE_2015,REINSURANCE PAYMENT AMOUNT (OR NOT ELIGIBLE)_2015,"HHS RISK ADJUSTMENT TRANSFER AMOUNT (INDIVIDUAL MARKET, INCLUDING CATASTROPHIC)_2015",HHS RISK ADJUSTMENT TRANSFERS AMOUNT (SMALL GROUP MARKET)_2015,7.4Membermonths2HealthInsuranceINDIVIDUALTotalasof3/31/15_2015,7.4Membermonths7HealthInsuranceSMALLGROUPTotalasof3/31/15_2015,1.1Directpremiumwritten2HealthInsuranceINDIVIDUALTotalasof3/31/15_2015,2.16Totalincurredclaims2HealthInsuranceINDIVIDUALTotalasof3/31/15_2015
425,29678,Blue Cross and Blue Shield of Nebraska,NE,38604318.76,1379197.77,3588744.99,992595,434242,271101751,325081480,Blue Cross and Blue Shield of Nebraska,NE,32361756.58,13541049.63,3977257.76,847755,361056,295502067,336088448
426,43198,CoOportunity Health,NE,46800412.98,-3258008.03,-3208840.42,319601,176495,95231501.03,196290044.8,CoOportunity Health,NE,2009586.78,-10205123.79,-7075784.88,53942,33954,15877797.06,21803023.04
427,79636,Coventry Health and Life Insurance Co.,NE,0,58981.49,-51592.75,53498,82769,7767775,6639457.5,Coventry Health and Life Insurance Co.,NE,0,48490.02,-4014.32,1265,39502,77943.39,74911.12
428,15438,Coventry Health Care of Nebraska Inc.,NE,2189015.61,1102852.31,-43854.16,45293,127745,12389748.67,13137899.13,Coventry Health Care of Nebraska Inc.,NE,19997409.37,-13630630.99,-516160.25,547175,131042,172505065,190002625.7
429,47340,Federated Mutual Insurance Company,NE,,,-43990.66,,27279,,,Federated Mutual Insurance Company,NE,,,-1283549.38,,41772,,
430,77931,Health Alliance Midwest Inc.,NE,50860.78,62479.01,-9965.96,1373,59,451741,436265,Health Alliance Midwest Inc.,NE,35928.95,14477.63,-8134.69,74,60,22035,161599
431,81966,Humana Insurance Company,NE,,,9531.18,6,12,1287.24,-117952.07,,,,,,,,,
432,80698,John Alden Life Insurance Company,NE,,,71939.33,4014,2630,1111782,870915,John Alden Life Insurance Company,NE,,,-21958.59,2420,1022,715408,226936
433,89156,Standard Security Life,NE,,,-3265.91,147,1972,44917,2950,Standard Security Life,NE,,,-6025.22,,898,,
434,19524,Time Insurance Company,NE,2775559.37,654497.47,128514.67,80452,33556,20516492,20058502,Time Insurance Company,NE,4734632.44,6667658.89,883774.73,80376,23547,29893734,40852504
435,73102,UnitedHealthcare Insurance Company,NE,,,-437220.34,520,130498,255441.55,143599.6,United Healthcare Insurance Company,NE,,,4054594.92,1806,313101,652604.11,342126.26
436,57601,Anthem Health Plans of NH(Anthem BCBS),NH,,,1238434.39,214340,50049,71643123,49031339.24,Anthem Health Plans of NH(Anthem BCBS),NH,,,1336166.23,127889,45855,47145922,35682494.16
437,75841,Celtic Insurance Company,NH,100260.25,57417.02,,2004,,475088,448717.7208,Celtic Insurance Company,NH,112703.95,110166,,18,,73380.16,193944.8322
438,59025,Harvard Pilgrim Health Care of NE,NH,,,-2973746.39,168,203288,237043,122555.0797,Harvard Pilgrim Health Care of NE,NH,2619722.76,-1229943.19,-843133.48,99053,258618,37180019.76,30801493.11
439,71616,"HPHC Insurance Company, Inc",NH,,,1521697.59,,90892,,,"HPHC Insurance Company, Inc.",NH,,,1875267.3,,75757,,
440,96751,Matthew Thornton Hlth Plan (Anthem BCBS),NH,15647565.3,-5300321.87,182178.31,389176,553020,147211030,110413843.2,Matthew Thornton Hlth Plan(Anthem BCBS),NH,8351137.21,156537.94,1480182.4,359424,436267,125557357,90778872.65
441,42260,Time Insurance Company,NH,6063182.46,5242904.85,,45329,,17603025,24069996,Time Insurance Company,NH,4992365.74,6151610.42,,25390,,14018171,25648645
442,51889,UnitedHealthcare Insurance Company,NH,,,31436.05,69,4540,47865.34,4203.67,United Healthcare Insurance Company,NH,,,-233115.68,20,6801,23555.87,3973.01
443,82884,Aetna Health Inc. (a NJ corp.),NJ,,,-4701905.74,20390,840752,10003719.74,10066725.2,Aetna Health Inc. (a NJ corp.),NJ,,,-18109387.03,7037,929182,3126280.33,2756796.21
444,89217,Aetna Life Insurance Company,NJ,6801229.68,8273636.8,2281721.44,20206,111072,8379737.33,25868635.87,Aetna Life Insurance Company,NJ,3126673.44,5290240.82,2477419.03,8849,135251,5334473.55,20176352.38
445,77606,"AmeriHealth HMO, Inc.",NJ,14451039.66,-24464783.28,-7051442.97,258158,512704,105618835,86780918.26,"AmeriHealth HMO, Inc.",NJ,8830357.66,-4859744.69,-14888625.2,179483,213554,84242801,80346158
446,91762,AmeriHealth Ins Company of New Jersey,NJ,62373022.13,-27270588.68,-9401983.1,796319,455609,341756592,281115769.3,AmeriHealth Ins Company of New Jersey,NJ,49658797.4,38267701.25,-7350774.16,543379,444759,273822437,328425555
447,23458,Cigna Health and Life Insurance Company,NJ,,,67014.8,18,14472,3382,-11676,Cigna Health and Life Insurance Company,NJ,,,177415.53,,6611,-95113,1026
448,41014,"Cigna HealthCare of New Jersey, Inc.",NJ,186497.63,365525.19,27532.67,231,196,185602,1715047,"Cigna HealthCare of New Jersey, Inc.",NJ,645603.45,817727.44,48511.09,352,195,288404,1939512
449,10191,"Freelancers CO-OP of New Jersey, Inc.",NJ,5827111.77,9029800.73,-615255.45,32684,3224,16019597,25023388,"Freelancers CO-OP of New Jersey, Inc.",NJ,25518743.04,-38582686.31,-7735504.78,563748,55523,216153196,210816361
450,13953,"Horizon Healthcare of New Jersey, Inc.",NJ,,,97615.72,40718,144872,27443593,30102066,Horizon HMO,NJ,0,-945.51,3193510.84,28,30059,187369,4024
451,91661,"Horizon Healthcare Services, Inc.",NJ,68139576.15,-9536368.03,10604745.48,1725900,4342240,695259495,554523604,"Horizon Healthcare Services, Inc.",NJ,85563520.22,-62882998.27,36636642.31,2105500,3205623,938578431,702371782
452,77263,"Oxford Health Insurance, Inc.",NJ,14105003.88,32851467.14,8812791.52,135146,511038,73111581.68,103775430.1,"Oxford Health Insurance, Inc.",NJ,16261309.29,44955766,5736032.94,94349,713116,51681556.7,81121203.77
453,48834,"Oxford Health Plans (NJ), Inc.",NJ,5793980.12,10751310.08,-120834.31,58243,519317,30857609.88,41148735.29,"Oxford Health Plans (NJ), Inc.",NJ,12200483.35,18952235,-185240.53,137784,209708,65906002.89,89863131.94
454,75605,Blue Cross Blue Shield of New Mexico,NM,17360787.26,6258751.86,1212948.58,473250,300717,132385147,160136586.3,Blue Cross Blue Shield of New Mexico,NM,25478424.19,14139955.41,4123735.82,402278,245781,135578668,184280106.4
455,97132,"Lovelace Health System, Inc.",NM,106022.49,113433.56,336586.34,,,,,"Lovelace Health System, Inc.",NM,0,,-699983.2,,,,
456,19722,"Molina Health Care of New Mexico, Inc.",NM,325293.64,685619.88,,18034,,5506419,4244028,"Molina Health Care of New Mexico, Inc.",NM,300867.77,-265619.48,,48422,,13765542,8974418
457,93091,New Mexico Health Connections,NM,3178238.43,-4834621.72,-1832176.28,72246,22648,24015570,20102873,New Mexico Health Connections,NM,5515873.35,-11035028.09,-3534467.65,237567,107378,63129854,64799269
458,57173,"Presbyterian Health Plan, Inc.",NM,5508787.2,-2442724.87,748544,239794,103447,70489796.54,56088935.8,Presbyterian Health Plan,NM,5375417.38,-2390195.41,620026.82,223887,88730,67521634,63807149
459,52744,"Presbyterian Insurance Company, Inc.",NM,,,211847.75,29,131858,23167,59059.33561,Presbyterian Insurance Company,NM,,,-818490.89,,125357,,
460,97646,Time Insurance Company,NM,205000,219541.22,,3770,,1211757,1391775,Time Insurance Company,NM,0,6670.67,,2858,,933798,838772
461,90762,UnitedHealthcare Insurance Company,NM,,,-677750.41,464,82407,208549.85,159386.89,United Healthcare Insurance Company,NM,,,309179.06,234,81553,123422.76,89339.32
462,19298,Aetna Health Inc. (a PA corp.),NV,,,8649.73,61,19627,17805.95,13086.15,Aetna Health Inc. (a PA corp.),NV,44592.7,-1143730.03,261732.04,8373,6474,1949729.12,682849.79
463,65779,Aetna Health of Utah Inc.,NV,0,-1158344.59,-16246.63,12700,1725,2307869,1288034.99,Altius Health Plans Inc.,NV,0,,35537.64,,706,,
464,27990,Aetna Life Insurance Company,NV,626982.29,-401883.36,-1140094.88,54879,154116,13597160.88,10124188.23,Aetna Life Insurance Company,NV,1532987.48,-7118682.16,672487.49,69307,110659,21101584.96,14683496.19
465,68307,Celtic Insurance Company,NV,0,-8625.15,,302,,161831,238991.539,Celtic Insurance Company,NV,0,-10494.15,,93,,26179.03,81052.54473
466,49021,Coventry Health & Life Insurance Company,NV,145981.41,-1015221.06,-385400.28,43511,19388,6276352,5081278.55,Coventry Health & Life Insurance Company,NV,0,,-282676.61,,9177,,11.55
467,95865,"Health Plan of Nevada, Inc.",NV,5762413.99,-3030918.47,2092880.93,189134,214966,63247361.96,54264833.96,"Health Plan of Nevada, Inc.",NV,8222371.58,230274.9,-166538.16,357716,201550,118703087.1,102375682.3
468,60156,"HMO Colorado, Inc., dba HMO Nevada",NV,4285648.85,-4049114.37,-140898.78,72009,6337,24105673.82,18526521.51,HMO Colorado Inc. dba HMO NV(Anthem BCBS),NV,5077744.17,-8860894.35,-27406,163550,2284,52492039.02,39126115.86
469,41094,"Hometown Health Plan, Inc.",NV,,,-275961.08,,5401,,,"Hometown Health Plan, Inc.",NV,0,-64141.23,-535962.57,1279,14567,597072,444341
470,85266,Hometown Health Providers Ins. Co. Inc.,NV,234356.21,248604.41,-318074.62,6053,32964,1609053,2230101,Hometown Health Providers Ins. Co. Inc.,NV,217980.45,397248.75,-1757923.69,3534,60181,1423220,2103218
471,93696,Humana Health Plan Inc.,NV,,,-76054.9,,9179,,,Humana Health Plan Inc.,NV,0,,-48965.47,,6414,,
472,20895,Humana Insurance Company,NV,2142999.48,1873080.72,-358637.74,30780,51544,7371670.17,12724866.64,Humana Insurance Company,NV,2037936.77,1431529.89,-1141023.21,17260,31901,5939058.05,13692385.66
473,87446,John Alden Life Insurance Company,NV,,,-153107.91,1849,8074,568261,265966,John Alden Life Insurance Company,NV,,,-333228.58,435,4318,139237,56652
474,34996,Nevada Health CO-OP,NV,10078725.11,-3289885.24,-340005.25,157901,4630,49833390.46,62806959.22,Nevada Health CO-OP,NV,8846611.34,5244157.68,-711597.39,214706,9321,68155979,113125730
475,16698,Prominence HealthFirst,NV,3231609.73,542628,-844787.93,41120,83744,20905855,20058272,Prominence Health First,NV,2492308.28,3206374.59,-1767200.16,40064,68033,17990277,20894048.56
476,68524,"Prominence Preferred Health Insurance Company, Inc.",NV,,,419362.27,,73375,,,"Prominence Preferred Health Insurance Company, Inc.",NV,,,1300037.3,,37751,,
477,33670,"Rocky Mountain Hospital and Medical Service, Inc., dba Anthem Blue Cross and Blue Shield",NV,,,396272.46,263643,262202,69653710,50786215.42,Rocky Mountain Hos&Med Svc(Anthem BCBS),NV,2721897.49,-4821040.08,3892116.41,150570,144350,56191661.79,43181616.75
478,83198,"Sierra Health and Life Ins Company, Inc.",NV,6624972.17,6879575.41,2637752.16,308590,167244,58679798.88,58742830.01,"Sierra Health and Life Ins Company, Inc.",NV,10119419.06,4132272.63,72611.26,377613,239448,102774924.9,96883579.81
479,29211,Time Insurance Company,NV,10011393.67,3410103.71,-633561,66012,7962,20755690,38993094,Time Insurance Company,NV,13121851.53,9178690.86,-712661.85,122900,10179,49128591,81262351
480,74222,UnitedHealthcare Insurance Company,NV,,,-872086.46,602,51171,347286.54,461145.5,United Healthcare Insurance Company,NV,,,1288122.46,805,71381,388784.23,482796.42
481,50138,Aetna Health Inc. (a NY corp.),NY,,,-440146.89,13383,163448,17078769.31,1853167.04,Aetna Health Inc. (a NY corp.),NY,,,-2194924.08,1381,56163,660946.39,-10509239.35
482,17210,Aetna Life Insurance Company,NY,14885554.32,14975558.9,-62207250.53,57833,1109892,31466911.09,60811431.43,Aetna Life Insurance Company,NY,4506213,9153245.87,-92687139.68,38982,1393628,23793093.93,36376276.41
483,57165,"Affinity Health Plan, Inc.",NY,464860.5,-2141766.08,,23258,,10718293.95,9224831,"Affinity Health Plan, Inc.",NY,2549532.7,-24567668.78,,190900,,75887448,42445398
484,31808,American Progressive Life & Health Insurance Company of New York,NY,547364.03,660761.45,,14440,,1880668.1,2815111.513,,,,,,,,,
485,49526,BlueCross BlueShield of Western New York,NY,3203677.59,8494368.23,12158210.88,,,,,BlueCross BlueShield of Western New York,NY,3377361.29,8271129.24,2132100.46,,,,
486,36346,BlueShield of Northeastern New York,NY,146646.58,347650.52,992090.05,,,,,BlueShield of Northeastern New York,NY,347699.17,420500.61,791105.07,,,,
487,94788,CDPHP,NY,5393821.37,8365330.23,5699384.43,45111,125199,21946640,28267684,CDPHP,NY,3850329.69,8189242.42,3397548.58,53205,83602,26813056,33639246
488,92551,CDPHP Universal Benefits Inc.,NY,,,-1425321.82,6833,987813,1936278,1974195,CDPHP Universal Benefits Inc.,NY,,,10072804.56,,880946,-10572,-878
489,44113,"Empire HealthChoice Assurance, Inc.",NY,,,-2505396.9,13522,45872,-778157,91269.054,"Empire HealthChoice Assurance, Inc.",NY,,,-1060038.06,213,21074,839592,-651223.12
490,80519,"Empire HealthChoice HMO, Inc.",NY,38100183.86,-4215356.78,-7974099.79,768128,185458,339233913,281690007.2,"Empire HealthChoice HMO, Inc.",NY,40523011.28,31931835.18,1170127.82,869392,70270,370877634.4,351976595.8
491,78124,"Excellus Health Plan, Inc.",NY,25521165.66,33519366.16,26430399.01,309097,2348642,121544742,145165193.2,"Excellus Health Plan, Inc.",NY,20303711.74,44746473.2,-2719871.69,334217,2172610,147028138.9,169661735.3
492,71644,Freelancers Health Service Corporation d/b/a Health Republic Insurance of New York,NY,58217806.98,-28222332.5,-52013211.07,827785,516143,273028679.5,380720596.2,Freelancers Health Service Corporation d/b/a Health Republic I f N Y k,NY,51763635.04,-37496765.22,-153842015.4,1358859,681644,413183595.4,597117146
493,58707,"Freelancers Insurance Company, Inc.",NY,683731.81,-426177.2,,279338,,103951558,100310066.9,,,,,,,,,
494,88000,Group Health Incorporated,NY,259152.62,-1025.08,11794.91,8884,52351,6641474.946,2995411.76,Group Health Incorporated,NY,52165.83,-72128.3,-547.64,618,,383538.33,575948.434
495,88582,Health Insurance Plan of Greater New York,NY,24545381.34,-3859201.9,-29376578.45,328572,234100,127188051.4,122147053.1,Health Insurance Plan of Greater New York,NY,11925482.58,5515480.63,-36417583.95,273179,197242,112500247.5,110455976.4
496,91237,"Healthfirst PHSP, Inc.",NY,4031460.89,-2649557.85,,66274,,29370655,29002425,"Healthfirst PHSP, Inc.",NY,6632379.19,-48556174.15,,401015,,161272546.6,107590270.4
497,40064,HealthNow New York,NY,0,-9077.56,-54673.38,48638,588220,20517394.2,22887793,HealthNow New York,NY,0,3626.81,-68200.88,85075,609043,32826816.86,41373492.31
498,70552,"Independent Health Association, Inc",NY,,,287516.92,,18361,,,"Independent Health Association, Inc.",NY,0,,-574088.49,,10715,,
499,18029,Independent Health Benefits Corporation,NY,2847602.18,6203465.48,4211250.12,37626,482984,16703292,18421973,Independent Health Benefits Corporation,NY,2216885.52,7655906.8,7032740.32,45191,414772,19640713,23502144
500,83744,"Managed Health, Inc.",NY,,,-162614.9,,414,,,"Managed Health, Inc.",NY,,,-67696.17,,203,,
501,11177,MetroPlus Health Plan,NY,4200475.38,-54033594.1,-1169658.09,399516,6897,144984418,77121222.22,MetroPlus Health Plan,NY,5191276.87,-30578616.79,-1666323.89,286497,6620,115991995.6,82911394.42
502,56184,"MVP Health Plan, Inc.",NY,20053742.68,11938998.21,-2812217.01,364461,54533,127650637,129234736.3,"MVP Health Plan, Inc.",NY,14469727.59,25548029.99,-2504923.46,391924,38763,154749651,148032955.5
503,89846,MVP Health Services Corp.,NY,,,-241575.58,,267907,,,MVP Health Services Corp.,NY,,,2025401.59,,461909,,
504,25303,"New York State Catholic Health Plan, Inc.",NY,13745380.71,-37511467.39,,482840,,167711724.3,111950287.6,"New York State Catholic Health Plan, Inc.",NY,13867355.91,-56655138.64,,786748,,279998282.6,199535627.3
505,82483,North Shore-LIJ Insurance Company Inc,NY,5663264.35,434621.91,-735698.81,91082,12221,38127866,42091418,North Shore-LIJ Insurance Company Inc.,NY,8737682.64,2282312.43,-13302063.81,189964,114883,76546973,82818832
506,74289,Oscar Insurance Corporation,NY,17524068.75,-8073821.58,,150231,,58141826.09,69112720.36,Oscar Insurance Corporation,NY,19771125.4,-30977083.32,,416880,,161499087,176497659.2
507,85629,"Oxford Health Insurance, Inc.",NY,,,145248013.8,247763,4746318,136885134.4,140990494.9,"Oxford Health Insurance, Inc.",NY,,,315374419.9,175060,4079290,102949591.4,111681758.5
508,26420,"Oxford Health Plans (NY), Inc.",NY,37810243.67,51416066.7,-33465842.73,218868,1915952,136455382.8,182681607.2,"Oxford Health Plans (NY), Inc.",NY,37053494.34,75516356.91,-34043889.75,259030,1206429,159105636,239192567.1
509,54297,UnitedHealthcare Ins Co of New York,NY,,,-454374,3852,27664,1340811.1,3373064.67,United Healthcare Ins Co of New York,NY,71627.97,-7577.79,-207851.87,1284,29968,787174.58,1357190.9
510,54235,"UnitedHealthcare of New York, Inc.",NY,9905407.05,4787190.35,,62352,,38450874.59,41822158.1,"United Healthcare of New York, Inc.",NY,7508442.74,10564737.15,,102501,,55064189.41,62996690.7
511,84867,Aetna Health Inc. (a PA corp.),OH,,,-1613799.56,788,150187,436143.82,892597.89,Aetna Health Inc. (a PA corp.),OH,,,-2831979.85,173,170265,92388.66,96595.45
512,67129,Aetna Life Insurance Company,OH,753385.3,-225186.77,-593316.79,76066,45162,21993243.17,18301411.54,Aetna Life Insurance Company,OH,6603468.9,-16376734.46,-481369.85,260828,68312,93890790.37,70425596.8
513,28162,AultCare Insurance Company,OH,3286427.05,-174769.08,382.29,96734,305433,27420415,25291402.49,AultCare Insurance Company,OH,2358684.92,-246739.17,-514739.16,94212,301024,31591227.41,26237396.03
514,41047,Buckeye Community Health Plan,OH,311415.92,-154350.05,,7133,,2518182.674,2129377.596,Buckeye Community Health Plan,OH,649923.9,-6141372.01,,63391,,20472680.63,11338993.88
515,77552,CareSource,OH,6919052.23,-2165055.8,,250740,,84336554,70915065.26,Care Source,OH,9244613.09,-16752738.98,,489641,,160889855.3,130505937.4
516,62352,Celtic Insurance Company,OH,0,-6348.32,,43,,76032,12412.93075,Celtic Insurance Company,OH,0,-11014.35,,36,,16829.38,20911.53467
517,29276,Community Insurance Company(Anthem BCBS),OH,29350337.77,4108227.93,7243843.64,1263641,3825043,369264093.2,304745986.1,Community Insurance Company(Anthem BCBS),OH,19003555.17,19027175.55,14407578.76,941870,3304314,313395095.8,251590989.9
518,16204,"Coordinated Health Mutual, Inc.",OH,929483.49,-1262069.95,-2121774.3,19320,23358,7108247,6902111,"Coordinated Health Mutual, Inc.",OH,15348555.75,-3985495.69,-3214448.51,192418,62497,71644539,117238425
519,98894,Coventry Health and Life,OH,3632204.94,-2282003.25,-555698.91,62177,90091,22171528.64,20047835.17,Coventry Health and Life,OH,30125.07,60728.8,1096038.61,96,77599,17209.51,35744.76
520,96800,Federated Mutual Insurance Company,OH,,,-264945.16,1,44194,,,Federated Mutual Insurance Company,OH,,,-999288.99,,50997,,
521,92036,HealthSpan,OH,2399677.86,-4194646.37,-11076.66,47842,499,19096941,18659412,Health Span,OH,4160340.95,-6743522.63,-471429.58,107468,14217,37917125.09,39362987.49
522,20126,HealthSpan Integrated Care,OH,2879588.73,-9566203.9,-3621911.77,90538,122878,28554723,27408056,HealthSpan Integrated Care,OH,3299755.23,-4273438.02,-6425628.16,74581,57189,26936545.8,29106547.01
523,66083,"Humana Health Plan of Ohio, Inc.",OH,8894210.03,-6379256.85,683165.75,127142,337804,38643605.76,47386987.32,"Humana Health Plan of Ohio, Inc.",OH,5155494.73,-1928407.65,-2483141.65,113702,337779,37209008.31,40856750.46
524,97596,Humana Insurance Company,OH,1360718.31,976968.6,-210554.64,45174,6861,11312075.87,10653083.42,Humana Insurance Company,OH,2367594.63,1602746.25,-114966.92,50883,6566,15292961.66,20542930.91
525,50498,John Alden Life Insurance Company,OH,,,6795.41,8221,19820,2072607,993048,John Alden Life Insurance Company,OH,,,109425.34,5339,10131,1539217,1065907
526,99969,Medical Health Insuring Corp. of Ohio,OH,45396359.92,9233566.61,-614504.61,370847,11141,151602447,189452476.1,Medical Health Insuring Corp. of Ohio,OH,39155019.99,21390181.45,98427.31,578453,8726,232610640.7,277168184.5
527,80627,Medical Mutual of Ohio,OH,36995018.15,9369568.4,1218032.8,1367356,3012271,365229244,363715144.9,Medical Mutual of Ohio,OH,28206438.29,6545046.13,4026922.8,1180859,2665189,346011949.3,348902504.4
528,64353,MOLINA HEALTHCARE OF OHIO,OH,20238.7,180648.95,,1610,,841621,864513,Molina Healthcare of Ohio,OH,879097.17,1592334.51,,25466,,10039493,8782096
529,56073,Nippon Life Insurance Company of America,OH,,,-200278.3,,29311,,,Nippon Life Insurance Company of America,OH,,,-356412.77,,5935,,
530,74313,Paramount Insurance Company,OH,1327983.05,-389493.94,-528876.15,15159,123962,6194037,6711129,Paramount Insurance Company,OH,1272564.12,-580499.95,-264272.01,33167,119621,12165663,11503977
531,76169,Standard Security Life,OH,,,-28737.96,,4197,,,Standard Security Life,OH,,,-34299.53,,143,,
532,52664,"Summa Insurance Company, Inc.",OH,4527307.52,-360679.09,1182289.72,71873,419640,23175839,22986321,"Summa Insurance Company, Inc.",OH,2387747.27,35681.99,2820322.62,53021,375458,20259503,20052655
533,83396,The Health Plan of the Upper Ohio Valley,OH,0,37488.57,-262670.99,1552,29460,239056,463714,The Health Plan of the Upper Ohio Valley,OH,7876.07,-74715.6,-306668.86,1491,25050,692887,886379
534,98810,THP Insurance Company,OH,,,65903.79,,7940,,,THP Insurance Company,OH,,,218531.1,,6615,,
535,14650,Time Insurance Company,OH,4474174.84,2104210.85,66259.04,102450,78577,25170821,29893962,Time Insurance Company,OH,2839186.95,2988966.3,472321.42,69063,49025,22893677,24954747
536,33232,UnitedHealthcare Ins Co of River Valley,OH,,,-1094386.45,572,293762,234186.12,135284.85,United Healthcare Ins Co of River Valley,OH,,,-1790106.79,608,252356,230550.67,44873.47
537,56726,UnitedHealthcare Insurance Company,OH,,,2231396.77,5787,552184,3022644.73,2752242.21,United Healthcare Insurance Company,OH,,,1775202.4,4768,402846,2305123.88,2296010.41
538,61724,UnitedHealthcare Life Insurance Company,OH,907441.89,1149383.33,-975536.98,8881,246629,3625969.39,5007633.02,United Healthcare Life Insurance Company,OH,2327012.2,2965356.57,-4212359.07,39475,467432,14906016.34,19732630.09
539,76275,Aetna Health Inc. (a PA corp.),OK,,,-69215.87,152,10160,62449.89,36056.35,Aetna Health Inc. (a PA corp.),OK,,,-184766.55,48,4471,16893,2454.15
540,66946,Aetna Life Insurance Company,OK,146161.64,178252.53,-174947.03,19077,123106,5513790.47,7573350.23,Aetna Life Insurance Company,OK,0,-37821.69,65348.5,4047,75066,1238526.13,903335.91
541,87571,Blue Cross Blue Shield of Oklahoma,OK,58988045.78,-912836.76,5538080.47,1530042,1415200,373873715,447090987.7,Blue Cross Blue Shield of Oklahoma,OK,84233897.4,-4417436.82,4443491.14,2028437,1475972,563366273,783660741
542,62505,Celtic Insurance Company,OK,0,-7794.93,,240,,92814,25942.78674,Celtic Insurance Company,OK,0,-5294.26,,24,,6046.396,39685.40603
543,98905,CommunityCare HMO Inc.,OK,424071.17,823116.3,-1245374.77,17942,141504,4191506,4445552,Community Care HMO Inc.,OK,919447.27,1755937.92,-1588829.22,27269,154716,7749880,9761451
544,87698,CommunityCare Life & Health Insurance Co,OK,,,-437673.74,2310,66286,590467,432452,Community Care Life & Health Insurance Co,OK,0,1200.32,-1132219.85,1733,55597,466916,352432
545,53524,Coventry Health and Life,OK,548214.67,-322539.29,-977664.58,52740,92540,10161093,8321225.91,Coventry Health and Life,OK,22512.4,-200398.31,-816839.4,9743,47711,1666568.13,1429357.23
546,76668,"Coventry Health Care of Kansas, Inc.",OK,1231282.68,-1090288.81,6653.02,33807,1001,8385981,8788108.8,"Coventry Health Care of Kansas, Inc.",OK,0,-49715.88,4087.06,458,9,103289.52,40406.56
547,27243,Federated Mutual Insurance Company,OK,,,-117688.7,,19387,,,Federated Mutual Insurance Company,OK,,,-492326.98,,20746,,
548,82209,Freedom Life Insurance,OK,0,-853.44,,990,,262911,916664,Freedom Life Insurance,OK,55231.57,19738.01,,733,,221799,319378
549,85408,"GlobalHealth, Inc.",OK,2086448.06,508909.92,-15049.88,21621,788,7236177,12964403,"Global Health, Inc.",OK,611619.22,,,13431,574,4524856,7859076
550,23468,Humana Insurance Company,OK,48913.42,-107296.38,-81323.21,6085,945,1661454.27,1743140.996,Humana Insurance Company,OK,66173.45,74763.49,-69246.02,2381,685,841575.83,325591.797
551,67088,John Alden Life Insurance Company,OK,,,-198017.77,2907,3822,904964,446500,John Alden Life Insurance Company,OK,,,-178744.41,2057,2130,631438,349806
552,29176,Time Insurance Company,OK,3742479.01,847618.04,29114.13,80503,5516,19947901,20888391,Time Insurance Company,OK,2438106.47,2221935.85,-149749.38,55501,2262,15835716,19997887
553,85757,UnitedHealthcare Insurance Company,OK,,,-2256892.13,5172,266759,2397455.93,1675496.72,United Healthcare Insurance Company,OK,,,-144362.05,4882,236945,2116229.78,1474239.28
554,98704,UnitedHealthcare Life Insurance Company,OK,1369617.06,83712.74,,26326,,8231807.47,8105793.85,United Healthcare Life Insurance Company,OK,1663019.16,637091.31,,24179,,8196319.07,14955965.78
555,32536,ATRIO Health Plans,OR,316.53,5124.77,-16819.77,132,134,61342.29,93380.44,ATRIO Health Plans,OR,59191.36,-163736.68,-28002.5,2990,123,1073974.54,1283535.093
556,63474,BridgeSpan Health Company,OR,0,16568.71,,196,,91491,69693,Bridge Span Health Company,OR,37956.63,-143117.09,,2095,,608257,606509
557,99389,"Community Care of Oregon, Inc.",OR,447174.74,961182.24,-356550.41,7206,3550,2482923.61,5249096.959,"Community Care of Oregon, Inc.",OR,4781867.05,401324.32,-1315272.66,101241,29172,32382491.22,47794308.61
558,10940,"Health Net Health Plan of Oregon, Inc.",OR,3230190.41,2794804.37,-2324193.93,38452,294506,11359633,19496468,"Health Net Health Plan of Oregon, Inc.",OR,1855731.14,3408186.75,45710.69,19103,257570,8270658,14324515
559,96383,Health Republic Insurance Company,OR,4065274.13,1765810.56,-3017355.7,28898,30386,,18892425,"Freelancers Consumer Operated and Oriented Program of Oregon, Inc. DBA H l h R bli I C",OR,4599868.44,4811777.33,-6718133.3,48710,103730,15289106,34625393
560,71287,Kaiser Foundation Healthplan of the NW,OR,9896905.63,12000350.41,2516711.91,213219,358876,66432191,79561707,Kaiser Foundation Healthplan of the NW,OR,6778961.76,13259754.64,2707325.99,254073,327712,73999375,91876946
561,85804,LifeWise Health Plan of Oregon,OR,8722377.76,2582812.5,550216.1,200231,124411,50863793,58185588,Life Wise Health Plan of Oregon,OR,17015844.5,-19940058.64,-1675210.84,491563,112496,129662987,153472918
