,HIOS ID,HIOS INPUTTED INSURANCE COMPANY NAME_2014,STATE_2014,REINSURANCE PAYMENT AMOUNT (OR NOT ELIGIBLE)_2014,"HHS RISK ADJUSTMENT TRANSFER AMOUNT (INDIVIDUAL MARKET, INCLUDING CATASTROPHIC)_2014",HHS RISK ADJUSTMENT TRANSFERS AMOUNT (SMALL GROUP MARKET)_2014,7.4Membermonths2HealthInsuranceINDIVIDUALTotalasof3/31/15_2014,7.4Membermonths7HealthInsuranceSMALLGROUPTotalasof3/31/15_2014,1.1Directpremiumwritten2HealthInsuranceINDIVIDUALTotalasof3/31/15_2014,2.16Totalincurredclaims2HealthInsuranceINDIVIDUALTotalasof3/31/15_2014,IndPremiumPMM_2014,IndCostsPMM_2014,IndRTPMM_2014,IndPremiumMinusCostsPMM_2014,HIOS INPUTTED INSURANCE COMPANY NAME_2015,STATE_2015,REINSURANCE PAYMENT AMOUNT (OR NOT ELIGIBLE)_2015,"HHS RISK ADJUSTMENT TRANSFER AMOUNT (INDIVIDUAL MARKET, INCLUDING CATASTROPHIC)_2015",HHS RISK ADJUSTMENT TRANSFERS AMOUNT (SMALL GROUP MARKET)_2015,7.4Membermonths2HealthInsuranceINDIVIDUALTotalasof3/31/15_2015,7.4Membermonths7HealthInsuranceSMALLGROUPTotalasof3/31/15_2015,1.1Directpremiumwritten2HealthInsuranceINDIVIDUALTotalasof3/31/15_2015,2.16Totalincurredclaims2HealthInsuranceINDIVIDUALTotalasof3/31/15_2015,IndPremiumPMM_2015,IndCostsPMM_2015,IndRTPMM_2015,IndPremiumMinusCostsPMM_2015,HIOS INPUTTED INSURANCE COMPANY NAME,STATE,REINSURANCE PAYMENT AMOUNT (OR NOT ELIGIBLE),"HHS RISK ADJUSTMENT TRANSFER AMOUNT (INDIVIDUAL MARKET, INCLUDING CATASTROPHIC)",HHS RISK ADJUSTMENT TRANSFERS AMOUNT (SMALL GROUP MARKET),7.4Membermonths2HealthInsuranceINDIVIDUALTotalasof3/31/15,7.4Membermonths7HealthInsuranceSMALLGROUPTotalasof3/31/15,1.1Directpremiumwritten2HealthInsuranceINDIVIDUALTotalasof3/31/15,2.16Totalincurredclaims2HealthInsuranceINDIVIDUALTotalasof3/31/15,IndPremiumPMM,IndCostsPMM,IndRTPMM,IndPremiumMinusCostsPMM
245,78079,GHMSI,DC,2071230.11,1803989.23,8238082.97,91636,491235,31714766.26,32975261,346.0950528,359.8505064,19.68646853,-13.75545353,GHMSI,DC,2537992.49,3510581.06,15545279.98,78795,468211,30954934.21,34339711.12,392.8540416,435.810789,44.55334806,-42.95674738,Group Hospitalization and Medical Services,DC,2918352.18,9810171.94,16753749.82,105899,431106,41460173.05,59142396.25,391.5067475,558.4792703,92.63705927,-166.9725229
246,66105,Humana Insurance Company,AZ,1328793.1,1164384.91,27209.69,180110,70211,31945882.48,27091713.83,177.3687329,150.4175994,6.464854311,26.95113347,Humana Insurance Company,AZ,1778440.1,689053.89,900266.16,54591,53171,15798846,12122248.97,289.4038578,222.0558145,12.62211518,67.34804327,Humana Insurance Company,AZ,2656508.48,-1311469.26,-1065223.04,97980,43082,28240828.17,30256833.69,288.2305386,308.8062226,-13.38507103,-20.57568402
247,91604,Humana Insurance Company,WI,3869243.82,3660246.43,2267328.07,118386,307398,32154163.39,34500075.4,271.6044413,291.4202304,30.91789933,-19.81578911,Humana Insurance Company,WI,1895119.37,596881.13,1292326.01,56804,290896,21773912.09,16382088.94,383.3165286,288.3967492,10.50773062,94.91977942,Humana Insurance Company,WI,3018929.45,3575498.87,779525.6,81114,196188,33529779.49,40321097.82,413.3661204,497.0917205,44.07992295,-83.72560014
248,96601,"Coventry Health Care of Illinois, Inc.",IL,6155110.05,-3262695.3,-1048560.53,111531,84585,33218247.82,34897693.24,297.8386979,312.8968021,-29.25370794,-15.0581042,"Coventry Health Care of Illinois, Inc.",IL,6783435.61,-5367684.26,127525.13,168861,61975,52262152.79,50920827.36,309.4980652,301.554695,-31.78759015,7.943370168,"Coventry Health Care of Illinois, Inc.",IL,14270273.67,35950670.67,728924.09,276448,37281,125142353.1,156932333.4,452.6795386,567.6739691,130.0449657,-114.9944304
249,67243,"Vantage Health Plan, Inc.",LA,5014154.17,-416149.3,-195880.47,80242,14426,33314451,29302045.98,415.1747339,365.1709327,-5.186178061,50.00380125,"Vantage Health Plan, Inc.",LA,2858301.9,-261974.85,-33096.77,84352,15385,36491283,35727199.9,432.6072055,423.5489366,-3.105733711,9.058268921,Vantage Health Plan,LA,3635462.07,-9974637.2,206362.72,216688,12090,97491963,88410665,449.9186065,408.0090499,-46.03225467,41.9095566
250,73836,"Moda Health Plan, Inc.",AK,13102419.34,-4806964.11,24371,78624,17725,33550284,46525522,426.7181013,591.7470747,-61.13863591,-165.0289733,"Moda Health Plan, Inc.",AK,26305543.39,-9415111.19,-683234.43,159592,26851,93990086,146808709,588.9398341,919.9001767,-58.99488189,-330.9603426,Moda Health Plan Inc,AK,8987021.64,-11418310.77,-2026261.96,139893,39766,115629307,109150932.7,826.5553459,780.24585,-81.62174498,46.30949583
252,90296,"Kaiser Foundation Health Plan of the Mid-Atlantic States, Inc.",MD,1405157.3,-2210325.79,773138.57,92214,92283,33642176,29825663,364.8272063,323.4396404,-23.96952513,41.38756588,"Kaiser Foundation Health Plan of the Mid-Atlantic States, Inc.",MD,4152560.34,-17702319.36,2987261.26,287296,90959,87409483,83733862,304.2488688,291.455022,-61.61700601,12.79384676,"Kaiser Foundation Health Plan of the MidAtlantic States, Inc.",MD,3816924.66,-29417473.49,2554219.07,463323,91151,144825293,145144714,312.579546,313.2689592,-63.492366,-0.689413217
253,67183,"Total Health Care USA, Inc.",MI,2025795.65,-1099668.46,-1225249.24,118609,96901,33847648,26440698,285.3716666,222.9232014,-9.271374516,62.44846512,"Total Health Care USA, Inc.",MI,1534183.55,1882988.25,192637.06,108034,93468,32834737,28529176,303.929661,264.075902,17.4295893,39.853759,Total Health Care,MI,473367.52,2404013.29,911860.92,66614,81384,20781599,22173053.56,311.9704416,332.8587618,36.08870943,-20.88832017
254,37833,Unity Health Plans Insurance Corporation,WI,4934795.29,7490116.39,802161.46,101128,278357,34056627,41162595,336.7675322,407.0345997,74.06570277,-70.26706748,Unity Health Plans Insurance Corporation,WI,7185046.24,5592708.14,832440.01,194647,294566,67620965.18,89591632.45,347.403069,460.2774892,28.73256788,-112.8744202,Unity Health Plans Insurance Corporation,WI,4616486.19,12470418.63,839649.69,216904,153286,80662042,93413220.4,371.8789972,430.6661952,57.49280156,-58.78719802
255,43839,UnitedHealthcare Insurance Company,FL,,,3844812.86,60049,1461398,34642096.64,42186280.01,576.8971447,702.5309332,,-125.6337886,United Healthcare Insurance Company,FL,,,4051544.19,38845,1280849,21615308.07,17434902.57,556.4502013,448.8326057,,107.6175956,UnitedHealthcare Insurance Company,FL,,,5443321.07,34121,1279514,18908544.2,14725667.31,554.16149,431.5719736,,122.5895164
257,75729,Geisinger Quality Options,PA,2772466.89,490533.38,-2827499,136674,412989,34989246.05,37581147.08,256.0051367,274.9692486,3.58907605,-18.9641119,Geisinger Quality Options,PA,1529545.49,1142253.34,-1613339.93,96868,280427,30600743.92,28845822.95,315.9014733,297.784851,11.79185428,18.11662231,Geisinger Quality Options,PA,2364122.23,7409434.09,-584164.12,115368,216806,44235179.47,57912751.19,383.4267689,501.9827958,64.22434375,-118.556027
258,99791,Humana Insurance Company,IN,15014843.87,12712802.22,28264.72,117992,143300,35065382.65,52271674.78,297.1844078,443.0103293,107.7429166,-145.8259215,Humana Insurance Company,IN,9599228.21,8411678.81,-627510.77,105258,150375,36172211.59,57228856.87,343.6528491,543.7007816,79.91486452,-200.0479325,Humana Insurance Company,IN,6361.47,122433.72,1168984.38,28330,115374,5643355.52,4911117.86,199.200689,173.3539661,4.321698553,25.84672291
260,32225,Montana Health Cooperative,MT,10821501.27,3157443.9,297652.03,115466,8918,37692890,53910617,326.4414633,466.89603,27.3452263,-140.4545667,Montana Health Cooperative,MT,14667714.03,4282446.27,1822462.95,223233,17202,76503090,112773266,342.7051108,505.1818772,19.18375092,-162.4767664,Montana Health Cooperative,MT,4262930.36,856571.75,-369600.6,167472,8582,70946387,76292134,423.6313354,455.5515788,5.114716191,-31.92024338
261,82483,North Shore-LIJ Insurance Company Inc,NY,5663264.35,434621.91,-735698.81,91082,12221,38127866,42091418,418.6103292,462.1266331,4.771765113,-43.51630399,North Shore-LIJ Insurance Company Inc.,NY,8737682.64,2282312.43,-13302063.81,189964,114883,76546973,82818832,402.9551547,435.9711945,12.01444711,-33.01603988,North Shore-LIJ Insurance Company Inc,NY,6258273.72,-19781114.37,-111975778.7,348875,739189,143377159.5,163481023.8,410.9700021,468.5948371,-56.69971872,-57.62483497
262,54235,"UnitedHealthcare of New York, Inc.",NY,9905407.05,4787190.35,,62352,,38450874.59,41822158.1,616.6742781,670.7428487,76.77685319,-54.06857054,"United Healthcare of New York, Inc.",NY,7508442.74,10564737.15,,102501,,55064189.41,62996690.7,537.206363,614.5958644,103.0696008,-77.38950147,"UnitedHealthcare of New York, Inc",NY,3719122.63,5932308.11,,96007,,50763996.72,58879212.87,528.7530776,613.2804157,61.7903706,-84.52733811
263,66083,"Humana Health Plan of Ohio, Inc.",OH,8894210.03,-6379256.85,683165.75,127142,337804,38643605.76,47386987.32,303.9405213,372.7091545,-50.17426853,-68.76863318,"Humana Health Plan of Ohio, Inc.",OH,5155494.73,-1928407.65,-2483141.65,113702,337779,37209008.31,40856750.46,327.2502534,359.331854,-16.96019111,-32.08160059,"Humana Health Plan of Ohio, Inc.",OH,1676810.6,-415576.63,-3325716.01,79134,282163,27809359.49,27429005.53,351.4211273,346.614673,-5.251555968,4.806454369
264,60536,"Avera Health Plans, Inc.",SD,10895393.31,-1014430.34,-359596.3,109609,52252,39298032.76,57305594.51,358.5292518,522.8183316,-9.254991287,-164.2890798,"Avera Health Plans, Inc.",SD,7492141.61,3672370.39,-81015.67,139552,48369,44433569,69065181,318.4015206,494.906422,26.31542644,-176.5049014,"Avera Health Plans, Inc.",SD,5852231.13,-4206700.98,791931.37,282010,51732,102585338,109001581,363.7648949,386.5167228,-14.9168504,-22.75182795
267,40025,Cigna Health and Life Insurance Company,CA,21440171.45,17743436.54,,104223,1428,40220929,71930149,385.9122171,690.1561939,170.2449223,-304.2439769,Cigna Health and Life Insurance Company,CA,17586666.04,5953639.83,,294886,7695,101545360,116800407,344.354632,396.086647,20.18963203,-51.73201508,Cigna Health and Life Insurance Company,CA,7651494.69,6391520.32,,203893,13566,78456145,97466924,384.7907726,478.0297705,31.34742399,-93.23899791
268,56707,Providence Health Plan,OR,8094883.08,2963920.51,1673687.32,143417,330768,41152791,46363481,286.9449995,323.2774427,20.66645175,-36.33244316,Providence Health Plan,OR,9861302.28,-4161991.69,3092137.34,332567,339014,88766690.5,103343329,266.9137061,310.7443883,-12.51474647,-43.83068224,Providence Health Plan,OR,20220108.78,-36194842.92,-5563412.11,1217857,599682,399049035,440670296.7,327.6649352,361.8407553,-29.72010911,-34.17582007
269,44648,Regence Blue Shield of Idaho,ID,282450.45,371605.98,1175263.46,359158,308078,42153596,31134872,117.3678325,86.68851035,1.034658785,30.67932219,Regence Blue Shield of Idaho,ID,643839.26,1002953.94,-831183.51,126390,272370,31416377,20804518,248.5669515,164.6057283,7.935389983,83.9612232,Regence Blue Shield of Idaho,ID,764325.42,-319665.28,-1115977.31,125888,284710,33429631,28925018,265.5505767,229.767873,-2.539283172,35.78270367
270,79509,Humana Insurance Company,CO,1268061.73,1264744.68,139778.65,195438,11126,42583478.25,31808594.15,217.8874029,162.7554219,6.471334541,55.13198099,Humana Insurance Company,CO,1442411.66,664060.25,-95294.25,87852,14273,23166217.33,18871983.99,263.6959583,214.8156444,7.558851819,48.88031394,Humana Insurance Company,CO,164260.09,719860.7,621087.18,14536,7695,4810241,2796922.79,330.9191662,192.4135106,49.52261282,138.5056556
272,49532,"BlueChoice HealthPlan of South Carolina, Inc.",SC,4157250.97,1402397.69,-182715.35,159284,226624,42995084,38950555,269.9271992,244.5352641,8.804385186,25.39193516,"Blue Choice Health Plan of South Carolina, Inc.",SC,18814117.01,3622506.76,-3934492.42,544809,244524,189594963,211322829,348.0026266,387.8842475,6.649131641,-39.8816209,"BlueChoice HealthPlan of South Carolina, Inc.",SC,23997367.97,4289951.73,-5221980.6,1227501,345943,479156919,558511625,390.3515508,454.9989165,3.494866179,-64.64736566
273,70525,"QCA Health Plan, Inc.",AR,4262438.76,-5943287.09,-55681.1,157507,188500,43191534.2,46343131.76,274.2197756,294.2290296,-37.73347908,-20.00925394,"QCA Health Plan, Inc.",AR,10580046,6656762.38,-272007.5,324884,172403,115427342.7,148306395.3,355.2878649,456.4903021,20.48965902,-101.2024372,QCA Health Plan INC,AR,5970119.58,2856187.95,-59363.91,396976,112358,134121060.4,193390442.4,337.8568488,487.1590283,7.19486304,-149.3021795
274,50816,"Physicians Health Plan of Northern Indiana, Inc.",IN,10350382.87,-4011882.59,115029.27,140344,312530,43942528,47020160,313.1058542,335.0350567,-28.58606417,-21.92920253,"Physicians Health Plan of Northern Indiana, Inc.",IN,7080052.99,-7085738.88,2912178.01,111408,267643,40754310,43521941.03,365.8113421,390.6536427,-63.60170616,-24.84230064,"Physicians Health Plan of Northern Indiana, Inc.",IN,2286473.37,-2126520.47,-124000.57,73278,158896,28482808.38,32281883,388.6952207,440.5399028,-29.01990325,-51.84468217
275,46958,Humana Insurance Company,UT,4158821.94,2574546.01,-1107146.32,418934,89646,45384523.25,46358514.91,108.333349,110.6582777,6.145469239,-2.324928652,Humana Insurance Company,UT,4094943.28,3170521.45,-414144.63,304972,59382,36091117.17,47593149.03,118.3423959,156.0574382,10.39610669,-37.71504223,Humana Insurance Company,UT,602352.46,1967946.16,-513885.76,216590,28720,25777038.09,26458059.81,119.0130573,122.1573471,9.086043492,-3.144289764
278,74320,Humana Health Plan,CO,8822154.98,4731745.94,-2841602.51,205949,173854,47543279.95,55236205.29,230.8497732,268.2033187,22.97532855,-37.35354549,Humana Health Plan,CO,7614421.26,6064407.53,3278864.95,138751,215339,41906992.59,49664673.44,302.0302022,357.9410126,43.70712665,-55.91081037,Humana Health Plan,CO,4384982.12,19133063.67,-1635879.75,107490,209696,38473280.96,55122389.97,357.924281,512.814122,177.9985456,-154.889841
279,60612,"Kaiser Foundation Health Plan, Inc.",HI,4687278.77,-10430372.26,-4366914.44,185604,321645,47878943,49630666,257.9628833,267.4008427,-56.19691526,-9.437959311,"Kaiser Foundation Health Plan, Inc.",HI,5420682.06,-15467100.5,-6719908.37,226746,325505,61802512,67622713,272.5627442,298.2311176,-68.21333342,-25.66837342,"Kaiser Foundation Health Plan, Inc.",HI,2908866.08,-16511893.77,-7404335.42,192607,337455,67825946,69226372,352.1468379,359.4177366,-85.72841989,-7.270898773
280,92499,Sharp Health Plan,CA,10986209.85,10432568.53,-953791.37,122265,112929,48589226,63015430.38,397.4091195,515.4004039,85.32751425,-117.9912843,Sharp Health Plan,CA,9640079.06,9791489.44,-5238158.44,230438,176700,105005537,105532273,455.6780436,457.9638471,42.490776,-2.285803557,Sharp Health Plan,CA,6648728.33,5351707.64,-9546508.28,324858,328423,131730201,122381020,405.5008681,376.721583,16.47399061,28.7792851
281,38234,Aetna Life Insurance Company,VA,7604605.22,7863949.4,-1438865.46,177329,120318,49757615.84,53645894.85,280.5949159,302.5218371,44.34666298,-21.9269212,Aetna Life Insurance Company,VA,5895017.54,4680612.75,-3364075.44,183008,156276,59806820.06,62772402.77,326.7989381,343.0035997,25.57600078,-16.2046616,Aetna Life Insurance Company,VA,3368946.19,6921051.63,-5705192.92,168249,172740,61416390.01,66394656.85,365.0327194,394.6214055,41.13576681,-29.58868605
283,76680,"HMO Colorado, Inc., dba HMO Nevada",CO,12493994.43,261875.8,-860371.91,139712,18150,49887492.56,54875780.77,357.0737844,392.7778628,1.874397332,-35.70407846,HMO Colorado Inc.(Anthem BCBS),CO,9021034.94,29925.42,-1803127.62,193986,22133,61543183.63,65114183.23,317.2558001,335.6643429,0.154265875,-18.40854288,HMO Colorado Inc(Anthem BCBS),CO,6296226.19,-22957774.05,-5766680.6,381552,56858,136955596.5,107135236.3,358.9434638,280.7880349,-60.16945017,78.15542888
284,29241,Priority Health Insurance Company (PHIC),MI,1980226.36,1869040.06,267097.25,260064,175745,50424136,51433723,193.8912575,197.7733289,7.186846545,-3.882071336,Priority Health Insurance Company (PHIC),MI,4303697.77,37908.56,124208.68,255090,144552,59195738,53108065,232.0582461,208.1934415,0.14860857,23.86480458,Priority Health,MI,3777289.5,5900733.25,1298105.46,274816,157168,77199778,78396996,280.9144227,285.2708576,21.47157826,-4.356434851
286,85804,LifeWise Health Plan of Oregon,OR,8722377.76,2582812.5,550216.1,200231,124411,50863793,58185588,254.0255655,290.5923059,12.89916397,-36.56674041,Life Wise Health Plan of Oregon,OR,17015844.5,-19940058.64,-1675210.84,491563,112496,129662987,153472918,263.7769462,312.2141374,-40.56460441,-48.43719116,Lifewise Health Plan of Oregon,OR,4373110.76,-7611069.39,-756294.72,202446,92253,72185965,75936508,356.5689863,375.0951266,-37.59555333,-18.5261403
287,85654,HealthPartners Insurance Company,MN,10273153.62,-5217351.16,-820791.54,253562,200964,50895000,53127000,200.7201395,209.5227203,-20.57623445,-8.802580828,HealthPartners Insurance Company,MN,9288091.28,-29118111.14,-3345685.38,507606,194406,109802000,100347000,216.31344,197.6867886,-57.36360709,18.62665138,HealthPartners Insurance Company,MN,6932266.01,-55107410.5,-2487209.58,667739,142823,188789000,150979000,282.7287308,226.1048104,-82.52836887,56.62392042
289,25768,"Group Health Options, Inc.",WA,9932982.42,-1364790.9,997685.2,166734,79175,52360996,43701177,314.0391042,262.1011731,-8.185438483,51.93793108,"Group Health Options, Inc.",WA,5545446.72,84523.22,734961.44,105901,52334,37454117.04,36403961.6,353.6710422,343.7546539,0.798134295,9.916388325,"Group Health Options, Inc.",WA,3338075.15,2005.97,-5031843.29,145100,258240,48929244.58,57938583.53,337.2105071,399.3010581,0.013824742,-62.090551
290,22013,Regence BlueCross BlueShield of Utah,UT,4866764.79,524047.97,1299608.61,405320,512345,53408218,51268997,131.7680302,126.4901732,1.292924035,5.277857002,Regence BlueCross BlueShield of Utah,UT,4740413.21,1629776.02,-1352263.41,234400,429542,54021852,56735020,230.4686519,242.0436007,6.952969369,-11.57494881,Regence BlueCross BlueShield of Utah,UT,2005943.85,2957250.22,5097980.75,180687,439813,49085799,46371400,271.6620399,256.6393819,16.36670164,15.02265797
291,11269,Blue Cross Blue Shield of Wyoming,WY,7922982.99,6093726.2,-490054.01,124364,176808,53463568,56230763,429.8958541,452.146626,48.99911711,-22.25077193,Blue Cross Blue Shield of Wyoming,WY,12716956.74,1438732.96,-735310.56,211926,180632,106424294.1,112604550,502.1766753,531.3390051,6.788845918,-29.16232978,Blue Cross Blue Shield of Wyoming,WY,13798004.7,8489.31,-1220295.56,360037,190610,196967953,219853610,547.0769754,610.6417118,0.023578993,-63.5647364
295,26002,SelectHealth,ID,22446618.57,5450923.74,-1392526.68,205994,64205,56856522,108593032,276.0105731,527.1659951,26.46156558,-251.155422,Select Health,ID,19459263.73,9855840.04,-1382800.26,278361,116813,81043959,154031972,291.1469602,553.3532787,35.40668427,-262.2063184,SelectHealth,ID,12396300.65,2728291.54,-1742435.08,442788,167642,143125602,217509208,323.23731,491.2265192,6.161620324,-167.9892093
296,74289,Oscar Insurance Corporation,NY,17524068.75,-8073821.58,,150231,,58141826.09,69112720.36,387.016169,460.0430028,-53.74271342,-73.02683381,Oscar Insurance Corporation,NY,19771125.4,-30977083.32,,416880,,161499087,176497659.2,387.3994603,423.3776127,-74.30695481,-35.97815247,Oscar Insurance Corporation,NY,19687058.53,-44218095.76,,724618,,289943882.2,331945630.2,400.1334251,458.0974116,-61.02262952,-57.96398654
297,83198,"Sierra Health and Life Ins Company, Inc.",NV,6624972.17,6879575.41,2637752.16,308590,167244,58679798.88,58742830.01,190.1545704,190.3588257,22.29357857,-0.204255258,"Sierra Health and Life Ins Company, Inc.",NV,10119419.06,4132272.63,72611.26,377613,239448,102774924.9,96883579.81,272.1699859,256.5684439,10.94314187,15.60154203,"Sierra Health and Life Insurance Company, Inc.",NV,8209939.49,13434434.68,266851.71,392267,288169,127153733.8,130694505.8,324.1509834,333.1774169,34.24818983,-9.026433526
298,18350,Hawaii Medical Service Association,HI,13001803.35,10430372.28,5740424.58,207688,1093845,58730826,70996892,282.7839163,341.8439775,50.22135261,-59.06006125,Hawaii Medical Service Association,HI,16197585.19,15467100.5,7322488.29,308670,736432,91329533,125172066,295.8808209,405.5206726,50.10885574,-109.6398516,Hawaii Medical Service Association,HI,10348585.13,16511893.78,11809305.09,299732,754141,101291469,136715595.7,337.9401232,456.126125,55.08885865,-118.1860018
299,15411,"Humana Health Plan, Inc.",KY,7877805.71,1152387.48,-1929958.7,301919,547482,59580665.13,64919042.08,197.3398995,215.0213868,3.816876315,-17.68148725,"Humana Health Plan, Inc.",KY,6821351.04,3404519.29,-1964729.71,189064,624026,51957088.49,55892517.14,274.812172,295.6274972,18.00723189,-20.81532523,"Humana Health Plan, Inc.",KY,3650974.52,4158571.2,-2971979.56,144065,575713,46009746.68,56155044.47,319.3679706,389.7896399,28.8659369,-70.42166932
300,47579,Chinese Community Health Plan,CA,1824095.22,-16711278.79,-3067299.35,141014,21332,60268718.32,29949706.93,427.3952822,212.3881808,-118.507941,215.0071014,Chinese Community Health Plan,CA,2569834.4,-28712244.96,-1540479.6,155023,23217,70273738.3,24778424.54,453.3116912,159.8370857,-185.2128069,293.4746054,Chinese Community Health Plan,CA,2031826.13,-24844080.41,-2248025.07,154960,25754,70383906.83,35832049.9,454.2069362,231.2341888,-160.3257641,222.9727474
301,36046,Harvard Pilgrim Health Care Inc. ***,MA,9694228.25,,,115286,1292301,60568181,59975447.18,525.3732543,520.2318337,,5.141420641,Harvard Pilgrim Health Care Inc.,MA,8132224.47,,,135389,1323837,63734606.67,72589175.31,470.7517351,536.1526809,,-65.40094572,Harvard Pilgrim Health Care Inc.,MA,4809705.87,,,139056,1219192,67756337.21,77814790.83,487.2593575,559.5931914,,-72.33383399
302,64844,Aetna Health Inc. (a PA corp.),PA,1280386.05,-1144736.65,-3059493.02,187327,987408,61051891.6,51999516.87,325.9107956,277.5868768,-6.110900457,48.32391876,Aetna Health Inc. (a PA corp.),PA,6959835.96,-25852344.53,-1628024.96,324022,619199,105458417.2,77700405.68,325.4668424,239.7997842,-79.78576927,85.66705816,Aetna Health Inc. (a PA corp.),PA,12886104.3,-31760032.8,-5577917.84,577236,476025,202395529.6,194599036.8,350.6287369,337.1221421,-55.02088019,13.50659488
303,20129,"Health Alliance Medical Plans, Inc.",IL,4523529.04,2597374.35,-998963.73,200255,251994,61942668,64550679,309.3189583,322.3424084,12.97033457,-13.0234501,"Health Alliance Medical Plans, Inc.",IL,9489886.93,-1326442.96,-1104554.13,275330,221076,92073345,102635610,334.4108706,372.7730723,-4.817647768,-38.36220172,"Health Alliance Medical Plans, Inc.",IL,10389731.85,1925800.26,572733.12,440156,184877,179542056,213806409,407.9055062,485.7514359,4.375267542,-77.84592962
304,31616,Medica Insurance Company,MN,8295441.04,-11637872.8,-4213354.17,271330,551537,62080064.95,48327689.36,228.799119,178.1140654,-42.89195002,50.68505359,Medica Insurance Company,MN,4415250.76,-5042829.16,9261067.53,138388,192529,36796777.05,35785272.13,265.8957211,258.5865258,-36.4397864,7.309195306,Medica Insurance Company,MN,1837669.52,-5073958.4,9613665.25,94007,160705,28906770.34,26696904.84,307.4959348,283.9884779,-53.97426149,23.50745689
305,95865,"Health Plan of Nevada, Inc.",NV,5762413.99,-3030918.47,2092880.93,189134,214966,63247361.96,54264833.96,334.4050354,286.9121044,-16.02524385,47.49293094,"Health Plan of Nevada, Inc.",NV,8222371.58,230274.9,-166538.16,357716,201550,118703087.1,102375682.3,331.8361133,286.1926285,0.643736651,45.64348478,"Health Plan of Nevada, Inc.",NV,5618554.15,-13319421.75,-2436180.93,538785,208867,183216122.4,154780811.4,340.0542376,287.2775066,-24.72121858,52.77673098
306,99663,"Coventry Health Care of Virginia, Inc",VA,11965740.5,2743889.18,-2031737.44,230418,278477,64730853.85,69703444.71,280.927939,302.5086786,11.9083109,-21.58073961,"Coventry Health Care of Virginia, Inc.",VA,14307294.04,1027646.58,-9528358.12,507146,329571,143754585.8,143169176.9,283.45799,282.3036698,2.026332811,1.154320255,"Coventry Health Care of Virginia, Inc",VA,8254650.15,-3220691.27,-1048188.41,483242,16753,157523774.4,170119783.1,325.972855,352.0384882,-6.664758589,-26.06563316
307,82120,Humana Insurance Company,TN,7489285.27,275162.36,-1959826.68,297853,257648,65549030.12,69602919.01,220.0717472,233.682115,0.923819334,-13.61036783,Humana Insurance Company,TN,8501816.89,618404.6,-2645066.63,296844,343106,78246627.84,83685155.47,263.5951134,281.9162775,2.08326461,-18.32116408,Humana Insurance Company,TN,6589586.31,1781992.58,307106.48,383931,298969,129383773,127426655.2,336.9974631,331.8998862,4.641439686,5.097576908
308,92815,Local Initiative Health Authority for Los Angeles County,CA,347123.67,-31742828.09,,240012,,66111108,47084780,275.4491775,196.1767745,-132.2551709,79.27240305,Local Initiative Health Authority for Los Angeles County,CA,173346.94,-23491264.75,,187043,,57736325.1,33021025.18,308.6794218,176.542427,-125.592857,132.1369948,Local Initiative Health Authority for Los Angeles County,CA,24557.63,-12354890.24,,127728,,44046851.51,27395497.21,344.8488312,214.4830985,-96.72812727,130.3657327
309,71287,Kaiser Foundation Healthplan of the NW,OR,9896905.63,12000350.41,2516711.91,213219,358876,66432191,79561707,311.5678762,373.1454842,56.28180608,-61.577608,Kaiser Foundation Healthplan of the NW,OR,6778961.76,13259754.64,2707325.99,254073,327712,73999375,91876946,291.2524156,361.6163307,52.18875929,-70.3639151,Kaiser Foundation Health Plan of the Northwest,OR,3740430.21,3959354.51,1489329.65,332025,310060,103553369,116478163,311.8842527,350.8114238,11.92486864,-38.92717115
310,44965,"Humana Health Benefit Plan of Louisiana, Inc.",LA,7813491.4,482642.43,-119935.54,264141,363156,66514201.37,61711537.45,251.8132413,233.6310435,1.827215124,18.18219784,"Humana Health Benefit Plan of Louisiana, Inc.",LA,6599758.13,-2526804.46,-4759020.22,248033,434330,72076866.85,70634494.88,290.5938599,284.7786177,-10.18737208,5.815242206,"Humana Health Benefit Plan of Louisiana, Inc.",LA,4491146.79,-32450558.97,-6832225.23,421778,255681,143009162.6,102535993.5,339.062641,243.1041768,-76.93753342,95.95846417
311,38344,Premera Blue Cross Blue Shield of Alaska,AK,19984669.96,5782175.12,-119931.53,146645,222340,66855354,90720294,455.8993079,618.6388489,39.42974612,-162.7395411,Premera Blue Cross Blue Shield of Alaska,AK,14655165.1,12358455.76,1742413.11,143355,229779,78693115,105293849,548.9387534,734.4972202,86.20875282,-185.5584667,Premera Blue Cross,AK,5758679.1,11418310.79,4017476.01,116214,124234,86269350,83903892,742.3318189,721.9774898,98.25245487,20.35432908
313,46275,"Humana Medical Plan of Michigan, Inc.",MI,6808276.09,-25129449.51,,269299,,68045829.77,54511335.35,252.6776177,202.4193753,-93.31430681,50.2582424,"Humana Medical Plan of Michigan, Inc.",MI,5237342.47,-10842830.41,,210962,,60800064,49356249,288.2038661,233.9580067,-51.39707819,54.24585944,"Humana Medical Plan of Michigan, Inc.",MI,3265248.4,-19477061.31,,344406,,92558175.44,75357602.94,268.7472792,218.804559,-56.55261903,49.94272022
